X,Y,profile_id,layer_id,profile_code,layer_name,upper_depth,lower_depth,organic_surface,value,method_options,value_avg,dataset_id,country_name,positional_uncertainty,region,continent,date,licence
1.0375,14.166944,585951,127613,NE W3_0339,2Btg,45,55,0,{1.40},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.4,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.037778,14.144444,585952,127614,NE W3_0262,Ah,0,14,0,{1.30},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.3,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.037778,14.144444,585952,127615,NE W3_0262,Bt,14,36,0,{1.40},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.4,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.040278,14.165556,585953,127617,NE W3_0368,,0,15,0,{1.40},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.4,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.040278,14.165556,585953,127618,NE W3_0368,Bw,15,41,0,{1.50},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.5,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.040278,14.165556,585953,127619,NE W3_0368,2Bt1,41,56,0,{1.40},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.4,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.040278,14.165556,585953,127620,NE W3_0368,2Bt2,56,72,0,{1.40},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.4,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.041389,14.1575,585954,127621,NE W3_0362,Ah,0,16,0,{1.20},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.2,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.041389,14.1575,585954,127622,NE W3_0362,Bt,16,28,0,{1.30},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.3,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.041389,14.1575,585954,127623,NE W3_0362,Btgs,28,44,0,{1.40},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.4,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.041389,14.1575,585954,127624,NE W3_0362,Btgw,44,65,0,{1.40},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.4,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.042778,14.114722,585955,127625,NE W3_0260,Bw,0,66,0,{1.30},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.3,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.042778,14.114722,585955,127626,NE W3_0260,,66,100,0,{1.40},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.4,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.133611,14.153056,585956,127627,NE W3_0351,Ah,0,13,0,{1.20},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.2,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.133611,14.153056,585956,127628,NE W3_0351,Bh,13,36,0,{1.30},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.3,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.133611,14.153056,585956,127629,NE W3_0351,Bt,36,65,0,{1.40},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.4,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.136111,14.131111,585958,127633,NE W3_0389,Ah,0,12,0,{1.50},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.5,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.136111,14.131111,585958,127634,NE W3_0389,Bt1,12,39,0,{1.60},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.6,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.136111,14.131111,585958,127635,NE W3_0389,Bt2,39,49,0,{1.60},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.6,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.137778,14.1575,585959,127636,NE W3_0285,Ah,0,15,0,{1.30},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.3,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.137778,14.1575,585959,127637,NE W3_0285,Bw,15,45,0,{1.40},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.4,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.137778,14.1575,585959,127638,NE W3_0285,Bg,45,71,0,{1.40},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.4,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.138611,14.121944,585960,127639,NE W3_0064,Ah,0,15,0,{1.20},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.2,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.138611,14.121944,585960,127640,NE W3_0064,Bt1,15,41,0,{1.20},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.2,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.138611,14.121944,585960,127641,NE W3_0064,Bt2,41,85,0,{1.30},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.3,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.201111,14.103333,585962,127644,NE W3_0312,,0,12,0,{1.40},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.4,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.201111,14.103333,585962,127645,NE W3_0312,B/C,12,25,0,{1.50},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.5,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.201389,14.095,585963,127646,NE W3_0306,Ah,0,8,0,{1.40},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.4,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.248889,14.346111,585975,127689,NE W3_0298,Ahg,0,40,0,{1.40},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ]""}",1.4,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.261667,14.353056,585981,127713,NE W3_0121,Ah,0,15,0,{1.40},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ]""}",1.4,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.261667,14.353056,585981,127714,NE W3_0121,Bt1,15,45,0,{1.40},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ]""}",1.4,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.261667,14.353056,585981,127715,NE W3_0121,Bt2,45,90,0,{1.40},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ]""}",1.4,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.134722,13.787778,585957,127630,NE W3_0256,Ah,0,15,0,{1.30},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.3,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.134722,13.787778,585957,127631,NE W3_0256,Bw,15,28,0,{1.40},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.4,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.141667,13.752778,585961,127642,NE W3_0216,Ah,0,14,0,{1.30},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.3,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
1.141667,13.752778,585961,127643,NE W3_0216,BCw,14,32,0,{1.50},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.5,AF-AfSP,Niger,Circa 100 m,Western Africa,Africa,????-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
0.311389,11.970833,1115155,2,BF001,E1,21,35,0,{1.54},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.54,WD-ISIS,Burkina Faso,Circa 100 m,Western Africa,Africa,1997-9-1,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
0.311389,11.970833,1115155,4,BF001,EB,56,88,0,{1.53},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.53,WD-ISIS,Burkina Faso,Circa 100 m,Western Africa,Africa,1997-9-1,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
0.413889,10.3194,1115319,1120,TG001,,0,20,0,{1.53},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.53,WD-ISIS,Togo,Circa 100 m,Western Africa,Africa,1997-9-1,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
0.413889,10.3194,1115319,1122,TG001,,37,75,0,{1.55},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ] sample type = [ undisturbed soil in metal/PVC-ring (soil core) (soil sufficiently coherent) ]""}",1.55,WD-ISIS,Togo,Circa 100 m,Western Africa,Africa,1997-9-1,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
0.053333,6.087778,581099,107595,GH wasp_18,Ah1,0,8,0,{1.24},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ]""}",1.24,AF-AfSP,Ghana,Circa 100 m,Western Africa,Africa,1993-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
0.053333,6.087778,581099,107596,GH wasp_18,Ah2,8,28,0,{1.29},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ]""}",1.29,AF-AfSP,Ghana,Circa 100 m,Western Africa,Africa,1993-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
0.053333,6.087778,581099,107597,GH wasp_18,B,28,50,0,{1.48},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ]""}",1.48,AF-AfSP,Ghana,Circa 100 m,Western Africa,Africa,1993-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
0.053333,6.087778,581099,107598,GH wasp_18,Bki1,50,77,0,{1.49},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ]""}",1.49,AF-AfSP,Ghana,Circa 100 m,Western Africa,Africa,1993-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
0.053333,6.087778,581099,107599,GH wasp_18,Bki2,77,95,0,{1.60},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ]""}",1.6,AF-AfSP,Ghana,Circa 100 m,Western Africa,Africa,1993-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
0.053333,6.087778,581099,107600,GH wasp_18,BCk,95,118,0,{1.62},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ]""}",1.62,AF-AfSP,Ghana,Circa 100 m,Western Africa,Africa,1993-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
0.053333,6.087778,581099,107601,GH wasp_18,C(/R),118,150,0,{1.68},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ]""}",1.68,AF-AfSP,Ghana,Circa 100 m,Western Africa,Africa,1993-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
0.083333,11.4556,576266,86090,BF VALSOL_ES-74,,0,17,0,{1.56},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ]""}",1.56,AF-AfSP,Burkina Faso,100 m - 1 km,Western Africa,Africa,1969-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
0.083333,11.4556,576266,86091,BF VALSOL_ES-74,,17,37,0,{1.56},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ]""}",1.56,AF-AfSP,Burkina Faso,100 m - 1 km,Western Africa,Africa,1969-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
0.083333,11.4556,576266,86092,BF VALSOL_ES-74,,37,62,0,{1.67},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ]""}",1.67,AF-AfSP,Burkina Faso,100 m - 1 km,Western Africa,Africa,1969-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
0.083333,11.4556,576266,86094,BF VALSOL_ES-74,,135,170,0,{2.02},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ]""}",2.02,AF-AfSP,Burkina Faso,100 m - 1 km,Western Africa,Africa,1969-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
0.111111,11.3083,576270,86106,BF VALSOL_ES-76,A1,0,22,0,{1.71},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ]""}",1.71,AF-AfSP,Burkina Faso,100 m - 1 km,Western Africa,Africa,1969-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
0.111111,11.3083,576270,86107,BF VALSOL_ES-76,A2,22,45,0,{1.60},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ]""}",1.6,AF-AfSP,Burkina Faso,100 m - 1 km,Western Africa,Africa,1969-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
0.111111,11.3083,576270,86108,BF VALSOL_ES-76,B11,45,95,0,{1.81},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ]""}",1.81,AF-AfSP,Burkina Faso,100 m - 1 km,Western Africa,Africa,1969-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
0.111111,11.3083,576270,86109,BF VALSOL_ES-76,B12,95,137,0,{2.00},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ]""}",2,AF-AfSP,Burkina Faso,100 m - 1 km,Western Africa,Africa,1969-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
0.172222,11.7417,576283,86152,BF VALSOL_ES-68,A,0,24,0,{1.72},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ]""}",1.72,AF-AfSP,Burkina Faso,100 m - 1 km,Western Africa,Africa,1969-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
0.172222,11.7417,576283,86153,BF VALSOL_ES-68,A12,24,33,0,{1.87},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ]""}",1.87,AF-AfSP,Burkina Faso,100 m - 1 km,Western Africa,Africa,1969-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
0.172222,11.7417,576283,86154,BF VALSOL_ES-68,B,33,84,0,{2.00},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ]""}",2,AF-AfSP,Burkina Faso,100 m - 1 km,Western Africa,Africa,1969-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
0.172222,11.7417,576283,86155,BF VALSOL_ES-68,C,84,200,0,{1.95},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ]""}",1.95,AF-AfSP,Burkina Faso,100 m - 1 km,Western Africa,Africa,1969-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
0.238889,11.8361,576287,86170,BF VALSOL_ES-66,A,0,20,0,{1.57},"{""measurement condition = [ oven dry (∼ 105-110 ◦ C) ]""}",1.57,AF-AfSP,Burkina Faso,100 m - 1 km,Western Africa,Africa,1969-??-??,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
