feature,0,1,2,3,4,5,6,7,8,9,10,11,12,pc1_ci_lower,pc1_ci_upper,pc2_ci_lower,pc2_ci_upper,pc3_ci_lower,pc3_ci_upper,pc4_ci_lower,pc4_ci_upper,pc5_ci_lower,pc5_ci_upper,pc6_ci_lower,pc6_ci_upper,pc7_ci_lower,pc7_ci_upper,pc8_ci_lower,pc8_ci_upper,pc9_ci_lower,pc9_ci_upper,pc10_ci_lower,pc10_ci_upper,pc11_ci_lower,pc11_ci_upper,pc12_ci_lower,pc12_ci_upper,pc13_ci_lower,pc13_ci_upper
first_longest_dry_spell_days,0.2935031825637808,-0.10805730115782015,-0.30131753700985486,-0.49072515602839734,0.15832973096059882,0.08734677222255018,0.02891231995409732,0.1555234221911035,0.20390550255172374,-0.044159943096542566,0.15593375494259157,-0.15823882908042608,-0.1582593236016305,-0.342339221046399,0.34290936281204953,-0.21523035538691673,0.22093813524968747,-0.37792415951909,0.3694763873308497,-0.5542477202691882,0.547547440040561,-0.27107714819383577,0.2579316862257347,-0.1600347942902762,0.15506209523044492,-0.09852613757987577,0.10137148837840877,-0.23960151745090272,0.22582296418807019,-0.2610873369910657,0.28602903856769746,-0.1907914881217533,0.20823266917759783,-0.24813750065082327,0.23616820255543133,-0.24106713070826455,0.2582618652875701,-0.29358905353835596,0.31416617313055817
first_dry_spell_count_7d,0.41782310090837566,-0.04456111381891117,-0.2205179123643364,-0.4522059290746507,0.3488740607602091,0.10244318261097593,0.010939740445859214,0.12087260075617284,0.08185251956806343,0.039924598216481116,0.2678433092804888,0.11944751566399422,0.22308040469711013,-0.4682267609493106,0.46462821539955895,-0.1243222482433117,0.12504859480217503,-0.2932913111904887,0.2845330372938767,-0.5288951519410001,0.5284171090880684,-0.4397482512195238,0.4483970858527832,-0.19868793805946194,0.1973887326398909,-0.09548193129334592,0.09549772861495835,-0.18026709104626068,0.1899983109357479,-0.17738107034905537,0.17150835986441845,-0.24832783070815842,0.24402165725063094,-0.30124541922151477,0.30527581399146825,-0.23825426194870103,0.24215697065964562,-0.2960013962976147,0.2768288690112454
first_dry_spell_count_10d,0.34813863671934553,-0.03343778337863097,-0.2523459617987137,-0.5146761434415946,0.230430945333657,0.1439633387954771,-0.007946215875142194,0.24087525191769482,0.07549127849353617,0.11498735039612829,0.2658057370338038,0.08862040437369259,0.078465461025282,-0.39577743455997066,0.4002279121786004,-0.13213166368871906,0.12439116550664574,-0.3250322799815191,0.31369092701369694,-0.5662815489510535,0.5682431728792352,-0.34477673442574386,0.33549757608903186,-0.22482880273974026,0.21565884756431997,-0.10325351978114804,0.10277082384319156,-0.3013283002784102,0.30337705063780707,-0.18879566141749454,0.1902576732295517,-0.2774830507764994,0.27841063913168396,-0.2994305016605856,0.3013847173181135,-0.19521001721489914,0.21563854534709537,-0.22328115520458042,0.21489947090406217
first_rain_days_1mm,-0.5544329476091604,-0.03281986023873392,0.2178380983453141,0.5967242230348301,-0.3211124441466858,-0.08829853319368526,0.06821283507516726,-0.025054212972983263,-0.06642795275285457,-0.03518108464427691,-0.12311967728788036,-0.1392590027128534,0.008574529393155068,-0.6004245942586603,0.6068344132308848,-0.13293391915256023,0.11804820791999819,-0.28853621762022785,0.2871553779959188,-0.6722087992869643,0.6672723704603704,-0.42538792636193573,0.4274666146948157,-0.1739338076944021,0.16660982143818942,-0.11663686244706586,0.11493093398473558,-0.07234382439072448,0.07399154859046772,-0.12157355695768926,0.12144927971261285,-0.13247664602619283,0.14151438203813926,-0.17581353138337924,0.1767298053640564,-0.1818245420732741,0.18008177755562235,-0.0889473731761534,0.0838248341883346
first_rain_days_10mm,-0.7222656799377114,-0.2157823948191511,-0.40828157199524906,0.32050441615993863,-0.14074153464851935,0.060067081175689915,0.030273415178287143,-0.01054250680818299,0.01868863748563119,-0.10158278013649175,0.03432291054463824,-0.037202071520601204,0.01219413131335244,-0.75411210173306,0.750496549928145,-0.34221075289078895,0.31932492093607373,-0.465414734471335,0.4781402424304618,-0.37955135901352105,0.36776891777173554,-0.19079484737175467,0.19858811718114533,-0.10381774862028745,0.10617124880527729,-0.06434047974915133,0.0647669512160471,-0.050960723500829086,0.054548916507950164,-0.06999840722320572,0.06467102884031879,-0.12372226632300565,0.1258567330008096,-0.09991318998143145,0.10825166021262705,-0.07000568382234315,0.07249959048394354,-0.06243924716920012,0.06195929402368871
first_rain_days_20mm,-0.6059363947443072,-0.20749191326922461,-0.5786928047300033,0.0682785881277861,0.09140436609404427,0.10088095780045946,-0.07363352535316754,0.02085995333927453,0.08144210339672908,-0.08680616852617526,0.09212454144276926,0.07310682401239323,-0.054043371019162456,-0.658043198303596,0.6579341198129713,-0.3713309848651741,0.34405431880092824,-0.6292589753507379,0.6229357532122768,-0.1318633385397408,0.12499533888299906,-0.13487968940672732,0.13282925446101496,-0.14381434067693008,0.15644373362944702,-0.11052479586963773,0.10977233561310258,-0.07694207245512795,0.07499630365387455,-0.13652704404688434,0.13382261507154,-0.1430764955133352,0.13735524184971395,-0.14301609818060482,0.13959152239430983,-0.12037566836961608,0.12647279062969302,-0.12245971656036433,0.10925158374927417
first_mean_wet_day_rainfall,-0.49607245767866753,-0.27087392028126017,-0.680358546577123,-0.12147988112382935,0.09123801828020402,0.13752904538467142,-0.07747982339787068,0.012555228668180074,0.09602021035031953,-0.08434750738793118,0.13179095508336114,0.10036207636451508,-0.02553089657587418,-0.5747753345476737,0.5637635880102907,-0.45198187800551654,0.42442219293421135,-0.7320809127830145,0.7306868430297956,-0.19011049743427744,0.19216428589030166,-0.1571197061651243,0.14577888057378172,-0.17774165066944025,0.18447264821078255,-0.11766866068349999,0.11621356612025173,-0.06758001010074544,0.07125502260884209,-0.1527000935613994,0.15308498023520895,-0.16667247822436798,0.16157550358140807,-0.1878956707074469,0.18086338173933075,-0.15351921652143172,0.15091135990118465,-0.10916647722875454,0.10687421220850886
first_maximum_5day_rainfall,-0.5323642420435808,-0.17261486106271504,-0.525347663234429,0.05684952167856703,0.10907754197898373,0.22048258536339935,0.01128418834944369,0.116072524879381,0.16382717448907888,0.029707452837563715,0.1316659431879574,0.05080939733050782,-0.08307222503641293,-0.5927835732090113,0.5924722825169988,-0.33407574543247415,0.297391679980672,-0.5682970297022892,0.5658305487150361,-0.12391180765086678,0.12361683817738753,-0.17389765067741922,0.17430152655868092,-0.27071159877637024,0.2696452918973925,-0.09378608155126743,0.10487467142338248,-0.19276264724770137,0.19520365113481325,-0.21864904513430403,0.21699860734264143,-0.1473495429803396,0.1496164058300082,-0.17768484791003275,0.1645828815213255,-0.12858891990894697,0.1339387237041565,-0.16351256207232712,0.1648440799286472
first_season_onset_day,0.31935243949008396,-0.40644140999567396,0.1808549685720172,-0.3874974167056592,0.259238289352912,0.17148022692457726,-0.02553481390437533,-0.027739670967622247,0.17345983013625604,-0.2136101691550868,0.053792300732059574,0.0003584130660611537,0.12275482700022143,-0.37955414152179473,0.37076154562191604,-0.4793692774808019,0.4677363121604337,-0.2820064915715851,0.2707146888865952,-0.44619294511248137,0.462273527154537,-0.36096987477989706,0.3609161237409997,-0.24227920718277252,0.24674002190026573,-0.09846410914563002,0.09612007626037364,-0.11753227037154088,0.13107575662587692,-0.2657361681149044,0.25033949903444647,-0.2671500488064427,0.274372060101842,-0.19224650106065555,0.2097065036798211,-0.12241904795320908,0.12064006669257939,-0.28610330254660504,0.28150153893281027
first_season_cessation_day,0.058230374595162934,0.14161611629535986,-0.01301465136962497,-0.05318277151333154,0.15486876562444402,0.20921634921362592,0.23645807795164642,0.7301083991876759,-0.19659917917085148,-0.36506687704587776,-0.2344204669027708,0.21349729404270865,0.023201479466306612,-0.12025371908764258,0.11558119309797592,-0.18820446099962865,0.19138831719847937,-0.08994215977067241,0.09355369630772616,-0.12208999299555504,0.13590881342108865,-0.2583453064921003,0.2535647471026087,-0.33065821568288184,0.32403935700845926,-0.4061844871063523,0.39478390946891456,-0.8089948262145973,0.8153133422026393,-0.4673742504026759,0.46557124735465494,-0.4996043216807108,0.5360914886186013,-0.45515426593897945,0.44308570739169756,-0.3485003122984051,0.3348266770371538,-0.1185268081377022,0.11495475208940564
first_season_length_days,-0.14455295659435394,0.3796411237182094,-0.12357814285829287,0.19124679745570314,-0.019747768024557952,0.0837835705073714,0.23025334196881558,0.679366476957331,-0.28552248083227544,-0.19910551643693217,-0.2458691329660815,0.19342470013090632,-0.05482183829677962,-0.21817392716598227,0.22107211710995345,-0.434268500630573,0.4323076580942666,-0.20693752879723182,0.222147345734433,-0.25244161791081404,0.25256413843758196,-0.12260302770548007,0.120354719154972,-0.20028130298693275,0.1967718131986628,-0.38258405024318287,0.37261662664202433,-0.7642649038809122,0.7661403396196391,-0.5120576225727288,0.506508137309664,-0.36422475433952756,0.3951228662462241,-0.37033503590975037,0.37241939688740344,-0.31543456428766337,0.28739791062095044,-0.11918337400198953,0.12054253095881702
first_false_onset_flag,0.05627202242751151,-0.16369597482353854,-0.053658412694159045,-0.3347844890835097,0.1447305898400219,0.09254508866862371,0.09068510375662509,-0.04944416382401417,0.2926839538094379,-0.49137510018939706,0.08677861713118791,-0.3067077626910799,0.17349830092068838,-0.1154464023472659,0.11272164665124035,-0.22944374211124277,0.22801611658389145,-0.1355004704222132,0.1265437626570435,-0.39029861336826777,0.3974458632304263,-0.24645087702314,0.241315238863702,-0.18438354295798484,0.17672268941760488,-0.18502952051317345,0.17796692442843026,-0.2116853765945909,0.2064949419442253,-0.4646662491817559,0.4465425246334953,-0.5787185597427162,0.5786863702671717,-0.4305331964520305,0.4678206858616623,-0.42093187739610405,0.447076319062878,-0.3372608278553377,0.3629082312489953
second_season_total_mm,-0.7796922034845659,-0.0942776717951377,0.44993485227295693,-0.272885821825488,0.01700228769811189,-0.24717331690861322,0.07640992308542507,0.07749785129808491,0.01917617667881769,0.07891611839777035,0.004846005920020273,-0.03309313103636675,0.0022957405883825507,-0.8142646034555372,0.81173106629409,-0.20542944460485704,0.19719205798381498,-0.5101097258262001,0.5205648217107269,-0.3062871187634299,0.3123919083523376,-0.09090206800546155,0.09002311561090445,-0.28121081524012304,0.27733755549099953,-0.12919521239176424,0.1298073134069179,-0.10606168162799379,0.10530128646969465,-0.057105780314359776,0.06957978850059332,-0.09646427542751788,0.09443867886605312,-0.07377998064423347,0.06894866495426315,-0.059393608737605,0.05633461259273261,-0.04038988410554022,0.03842092392624928
second_longest_dry_spell_days,0.2779360912264516,-0.18472469979177464,-0.6240242941906025,-0.2376472836055651,-0.13700811650331243,0.15984711338856336,-0.10722531848792106,-0.11557225629352688,-0.0736817483778395,0.08369519370467267,-0.18500507141523126,0.03530126981328181,-0.11056682769517061,-0.34408674061030564,0.3348663078308776,-0.3398340566572506,0.3281610712655421,-0.6661892792357891,0.6631339856023062,-0.31367107598894134,0.2985110903386473,-0.20117282915684168,0.2012392130013139,-0.2246815492289237,0.22336674671504986,-0.16426568372717262,0.17401672598398396,-0.17739858648985962,0.1753257789289096,-0.15403051931134085,0.15334446901988996,-0.2034200603215893,0.1928164982155708,-0.23362513380847064,0.23278169767784554,-0.14729028514231055,0.15644861637559396,-0.24106682719718206,0.24578498355875322
second_dry_spell_count_7d,0.2687248232257053,-0.25790149770087667,-0.6939673191006221,-0.21180820916959833,-0.12732995946698744,0.07853866614211298,-0.03511865477963782,-0.09892790782118704,-0.1536423047986782,0.04899361506022556,-0.14210927385014546,0.03168559413670162,-0.030626386151181614,-0.33216596386031116,0.34269852111205173,-0.4352144888431475,0.4009682664388576,-0.7413731494139195,0.7427550372496846,-0.28967019228797275,0.2917932087813693,-0.1855599259441141,0.18733334834704976,-0.13214517056015668,0.13618442879466403,-0.0840114123047841,0.08262118972883149,-0.16077107862177586,0.16650798274704887,-0.2047778995579354,0.20244557969086568,-0.15424562531233058,0.1596305915138166,-0.180089257165981,0.18317223704194102,-0.12750877561358115,0.1260592709319079,-0.1352709762317983,0.1258526426923532
second_dry_spell_count_10d,0.2432181340754367,-0.25775031675185806,-0.6349883803307586,-0.19977131629258574,-0.17403187554562502,0.1727563269969364,-0.09323741926264129,-0.08184937712574444,-0.0016287140020838462,0.044364336966873016,-0.2625752752213149,0.009080334230857587,-0.02393882190539832,-0.30528060479603447,0.3075202556370796,-0.4237513771478708,0.40759088242506053,-0.6861737542369654,0.6817347448909159,-0.2847886036781714,0.27487737984493105,-0.23524522227394656,0.24196793236610944,-0.2428675324475879,0.24493865383237523,-0.1609610438977965,0.15827299237963813,-0.1388828839517189,0.13510311827295518,-0.11431847723752477,0.109717687149363,-0.2372193642315191,0.2300023254482093,-0.2859115446758797,0.2820830959785437,-0.1801124865574434,0.17651496711535541,-0.2064909769276996,0.19412212742449586
second_rain_days_1mm,-0.3204228326088407,0.32554393138296805,0.7449299287324962,0.19070318151287455,0.06602062437429818,-0.10122802835378171,0.04362378833008118,0.07280883712856916,0.05240546132747656,0.06355057527228822,0.0436566332698698,-0.157394850394462,0.03731997102199739,-0.3973694076509071,0.39063455280019815,-0.4807111420020695,0.5057098712003552,-0.8019978372267682,0.8008664169950344,-0.2677479697996361,0.2710219484949206,-0.11299788369569388,0.12085013676030233,-0.14279435784566777,0.13856481809641708,-0.08287258187859288,0.0839900828855735,-0.11520013829233554,0.11046546757118221,-0.09263717373265679,0.10833894452895794,-0.11783792893434825,0.11150434110337418,-0.136151493107233,0.1341415734081933,-0.18579338889506533,0.18009941737068735,-0.09607880353361188,0.09982540789529885
second_rain_days_10mm,-0.7423622433326008,-0.23612687495559354,0.30570656613019564,-0.28208856369129853,0.03029017378779661,-0.225624845801255,0.08861418721929068,0.05466263915462575,0.004965828494476901,0.013428475790576835,-0.020805454068667545,-0.005572461148053244,-0.07365676925469246,-0.7782698065105549,0.7744175991793093,-0.3166943306398521,0.3098323028867816,-0.37899511826892224,0.37782058421879205,-0.3185045108516279,0.3222273003918186,-0.0993656039467634,0.10141993550796069,-0.2641377789216151,0.2666311714594253,-0.13619459581874827,0.1366202506942719,-0.0864774172905829,0.09160488089713247,-0.04336071569250356,0.04440730113870556,-0.04637149144814089,0.044717157509615434,-0.04340457962003717,0.0473610915485326,-0.041527507082362886,0.044889399971131144,-0.10952886166844375,0.10544304294224734
second_rain_days_20mm,-0.6623926511859968,-0.28276687818719465,-0.013136429425848957,-0.4742069156596018,-0.023101535364000957,-0.23169886659397196,0.03226771729281657,0.04896078062218437,-0.033608601425157474,0.09676346656038042,-0.027415513468379483,0.062308498895884114,-0.01049940415481154,-0.7092334288988552,0.7089213891994826,-0.36475742911899317,0.34998929087152936,-0.11499507057555702,0.11471476058587336,-0.521048142560848,0.5260463137393091,-0.11311248176687613,0.10563439053585945,-0.28180086176832553,0.2790213194716725,-0.09410683366493604,0.09383408188996321,-0.09435156677895755,0.09796667096182596,-0.08366678741816931,0.09335425312951764,-0.12416353637892728,0.12310090545350262,-0.10067550031163933,0.09228357936078106,-0.1018538475365367,0.09714929421792767,-0.13879239883516398,0.1267595273478926
second_mean_wet_day_rainfall,-0.5188822263576957,-0.4565104418445566,-0.22273912992739503,-0.5420936893249038,-0.046269464902284695,-0.1710395929170084,-0.01582645377368841,0.006315637147149643,-0.042185144065930706,0.040135410910076864,-0.0680705120197088,0.12895657739234376,-0.02867632154270552,-0.5964622361870835,0.5892928176816431,-0.5537507802733538,0.5388237415759752,-0.3418847107626794,0.3178976956118809,-0.5979032170473798,0.60027569156491,-0.12986056443538005,0.13188938349796223,-0.2120492079405328,0.2090135660956119,-0.07231186031073064,0.06985312091608985,-0.05616702464284004,0.05049580600244165,-0.08603022723607495,0.08918919112504024,-0.09612333945493565,0.10259273591216371,-0.1270840000353479,0.12153833823049569,-0.16135408506310353,0.15660334645793672,-0.1414788545356771,0.12237200793252691
second_maximum_5day_rainfall,-0.6768861298775564,-0.2128733393859897,0.08467988551492246,-0.43906072187901457,-0.08789437939319272,-0.08127538586653014,0.11777792550124992,0.10410285710168034,-0.014027208451241426,0.11367829855167899,-0.07822420282351386,-0.05836883383326811,0.13407770355990817,-0.7154846611505846,0.7184332689846878,-0.2798196861570873,0.2731926747485304,-0.16821007975560595,0.1726934269472228,-0.4763369998493234,0.48756584087452515,-0.16575482929807744,0.16051683006148187,-0.14713705154358905,0.14519377218975926,-0.1619171763812546,0.15788250189972156,-0.15071052792416378,0.14827314841403616,-0.09509978624606101,0.10177445413908977,-0.1611540603798588,0.15881279402312945,-0.14596498208490546,0.14402722860040923,-0.12130996449750285,0.11172098674921306,-0.1843149390945889,0.18936276472690747
second_season_onset_day,0.30607079167604045,0.19095777512287823,-0.47845470606567136,-0.17604084813008206,-0.08496711798198614,0.0501763722813633,0.24882513428290903,-0.10431161294942529,0.13616555582759912,0.17151456767226145,-0.44568246435024195,-0.12135358648498976,-0.1297442561360419,-0.35420088827354473,0.3510699451416256,-0.30986814474154484,0.3151900488566061,-0.517862621792074,0.5303671086967988,-0.2421274268270088,0.24612263252703875,-0.17343019607554802,0.1839214531895205,-0.13915696899736213,0.14779179823579422,-0.31803322425272185,0.3102114851720379,-0.19244662574450794,0.19531569685825334,-0.2734792706240864,0.2758248024966093,-0.46007033557030735,0.43942426940518275,-0.5020973447828047,0.5017880694420758,-0.322221815943907,0.3237202651184992,-0.26236518195029984,0.2599139941669312
second_season_cessation_day,-0.036027618616478685,0.03343634665075475,0.20417120185183718,0.06938619937733058,-0.2059265964756236,0.09872788166911482,-0.44031865755576816,0.12510936529696892,0.6295049593056418,0.1510625836078432,-0.42121670053369537,0.2521507124506976,0.04393632725296323,-0.0885732890883507,0.09044558807163981,-0.09697870701870864,0.10625368219675671,-0.25689648393576997,0.25961505878837365,-0.15407491362019243,0.15491077269965067,-0.2896016961348872,0.2940269009012559,-0.25774405746378853,0.23926896856180108,-0.5317310406668547,0.5240120999777778,-0.40728099418889274,0.3967462313283827,-0.730229624601144,0.7063134691460996,-0.5172825364959265,0.49414824460797074,-0.5450994872472821,0.5359450102198039,-0.4366100382482448,0.40543378172822564,-0.15512659764850398,0.13814312980758403
second_season_length_days,-0.20109274293744842,-0.07537322328602541,0.44679982435224175,0.15925565009482695,-0.1376073289779849,0.0607664056047519,-0.5316884254003641,0.16960987696721957,0.4888163589777303,0.040722515110097404,-0.13150895839859753,0.2928153828186892,0.11092155700624515,-0.25367060674451225,0.26315524613681374,-0.19414329918938517,0.18155215089757365,-0.49344882089034425,0.4861810210672187,-0.24064944400288613,0.2423174421900577,-0.24223232635801165,0.24618320228048,-0.2257512720559403,0.20871403733152888,-0.5885447088088899,0.5893938658765794,-0.40236209924198985,0.3889288681080016,-0.5634799105787422,0.5637557913364426,-0.28116299119726973,0.2908700993702921,-0.28356095244657487,0.2781676820752718,-0.3554952407858571,0.34851402146313676,-0.1676117939932874,0.17148334846727645
second_false_onset_flag,0.1398127005113908,-0.12246783390630021,-0.3769664626773022,-0.20806390242570644,0.0895836923827864,0.010090494706571,0.24734118134373856,-0.21205848574962904,-0.20153944041659488,0.15963531141761578,-0.47556860623670577,-0.16677191994825552,0.24394215298409114,-0.1989593214333267,0.19910485486105203,-0.23338511440121248,0.22915307283816466,-0.43031751566790954,0.4219743583050793,-0.2781546584872844,0.2789441450776894,-0.18162983067726585,0.1819625444633268,-0.1251013714626124,0.1188475758265639,-0.3257725139063126,0.315715917239012,-0.32480643011204696,0.34522193997609274,-0.35585854483131163,0.3442738055850826,-0.4873582946255526,0.46862236428667636,-0.525303471866029,0.5498393697171632,-0.3896630999016383,0.37420922709814847,-0.35355768116920266,0.36870338404802394
temp_first_season_gdd,0.20689822952578502,-0.7056148681068816,0.45374227200953077,0.18085131211316172,-0.02564757271250427,0.2502005550414084,0.21522981315272866,-0.07327883673471791,0.05150132341395076,-0.07961596672221169,-0.08714554094364724,-0.02135391268226764,0.07553045656163737,-0.30070344844750857,0.2792453730036265,-0.7945420386430035,0.7850719165490053,-0.6022293461246734,0.5796932999690776,-0.24653413765494664,0.24953882621509038,-0.1098539537785617,0.10718535853873579,-0.3046579561590906,0.30225769749509007,-0.2672028764595533,0.26881817470312336,-0.11677516021185733,0.12731939221102961,-0.10521360752675703,0.10463088314782702,-0.12870937387472992,0.12508606108210607,-0.12930065117038914,0.1305555825391744,-0.08265527660899906,0.07881146250144361,-0.11338015876374073,0.11078460127983847
temp_first_heat_days,0.26422016743894805,-0.8107377618753047,0.3331223705372194,-0.06317557710716437,0.07639908418254572,0.2149702269561258,0.016055426010348345,0.02940194783402695,0.00023457264227637442,-0.02532564753902715,-0.08139909421701953,-0.05974562636854264,0.07014196530112628,-0.3493804008783815,0.3380393433225456,-0.8712243404435092,0.8663261156730728,-0.5122251289156277,0.4784150944384471,-0.11557663706054622,0.11630759258591451,-0.13243897075606526,0.14248021238987826,-0.24456215525306885,0.2429109869191504,-0.07438768633484637,0.07039640327276422,-0.06071713671846019,0.060380385120875096,-0.045058238849944934,0.045838713043235335,-0.08833851192904099,0.08467448696418924,-0.10857529095245012,0.10837002084187493,-0.1019286256581686,0.09401912240088951,-0.10735614960369319,0.10905886261180994
temp_first_extreme_heat_days,0.1725810788897727,-0.661421937899004,0.3616997262611737,-0.08586412731253792,0.10031465611075875,0.22757187682002603,0.09127884160275308,0.0732011824731308,-0.008904301589224149,-0.2046395062686316,-0.15016333481813507,-0.22664463797402526,-0.09981666619057641,-0.2542790859713236,0.23478345427630154,-0.7320543441174022,0.7229815471229818,-0.5134201192243677,0.483087942771274,-0.1501021331530083,0.15663350522643343,-0.16931366530375966,0.17789985324918448,-0.2728985047661443,0.2726146712416489,-0.1569706337601858,0.15177064249363928,-0.1360590363451146,0.1422411558662919,-0.1279027489429303,0.14031251131379258,-0.29771727933432657,0.29863536236952576,-0.284607746753193,0.28102941762201206,-0.2961584110673415,0.30171241255909564,-0.1681027250902269,0.17033087885771866
temp_first_warm_night_days,0.04046558411950977,-0.48162762622787414,0.34730121031228606,0.29674097828475204,0.07785868437885317,0.2918382829420316,0.36421042176352253,-0.23904585528640204,0.18941902246480258,-0.19137971620872316,-0.035002300507265015,0.0874509998313515,-0.21339262607477,-0.11445514887908145,0.10573927788711121,-0.5707093177902951,0.5599899809385676,-0.47355146786899627,0.4703349843364091,-0.36807355748910553,0.3709847888346956,-0.17923575145186404,0.17884225480839244,-0.3885128697551434,0.38313066297746284,-0.44963426409653207,0.4414211283672085,-0.32198973958292,0.3360821729780814,-0.3005721680693499,0.28893256637786907,-0.2616812394682983,0.2586053202716653,-0.19924228259474785,0.18703088870465484,-0.1748897412221875,0.1731588187955045,-0.30517889969993894,0.2913432919508703
temp_first_heatwave_count,0.26621349499095776,-0.7391630678226865,0.33975329437977503,0.023733242550786553,0.040892032872852334,0.15617471761148713,-0.04385006037594184,-0.01538780783656879,-0.031657526825687295,-0.01731072610450059,-0.06071452872336917,0.028207410246573746,0.0672048107957728,-0.3412583740030826,0.3327853562617998,-0.8033508465368534,0.8026968580328907,-0.49484228125025365,0.47369937476007873,-0.091387338447088,0.08345018408423226,-0.08723387279096156,0.09513070323042866,-0.18137228016413035,0.18756834898158378,-0.08227943711575623,0.09186856442672611,-0.059440065418311934,0.05617933317075921,-0.07443567052382917,0.06779694422913708,-0.0755821935855754,0.06805680758544871,-0.09326729954060395,0.09566344345672467,-0.07094500233558342,0.07814430040344883,-0.12704595170474345,0.11659891083781398
temp_second_season_gdd,0.27745731129415296,-0.6053472206788681,0.21458933441071795,0.42060266754706327,-0.1617666477660825,0.19946932097504141,0.33858753660676794,-0.0008985364048127658,0.026401348146821605,0.11801148672066418,0.04184431148954428,0.0749732545925669,0.13179827753855455,-0.3607928773099205,0.35463186539657443,-0.678376706520555,0.6666971098589954,-0.35147915949014275,0.3366025856428078,-0.48303593303945463,0.485277587233678,-0.24834843432363782,0.2512998629511398,-0.28251114558438056,0.29902082043412953,-0.3832520740541857,0.39395610799976716,-0.07157400910301574,0.08422941851559268,-0.0949949645327725,0.09360987115330296,-0.15370771612746748,0.1499824056531553,-0.12542384466702325,0.12337747903816834,-0.12633661549286768,0.12776259809741247,-0.1526672924499874,0.1570037722234632
temp_second_heat_days,0.33267043710175376,-0.7260408750020174,-0.05909522789734878,0.22162386264261505,-0.11660495564842417,0.06120011217749087,0.1545641275511224,0.20197814153056287,-0.06421028421209206,0.2972044202392342,0.10151695899528843,0.017507629136232335,0.15690491859127886,-0.40752450136770996,0.3997759459114259,-0.7608659966312032,0.7497477010775048,-0.24526802098429326,0.2072063624539567,-0.28719789590972955,0.2849829233444789,-0.17028743440014205,0.1810003920649504,-0.11825748776884272,0.12776840180113747,-0.22929585018989374,0.22144835468399596,-0.27133946753010757,0.2644514218246124,-0.20105549064312545,0.19364012413477902,-0.34068619924049515,0.3333081057309014,-0.2653746424892267,0.2678856803067468,-0.1392885276457381,0.14284351362061642,-0.20991152311648884,0.2195094179063195
temp_second_extreme_heat_days,0.15004095160862593,-0.42465629347945494,-0.04953095859943657,0.18646759861318837,-0.12025328901662868,0.042714909906936986,0.1108168109993664,0.21766571673322463,-0.07851280188525558,0.475757386290038,0.19837719378627433,0.07987534165446493,-0.12336259190319593,-0.20249957456657783,0.19926144243961497,-0.46097911425914645,0.45699240394107987,-0.16208622474345422,0.14702573596015148,-0.2527615574126397,0.2553534309613669,-0.1925859569239758,0.1892586010328276,-0.10245770183381606,0.10938892723891068,-0.19427072504532084,0.18739494300734819,-0.3152304249726989,0.31863969649660734,-0.2958257787066415,0.2856575772091118,-0.5380652163511508,0.523458634849175,-0.45001475687422354,0.45741070688851,-0.2554902628780284,0.26776723468024627,-0.2810603751672879,0.3369751431760555
temp_second_warm_night_days,0.03249511958207393,-0.30851992436240405,0.08888096000392613,0.4596805899371494,0.030332140553369524,0.19494269658459076,0.47887144357105615,-0.1796174127158278,0.14422069734085774,0.026867745114306934,0.12495382926974961,0.32314108481513615,-0.21598194940197354,-0.10105599788597568,0.10047572095206268,-0.38623720007657875,0.3785021459434366,-0.20588506383676425,0.20336782427378122,-0.5075816239132716,0.5095561503496291,-0.1527343279621702,0.14248138550150571,-0.3271901925581274,0.32073894973183154,-0.5389000201889347,0.5457504141278848,-0.26495429541734133,0.2863466177220472,-0.25364997565465547,0.24145457221497038,-0.20936600159778254,0.19472400002603668,-0.30165545696644597,0.2725620838674627,-0.38806922808097627,0.3821211427320318,-0.2863635949294509,0.30239166692092423
temp_second_heatwave_count,0.3089885240780568,-0.6821861604537267,-0.032245960451965296,0.2426908442163482,-0.08062649994914793,0.030275003619313262,0.15154414789456808,0.1966029337774643,-0.05256310241024208,0.2006935864576815,0.0823000963643456,0.012451277240912972,0.21602629861244316,-0.3795356462471657,0.3734130843543223,-0.7172503787085404,0.7120594558160549,-0.19996946550180061,0.1766189557923122,-0.30816587497403525,0.3025061572930224,-0.14475805820682422,0.1413302429017336,-0.09047984946609346,0.09956881596958544,-0.21772976170914315,0.20713549335689097,-0.256091596559779,0.25157851361007966,-0.15993206374074245,0.16106254438168352,-0.256881555315452,0.24620425589497183,-0.20372349438312293,0.19651336362487942,-0.12000069175775764,0.12285554208204895,-0.2617490752786025,0.2717208308106777
