row_index,mahalanobis_distance_squared,mahalanobis_threshold,is_multivariate_outlier
333,18.087805283647636,42.97982013935165,False
334,18.087805283647636,42.97982013935165,False
335,18.087805283647636,42.97982013935165,False
336,18.087805283647636,42.97982013935165,False
337,18.087805283647636,42.97982013935165,False
338,18.087805283647636,42.97982013935165,False
339,18.087805283647636,42.97982013935165,False
340,18.087805283647636,42.97982013935165,False
341,18.087805283647636,42.97982013935165,False
342,18.087805283647636,42.97982013935165,False
343,109.29210733732899,42.97982013935165,True
344,109.29210733732899,42.97982013935165,True
345,109.29210733732899,42.97982013935165,True
346,109.29210733732899,42.97982013935165,True
347,109.29210733732899,42.97982013935165,True
348,109.29210733732899,42.97982013935165,True
349,109.29210733732899,42.97982013935165,True
350,109.29210733732899,42.97982013935165,True
351,109.29210733732899,42.97982013935165,True
352,109.29210733732899,42.97982013935165,True
353,19.19825109651347,42.97982013935165,False
354,19.19825109651347,42.97982013935165,False
355,19.19825109651347,42.97982013935165,False
356,19.19825109651347,42.97982013935165,False
357,19.19825109651347,42.97982013935165,False
358,19.19825109651347,42.97982013935165,False
359,19.19825109651347,42.97982013935165,False
360,19.19825109651347,42.97982013935165,False
361,19.19825109651347,42.97982013935165,False
362,19.19825109651347,42.97982013935165,False
363,140.84889816576137,42.97982013935165,True
364,140.84889816576137,42.97982013935165,True
365,140.84889816576137,42.97982013935165,True
366,140.84889816576137,42.97982013935165,True
367,140.84889816576137,42.97982013935165,True
368,140.84889816576137,42.97982013935165,True
369,140.84889816576137,42.97982013935165,True
370,140.84889816576137,42.97982013935165,True
371,140.84889816576137,42.97982013935165,True
372,140.84889816576137,42.97982013935165,True
