row_index,mahalanobis_distance_squared,mahalanobis_threshold,is_multivariate_outlier
0,14.910206350467323,42.97982013935165,False
1,14.910206350467323,42.97982013935165,False
2,14.910206350467323,42.97982013935165,False
3,14.910206350467323,42.97982013935165,False
4,14.910206350467323,42.97982013935165,False
5,14.910206350467323,42.97982013935165,False
6,14.910206350467323,42.97982013935165,False
7,14.910206350467323,42.97982013935165,False
8,14.910206350467323,42.97982013935165,False
9,14.910206350466817,42.97982013935165,False
10,14.910206350466817,42.97982013935165,False
11,14.910206350466817,42.97982013935165,False
12,14.910206350466817,42.97982013935165,False
13,14.910206350466817,42.97982013935165,False
14,14.910206350466817,42.97982013935165,False
15,14.910206350466817,42.97982013935165,False
16,14.910206350466817,42.97982013935165,False
17,14.910206350466817,42.97982013935165,False
18,535.1855451744328,42.97982013935165,True
19,535.1855451744328,42.97982013935165,True
20,535.1855451744328,42.97982013935165,True
21,535.1855451744328,42.97982013935165,True
22,535.1855451744328,42.97982013935165,True
23,535.1855451744328,42.97982013935165,True
24,535.1855451744328,42.97982013935165,True
25,535.1855451744328,42.97982013935165,True
26,19.45012319544696,42.97982013935165,False
27,19.45012319544696,42.97982013935165,False
28,19.45012319544696,42.97982013935165,False
29,19.45012319544696,42.97982013935165,False
30,19.45012319544696,42.97982013935165,False
31,19.45012319544696,42.97982013935165,False
32,19.45012319544696,42.97982013935165,False
33,14.910206350466638,42.97982013935165,False
34,14.910206350466638,42.97982013935165,False
35,14.910206350466638,42.97982013935165,False
36,14.910206350466638,42.97982013935165,False
37,14.910206350466638,42.97982013935165,False
38,14.910206350466638,42.97982013935165,False
39,14.910206350466638,42.97982013935165,False
40,14.910206350466638,42.97982013935165,False
41,14.910206350466638,42.97982013935165,False
42,143.3831306912447,42.97982013935165,True
43,143.3831306912447,42.97982013935165,True
44,143.3831306912447,42.97982013935165,True
45,143.3831306912447,42.97982013935165,True
46,143.3831306912447,42.97982013935165,True
47,143.3831306912447,42.97982013935165,True
48,143.3831306912447,42.97982013935165,True
49,143.3831306912447,42.97982013935165,True
50,143.3831306912447,42.97982013935165,True
51,13.321235454723327,42.97982013935165,False
52,13.321235454723327,42.97982013935165,False
53,13.321235454723327,42.97982013935165,False
54,13.321235454723327,42.97982013935165,False
55,13.321235454723327,42.97982013935165,False
56,13.321235454723327,42.97982013935165,False
57,13.321235454723327,42.97982013935165,False
58,13.321235454723327,42.97982013935165,False
59,13.321235454723327,42.97982013935165,False
60,13.321235454723327,42.97982013935165,False
61,14.910206350466614,42.97982013935165,False
62,14.910206350466614,42.97982013935165,False
63,14.910206350466614,42.97982013935165,False
64,14.910206350466614,42.97982013935165,False
65,14.910206350466614,42.97982013935165,False
66,14.910206350466614,42.97982013935165,False
67,14.910206350466614,42.97982013935165,False
68,14.910206350466614,42.97982013935165,False
69,14.910206350466614,42.97982013935165,False
70,41.541935497918075,42.97982013935165,False
71,41.541935497918075,42.97982013935165,False
72,41.541935497918075,42.97982013935165,False
73,41.541935497918075,42.97982013935165,False
74,41.541935497918075,42.97982013935165,False
75,41.541935497918075,42.97982013935165,False
76,41.541935497918075,42.97982013935165,False
77,41.541935497918075,42.97982013935165,False
78,41.541935497918075,42.97982013935165,False
79,246.1632069183713,42.97982013935165,True
80,246.1632069183713,42.97982013935165,True
81,246.1632069183713,42.97982013935165,True
82,246.1632069183713,42.97982013935165,True
83,246.1632069183713,42.97982013935165,True
84,246.1632069183713,42.97982013935165,True
85,246.1632069183713,42.97982013935165,True
86,246.1632069183713,42.97982013935165,True
87,246.1632069183713,42.97982013935165,True
88,738.9860407572461,42.97982013935165,True
89,738.9860407572461,42.97982013935165,True
90,738.9860407572461,42.97982013935165,True
91,738.9860407572461,42.97982013935165,True
92,738.9860407572461,42.97982013935165,True
93,738.9860407572461,42.97982013935165,True
94,738.9860407572461,42.97982013935165,True
95,738.9860407572461,42.97982013935165,True
96,738.9860407572461,42.97982013935165,True
97,738.9860407572461,42.97982013935165,True
98,766.514616444714,42.97982013935165,True
99,766.514616444714,42.97982013935165,True
100,766.514616444714,42.97982013935165,True
101,766.514616444714,42.97982013935165,True
102,766.514616444714,42.97982013935165,True
103,766.514616444714,42.97982013935165,True
104,766.514616444714,42.97982013935165,True
105,766.514616444714,42.97982013935165,True
106,766.514616444714,42.97982013935165,True
107,16.89641997014565,42.97982013935165,False
108,16.89641997014565,42.97982013935165,False
109,16.89641997014565,42.97982013935165,False
110,16.89641997014565,42.97982013935165,False
111,16.89641997014565,42.97982013935165,False
112,16.89641997014565,42.97982013935165,False
113,16.89641997014565,42.97982013935165,False
114,16.89641997014565,42.97982013935165,False
115,442.26699686170963,42.97982013935165,True
116,442.26699686170963,42.97982013935165,True
117,442.26699686170963,42.97982013935165,True
118,442.26699686170963,42.97982013935165,True
119,14.910206350466483,42.97982013935165,False
120,14.910206350466483,42.97982013935165,False
121,14.910206350466483,42.97982013935165,False
122,14.910206350466483,42.97982013935165,False
