fold,feature,importance_mean,importance_std,model,feature_space
4,cation_exchange_capacity_sd,0.0,0.0,dummy_mean,hybrid
4,season,0.0,0.0,dummy_mean,hybrid
4,crop,0.0,0.0,dummy_mean,hybrid
5,rain_total_mm,0.0,0.0,dummy_mean,hybrid
5,rainy_days_1mm,0.0,0.0,dummy_mean,hybrid
5,heavy_rain_days_20mm,0.0,0.0,dummy_mean,hybrid
5,maximum_5day_rainfall_mm,0.0,0.0,dummy_mean,hybrid
5,longest_dry_spell_days,0.0,0.0,dummy_mean,hybrid
5,wet_day_rainfall_cv,0.0,0.0,dummy_mean,hybrid
5,temperature_mean_c,0.0,0.0,dummy_mean,hybrid
5,temperature_maximum_c,0.0,0.0,dummy_mean,hybrid
5,growing_degree_days,0.0,0.0,dummy_mean,hybrid
5,heat_days_32c,0.0,0.0,dummy_mean,hybrid
5,soil_ph,0.0,0.0,dummy_mean,hybrid
5,soil_organic_carbon,0.0,0.0,dummy_mean,hybrid
5,clay_pct,0.0,0.0,dummy_mean,hybrid
5,sand_pct,0.0,0.0,dummy_mean,hybrid
5,silt_pct,0.0,0.0,dummy_mean,hybrid
5,bulk_density,0.0,0.0,dummy_mean,hybrid
5,cation_exchange_capacity,0.0,0.0,dummy_mean,hybrid
5,soil_ph_sd,0.0,0.0,dummy_mean,hybrid
5,soil_organic_carbon_sd,0.0,0.0,dummy_mean,hybrid
5,clay_pct_sd,0.0,0.0,dummy_mean,hybrid
5,sand_pct_sd,0.0,0.0,dummy_mean,hybrid
5,silt_pct_sd,0.0,0.0,dummy_mean,hybrid
5,bulk_density_sd,0.0,0.0,dummy_mean,hybrid
5,cation_exchange_capacity_sd,0.0,0.0,dummy_mean,hybrid
5,season,0.0,0.0,dummy_mean,hybrid
5,crop,0.0,0.0,dummy_mean,hybrid
1,rain_total_mm,0.008373927122670021,0.00572520035684931,ols,hybrid
1,rainy_days_1mm,-0.05213852169657338,0.0153329459899711,ols,hybrid
1,heavy_rain_days_20mm,-0.004699271106738401,0.0010714438451035924,ols,hybrid
1,maximum_5day_rainfall_mm,0.008598469099042383,0.002498994987060565,ols,hybrid
1,longest_dry_spell_days,-0.13065813281048627,0.010570372644066635,ols,hybrid
1,wet_day_rainfall_cv,0.20572218326447828,0.01924408756109605,ols,hybrid
1,temperature_mean_c,-0.014690393475004893,0.001605578083492882,ols,hybrid
1,temperature_maximum_c,-0.03730128387165044,0.0033858797509574126,ols,hybrid
1,growing_degree_days,-0.02989770987095488,0.003103865108091671,ols,hybrid
1,heat_days_32c,-0.05207142338598878,0.007111063230887158,ols,hybrid
1,soil_ph,-0.30767400748530144,0.04835675767340907,ols,hybrid
1,soil_organic_carbon,0.23200590954986405,0.024972014578472132,ols,hybrid
1,clay_pct,0.2427829464678851,0.09124109180713756,ols,hybrid
1,sand_pct,-0.017763939100473893,0.006447774430429935,ols,hybrid
1,silt_pct,-0.25459014807361424,0.026407137558718687,ols,hybrid
1,bulk_density,0.046055004676622865,0.010416791284220524,ols,hybrid
1,cation_exchange_capacity,0.2348166202871062,0.02322919597129265,ols,hybrid
1,soil_ph_sd,0.26784851710285507,0.028851021046611747,ols,hybrid
1,soil_organic_carbon_sd,-0.347367101823993,0.03700657897065356,ols,hybrid
1,clay_pct_sd,-0.10467551599015605,0.014791593494541302,ols,hybrid
1,sand_pct_sd,0.37968486735229756,0.03622079544013812,ols,hybrid
1,silt_pct_sd,-0.10333482680497949,0.06365275311496803,ols,hybrid
1,bulk_density_sd,0.3994560607479925,0.03912984922146469,ols,hybrid
1,cation_exchange_capacity_sd,-0.12847877356677895,0.0707831549226999,ols,hybrid
1,season,0.07516053438394721,0.05322536990295257,ols,hybrid
1,crop,0.8507277363895327,0.3642138033678179,ols,hybrid
2,rain_total_mm,0.12663640232248694,0.031096819415476686,ols,hybrid
2,rainy_days_1mm,0.010716319073018265,0.008740091465763824,ols,hybrid
2,heavy_rain_days_20mm,-0.014176144875596463,0.005649672767808053,ols,hybrid
2,maximum_5day_rainfall_mm,0.12638319690657046,0.03598249682142241,ols,hybrid
2,longest_dry_spell_days,0.032024725069222534,0.05561576154663876,ols,hybrid
2,wet_day_rainfall_cv,-0.04621109023168364,0.02356172745523782,ols,hybrid
2,temperature_mean_c,-0.12459480665860774,0.06609917146095809,ols,hybrid
2,temperature_maximum_c,0.003322820151857897,0.001063943404488418,ols,hybrid
2,growing_degree_days,-0.09537873970813945,0.05315837463821132,ols,hybrid
2,heat_days_32c,0.023182741768390257,0.012347816545938013,ols,hybrid
2,soil_ph,-0.015897118956208888,0.00577932764519006,ols,hybrid
2,soil_organic_carbon,0.012034089888098176,0.0036460602716267107,ols,hybrid
2,clay_pct,0.013913652227271455,0.004238763615066165,ols,hybrid
2,sand_pct,0.02527250482003245,0.007719170751629618,ols,hybrid
2,silt_pct,0.0037320234703635434,0.0033884916049045128,ols,hybrid
2,bulk_density,-0.0661124484938714,0.09170992768236721,ols,hybrid
2,cation_exchange_capacity,-0.02904650519328582,0.01044503038292289,ols,hybrid
2,soil_ph_sd,0.05455242114472849,0.0163152083551216,ols,hybrid
2,soil_organic_carbon_sd,-0.02308464748622301,0.00853148278090355,ols,hybrid
2,clay_pct_sd,0.004418123662326856,0.004189621567302641,ols,hybrid
2,sand_pct_sd,0.007342367294659891,0.002398294113411558,ols,hybrid
2,silt_pct_sd,0.007442631085595152,0.0043849729121021525,ols,hybrid
2,bulk_density_sd,0.17449248815632448,0.045058367416455004,ols,hybrid
2,cation_exchange_capacity_sd,-0.010250253146565936,0.007106833525516512,ols,hybrid
2,season,0.0773526669317656,0.0527544913857885,ols,hybrid
2,crop,0.8613064969310862,0.12086653896827655,ols,hybrid
3,rain_total_mm,-0.2561146259878517,0.04439541926122895,ols,hybrid
3,rainy_days_1mm,-0.4387918847737791,0.08060711767715871,ols,hybrid
3,heavy_rain_days_20mm,-0.010017554124047123,0.004820259412574435,ols,hybrid
3,maximum_5day_rainfall_mm,0.013339883047971757,0.0054024900917578195,ols,hybrid
3,longest_dry_spell_days,-0.3544249949520141,0.06411443472208667,ols,hybrid
3,wet_day_rainfall_cv,-0.17811585289605203,0.04082616534863419,ols,hybrid
3,temperature_mean_c,0.10843992683326001,0.02365769897348878,ols,hybrid
3,temperature_maximum_c,0.09372139509697623,0.02846488658231843,ols,hybrid
3,growing_degree_days,0.11851032502943495,0.03196003378519794,ols,hybrid
3,heat_days_32c,0.039606370502327695,0.023143672723107925,ols,hybrid
3,soil_ph,-0.014856552574302828,0.009976937602744582,ols,hybrid
3,soil_organic_carbon,-0.13500400930066503,0.023149713087465048,ols,hybrid
3,clay_pct,0.11668825097343864,0.02176890591127099,ols,hybrid
3,sand_pct,-0.04737965435260216,0.011396627256635861,ols,hybrid
3,silt_pct,0.310978022696062,0.04945417014481207,ols,hybrid
3,bulk_density,0.8273542955651155,0.10957474562509543,ols,hybrid
3,cation_exchange_capacity,-0.3152981396391782,0.08026537267380748,ols,hybrid
3,soil_ph_sd,0.01341067854300686,0.010069539891667503,ols,hybrid
3,soil_organic_carbon_sd,-0.1512077493480617,0.026630760922672195,ols,hybrid
3,clay_pct_sd,-0.3504765562739265,0.06941637509339385,ols,hybrid
3,sand_pct_sd,0.058948287543608834,0.011758812317970649,ols,hybrid
3,silt_pct_sd,0.28767917071272214,0.043278905502177716,ols,hybrid
3,bulk_density_sd,-0.6255537614110585,0.16040984500024635,ols,hybrid
3,cation_exchange_capacity_sd,-0.12911720398467236,0.036855583964820506,ols,hybrid
3,season,-0.019514020448488358,0.03325854406603214,ols,hybrid
3,crop,0.965494249528329,0.15917951721204873,ols,hybrid
4,rain_total_mm,-0.05382680521171466,0.010283940305241672,ols,hybrid
4,rainy_days_1mm,-0.026709932491614196,0.005313598292188353,ols,hybrid
4,heavy_rain_days_20mm,0.002059047822449145,0.0013690939650672696,ols,hybrid
4,maximum_5day_rainfall_mm,0.036502087875485145,0.011046367070666937,ols,hybrid
4,longest_dry_spell_days,0.036417322672906136,0.019296113894686336,ols,hybrid
4,wet_day_rainfall_cv,-0.06402579480105572,0.027334984135599157,ols,hybrid
4,temperature_mean_c,0.019745083985856837,0.0025731512660951703,ols,hybrid
4,temperature_maximum_c,-0.00281921462451038,0.0010340181844101072,ols,hybrid
4,growing_degree_days,0.0057335712958327175,0.0007018543877471858,ols,hybrid
4,heat_days_32c,0.0,0.0,ols,hybrid
4,soil_ph,-0.058857056364711724,0.006920482312748493,ols,hybrid
4,soil_organic_carbon,-0.7708681818303414,0.12373898129191799,ols,hybrid
4,clay_pct,0.003771110601146077,0.001268282685864652,ols,hybrid
4,sand_pct,0.5615922138966696,0.07195481291969882,ols,hybrid
4,silt_pct,0.6284246499342899,0.06129717117785637,ols,hybrid
4,bulk_density,0.6192829325619812,0.061252785164473515,ols,hybrid
4,cation_exchange_capacity,-0.7655700510943261,0.12350311023871195,ols,hybrid
4,soil_ph_sd,-0.18567764541202453,0.0769555589222017,ols,hybrid
4,soil_organic_carbon_sd,0.22141103177361005,0.046778912395973114,ols,hybrid
4,clay_pct_sd,-0.42278596113764627,0.073707780460316,ols,hybrid
4,sand_pct_sd,-0.13420775824069048,0.01928429915432461,ols,hybrid
4,silt_pct_sd,-0.37708930087250786,0.14491053431703632,ols,hybrid
4,bulk_density_sd,-0.3868447590036011,0.06285135722878778,ols,hybrid
4,cation_exchange_capacity_sd,-0.47973156083269897,0.06642638771536627,ols,hybrid
4,season,0.14138169298451828,0.08255912237711083,ols,hybrid
4,crop,0.23518443467858868,0.346929143883955,ols,hybrid
5,rain_total_mm,-0.03465678959544531,0.015211835151169131,ols,hybrid
5,rainy_days_1mm,0.014017980359787519,0.02168792592418324,ols,hybrid
5,heavy_rain_days_20mm,-0.009958735339855362,0.003821790950766294,ols,hybrid
5,maximum_5day_rainfall_mm,0.005032469775358095,0.0017154135303180142,ols,hybrid
5,longest_dry_spell_days,0.03555414663111227,0.012268977739894932,ols,hybrid
5,wet_day_rainfall_cv,-0.016484248551723722,0.011819948803820316,ols,hybrid
5,temperature_mean_c,-0.009767369221853528,0.003163627781395711,ols,hybrid
5,temperature_maximum_c,0.004190978056629202,0.0016007747245224146,ols,hybrid
5,growing_degree_days,0.003511111448368176,0.004377019723341809,ols,hybrid
5,heat_days_32c,-0.008483756637942897,0.0029313198969364604,ols,hybrid
5,soil_ph,0.7647986947963306,0.17728928342966985,ols,hybrid
5,soil_organic_carbon,0.4044589045394634,0.0996232183222488,ols,hybrid
5,clay_pct,0.2144618283223288,0.0553761798465216,ols,hybrid
5,sand_pct,0.03883140208735769,0.010856544921860797,ols,hybrid
5,silt_pct,0.029880235727476823,0.00841113900573702,ols,hybrid
5,bulk_density,-0.004991231230780091,0.0014530176783884683,ols,hybrid
5,cation_exchange_capacity,-0.06807873632830175,0.02403089926886787,ols,hybrid
5,soil_ph_sd,0.030818186754127907,0.008668740313317751,ols,hybrid
5,soil_organic_carbon_sd,0.005066485178787517,0.0014585686683884606,ols,hybrid
5,clay_pct_sd,-0.02939278333007165,0.008866343349037313,ols,hybrid
5,sand_pct_sd,-0.04066892681722321,0.012559265650045172,ols,hybrid
5,silt_pct_sd,-0.04622542477410665,0.014484366803957933,ols,hybrid
5,bulk_density_sd,1.106705603788979,0.24162178658022274,ols,hybrid
5,cation_exchange_capacity_sd,-0.06914170752972586,0.03047221581770374,ols,hybrid
5,season,0.15410632830784482,0.049256945955894894,ols,hybrid
5,crop,0.5921271349270713,0.17123825818009736,ols,hybrid
1,rain_total_mm,0.012525489789120492,0.009154773133971233,ridge,hybrid
1,rainy_days_1mm,-0.04059990708477308,0.014702380674069837,ridge,hybrid
1,heavy_rain_days_20mm,-0.009289411331156749,0.003760399741816029,ridge,hybrid
1,maximum_5day_rainfall_mm,0.005207703126216856,0.002292413885266974,ridge,hybrid
1,longest_dry_spell_days,-0.08709783068812679,0.008951213905632475,ridge,hybrid
1,wet_day_rainfall_cv,0.19866983434635435,0.019981569010664897,ridge,hybrid
1,temperature_mean_c,-0.039345215728703045,0.004964672208216589,ridge,hybrid
1,temperature_maximum_c,-0.03944615567972569,0.004697897642703934,ridge,hybrid
1,growing_degree_days,-0.04402495720019255,0.006697416289141042,ridge,hybrid
1,heat_days_32c,-0.013706792363768728,0.0027055981178196855,ridge,hybrid
1,soil_ph,-0.1693577525715885,0.030714186221240114,ridge,hybrid
1,soil_organic_carbon,0.05995494509799757,0.006972506449325924,ridge,hybrid
1,clay_pct,0.23420885537828662,0.0938513384910509,ridge,hybrid
1,sand_pct,-0.018479944099643576,0.007180761727562035,ridge,hybrid
1,silt_pct,-0.16861882778709827,0.019075603420126576,ridge,hybrid
1,bulk_density,0.020490362060230895,0.006808246589114185,ridge,hybrid
1,cation_exchange_capacity,0.19006350918141282,0.018606265221288776,ridge,hybrid
1,soil_ph_sd,0.3271428010146855,0.0359046518979302,ridge,hybrid
1,soil_organic_carbon_sd,-0.1553588262948959,0.01716522616296782,ridge,hybrid
1,clay_pct_sd,-0.11644842300964822,0.020497509858937026,ridge,hybrid
1,sand_pct_sd,0.2519506731196247,0.02375375358336721,ridge,hybrid
1,silt_pct_sd,-0.03707194837996175,0.026982931745322118,ridge,hybrid
1,bulk_density_sd,0.2058094057834426,0.020244255486085026,ridge,hybrid
1,cation_exchange_capacity_sd,-0.05411447163864027,0.04354865563930509,ridge,hybrid
1,season,0.08146561517493618,0.0514082098077876,ridge,hybrid
1,crop,0.9137718290873309,0.3171599275054711,ridge,hybrid
2,rain_total_mm,0.13779850378636035,0.03457083892710588,ridge,hybrid
2,rainy_days_1mm,0.007687113376893162,0.008978995822726776,ridge,hybrid
2,heavy_rain_days_20mm,-0.020334451213353776,0.008421860787883085,ridge,hybrid
2,maximum_5day_rainfall_mm,0.1291452486391534,0.03928661176386376,ridge,hybrid
2,longest_dry_spell_days,0.03297637490384986,0.055321487508143405,ridge,hybrid
2,wet_day_rainfall_cv,-0.04726876201664112,0.026409706662963623,ridge,hybrid
2,temperature_mean_c,-0.11557262148902829,0.07513314585995831,ridge,hybrid
2,temperature_maximum_c,-0.00089483024961865,0.00034849684733414263,ridge,hybrid
2,growing_degree_days,-0.08590891674287437,0.061854110571974,ridge,hybrid
2,heat_days_32c,0.018963550470637358,0.012723015541962346,ridge,hybrid
2,soil_ph,0.016303768144091624,0.0061865472570383035,ridge,hybrid
2,soil_organic_carbon,-0.0005504582356862464,0.00018634828792421642,ridge,hybrid
2,clay_pct,0.006933466714011516,0.0022422885780676214,ridge,hybrid
2,sand_pct,0.024257538500955265,0.008369775529894437,ridge,hybrid
2,silt_pct,0.00216441158374856,0.005093066011448598,ridge,hybrid
2,bulk_density,-0.08544006927093264,0.09088062512951924,ridge,hybrid
2,cation_exchange_capacity,-0.025417731132392252,0.009078372060256882,ridge,hybrid
2,soil_ph_sd,0.07060738507776536,0.023180551442424147,ridge,hybrid
2,soil_organic_carbon_sd,-0.04534323695440641,0.018163852255092965,ridge,hybrid
2,clay_pct_sd,0.008643851691032189,0.0052259168745789255,ridge,hybrid
2,sand_pct_sd,0.006344645412413285,0.002408840117116325,ridge,hybrid
2,silt_pct_sd,0.003724385106673722,0.004032506363577931,ridge,hybrid
2,bulk_density_sd,0.1234998283089804,0.035643136877586135,ridge,hybrid
2,cation_exchange_capacity_sd,-0.012144387502232767,0.006372680369870348,ridge,hybrid
2,season,0.0725269052733137,0.04605012516976945,ridge,hybrid
2,crop,0.8168806653332826,0.11919996653121913,ridge,hybrid
3,rain_total_mm,-0.2488664118046347,0.03565152579885835,ridge,hybrid
3,rainy_days_1mm,-0.428796813362056,0.0681511732203003,ridge,hybrid
3,heavy_rain_days_20mm,-0.01488984328378038,0.004534493528122032,ridge,hybrid
3,maximum_5day_rainfall_mm,0.02642004776294895,0.0069810872946388285,ridge,hybrid
3,longest_dry_spell_days,-0.3488478537135946,0.05392429962006649,ridge,hybrid
3,wet_day_rainfall_cv,-0.13899502164315916,0.036931552586806235,ridge,hybrid
3,temperature_mean_c,0.09006032385700032,0.02284081834919307,ridge,hybrid
3,temperature_maximum_c,0.07403201852565014,0.030028469749650066,ridge,hybrid
3,growing_degree_days,0.09622090753727734,0.03263774339271256,ridge,hybrid
3,heat_days_32c,0.020167787540433402,0.025874617030451,ridge,hybrid
3,soil_ph,0.0009785493975619452,0.001160029769159837,ridge,hybrid
3,soil_organic_carbon,-0.15122791666220028,0.025794745348034744,ridge,hybrid
3,clay_pct,0.10464686210038217,0.0177018603188477,ridge,hybrid
3,sand_pct,-0.030921329185342385,0.008593225666885857,ridge,hybrid
3,silt_pct,0.2499568849201836,0.04067786919680648,ridge,hybrid
3,bulk_density,0.5894527508551975,0.07715690381278559,ridge,hybrid
3,cation_exchange_capacity,-0.06887055082702957,0.017569610629444288,ridge,hybrid
3,soil_ph_sd,0.02316616823802855,0.010715032517639047,ridge,hybrid
3,soil_organic_carbon_sd,-0.14805851394840772,0.025318175919970976,ridge,hybrid
3,clay_pct_sd,-0.31249347266750094,0.06822495216406253,ridge,hybrid
3,sand_pct_sd,0.059791638085816154,0.012939624506603046,ridge,hybrid
3,silt_pct_sd,0.28300037284336055,0.040456035888063804,ridge,hybrid
3,bulk_density_sd,-0.48764614895508274,0.12990611391821777,ridge,hybrid
3,cation_exchange_capacity_sd,-0.10953533395742907,0.02590838932132573,ridge,hybrid
3,season,-0.02574077329066471,0.03529958135268609,ridge,hybrid
3,crop,1.0033811721144965,0.16446321015228205,ridge,hybrid
4,rain_total_mm,-0.047949138660368894,0.018768964371895267,ridge,hybrid
4,rainy_days_1mm,-0.026608015700192666,0.011000962105978711,ridge,hybrid
4,heavy_rain_days_20mm,-0.001152800569205148,0.002776432181107202,ridge,hybrid
4,maximum_5day_rainfall_mm,0.01600475116067255,0.008523300204994165,ridge,hybrid
4,longest_dry_spell_days,0.005451513758748305,0.014224312061503626,ridge,hybrid
4,wet_day_rainfall_cv,-0.025601678766783032,0.033191889755999834,ridge,hybrid
4,temperature_mean_c,0.027169312963680525,0.006482899325484702,ridge,hybrid
4,temperature_maximum_c,0.0005262596866447922,0.00033684008147223194,ridge,hybrid
4,growing_degree_days,0.02014041112967426,0.003973329179584601,ridge,hybrid
4,heat_days_32c,0.0,0.0,ridge,hybrid
4,soil_ph,-0.03629499167238883,0.008456682591806344,ridge,hybrid
4,soil_organic_carbon,-0.2181361489406104,0.06578856814829288,ridge,hybrid
4,clay_pct,-0.026050488446375652,0.016555747590762993,ridge,hybrid
4,sand_pct,0.1634491939058636,0.04161760650093698,ridge,hybrid
4,silt_pct,0.3066463760061959,0.055763189102341466,ridge,hybrid
4,bulk_density,0.40904741258275445,0.07259031939384526,ridge,hybrid
4,cation_exchange_capacity,-0.254111907353847,0.08667213411061646,ridge,hybrid
4,soil_ph_sd,-0.018292651358481925,0.011666073326791593,ridge,hybrid
4,soil_organic_carbon_sd,0.027516763164882718,0.009617873607379245,ridge,hybrid
4,clay_pct_sd,-0.08127923765507834,0.025782471088079625,ridge,hybrid
4,sand_pct_sd,-0.03907304964131182,0.011090632852334933,ridge,hybrid
4,silt_pct_sd,-0.11010605503759922,0.062484989118223505,ridge,hybrid
4,bulk_density_sd,-0.09916719877430555,0.027426304453395486,ridge,hybrid
4,cation_exchange_capacity_sd,-0.04057134200382606,0.00950083012865458,ridge,hybrid
4,season,0.14131183737805894,0.07571763388824151,ridge,hybrid
4,crop,0.24021536807948607,0.30475377431040934,ridge,hybrid
5,rain_total_mm,0.015675290013196896,0.005681608040473964,ridge,hybrid
5,rainy_days_1mm,-0.04853620154023108,0.0110668802441468,ridge,hybrid
5,heavy_rain_days_20mm,0.0030737334400065207,0.0010037635688932005,ridge,hybrid
5,maximum_5day_rainfall_mm,-0.01947940374912447,0.003913914595595569,ridge,hybrid
5,longest_dry_spell_days,-0.02925169982238911,0.008106907339143748,ridge,hybrid
5,wet_day_rainfall_cv,0.03478197290472851,0.0070229543397410605,ridge,hybrid
5,temperature_mean_c,0.011064112801992109,0.0023381365205053096,ridge,hybrid
5,temperature_maximum_c,-0.00049410867902413,0.001158746085435071,ridge,hybrid
5,growing_degree_days,0.01056206440856151,0.0025418396222603957,ridge,hybrid
5,heat_days_32c,-0.0004429943683380344,0.00023140101012362647,ridge,hybrid
5,soil_ph,0.06282371947298629,0.05618389713272582,ridge,hybrid
5,soil_organic_carbon,-0.10146394599514581,0.028096488432069515,ridge,hybrid
5,clay_pct,-0.06058802863759842,0.016021470086947803,ridge,hybrid
5,sand_pct,-0.012843030273777867,0.0033025289959923943,ridge,hybrid
5,silt_pct,-0.015082276491353231,0.003882442423919622,ridge,hybrid
5,bulk_density,0.002437651642704619,0.0006225956091734459,ridge,hybrid
5,cation_exchange_capacity,0.050034453647531674,0.012556079975517578,ridge,hybrid
5,soil_ph_sd,-0.039756018416162144,0.010368212721538119,ridge,hybrid
5,soil_organic_carbon_sd,0.059487605784001564,0.014882940986222747,ridge,hybrid
5,clay_pct_sd,0.012792935866891763,0.0032536347518893676,ridge,hybrid
5,sand_pct_sd,0.09685913592356421,0.023967022961568107,ridge,hybrid
5,silt_pct_sd,-0.018390869960744193,0.004741689053326983,ridge,hybrid
5,bulk_density_sd,0.31998436587945334,0.0754334803843099,ridge,hybrid
5,cation_exchange_capacity_sd,0.057191365424034135,0.01431888757855795,ridge,hybrid
5,season,0.11459408907805528,0.045684584074408806,ridge,hybrid
5,crop,0.25525629587605375,0.06989850748913772,ridge,hybrid
