fold,feature,importance_mean,importance_std,model,feature_space
2,heavy_rain_days_20mm,0.0,0.0,dummy_mean,pca
2,maximum_5day_rainfall_mm,0.0,0.0,dummy_mean,pca
2,longest_dry_spell_days,0.0,0.0,dummy_mean,pca
2,wet_day_rainfall_cv,0.0,0.0,dummy_mean,pca
2,temperature_mean_c,0.0,0.0,dummy_mean,pca
2,temperature_maximum_c,0.0,0.0,dummy_mean,pca
2,growing_degree_days,0.0,0.0,dummy_mean,pca
2,heat_days_32c,0.0,0.0,dummy_mean,pca
2,soil_ph,0.0,0.0,dummy_mean,pca
2,soil_organic_carbon,0.0,0.0,dummy_mean,pca
2,clay_pct,0.0,0.0,dummy_mean,pca
2,sand_pct,0.0,0.0,dummy_mean,pca
2,silt_pct,0.0,0.0,dummy_mean,pca
2,bulk_density,0.0,0.0,dummy_mean,pca
2,cation_exchange_capacity,0.0,0.0,dummy_mean,pca
2,soil_ph_sd,0.0,0.0,dummy_mean,pca
2,soil_organic_carbon_sd,0.0,0.0,dummy_mean,pca
2,clay_pct_sd,0.0,0.0,dummy_mean,pca
2,sand_pct_sd,0.0,0.0,dummy_mean,pca
2,silt_pct_sd,0.0,0.0,dummy_mean,pca
2,bulk_density_sd,0.0,0.0,dummy_mean,pca
2,cation_exchange_capacity_sd,0.0,0.0,dummy_mean,pca
2,season,0.0,0.0,dummy_mean,pca
2,crop,0.0,0.0,dummy_mean,pca
3,rain_total_mm,0.0,0.0,dummy_mean,pca
3,rainy_days_1mm,0.0,0.0,dummy_mean,pca
3,heavy_rain_days_20mm,0.0,0.0,dummy_mean,pca
3,maximum_5day_rainfall_mm,0.0,0.0,dummy_mean,pca
3,longest_dry_spell_days,0.0,0.0,dummy_mean,pca
3,wet_day_rainfall_cv,0.0,0.0,dummy_mean,pca
3,temperature_mean_c,0.0,0.0,dummy_mean,pca
3,temperature_maximum_c,0.0,0.0,dummy_mean,pca
3,growing_degree_days,0.0,0.0,dummy_mean,pca
3,heat_days_32c,0.0,0.0,dummy_mean,pca
3,soil_ph,0.0,0.0,dummy_mean,pca
3,soil_organic_carbon,0.0,0.0,dummy_mean,pca
3,clay_pct,0.0,0.0,dummy_mean,pca
3,sand_pct,0.0,0.0,dummy_mean,pca
3,silt_pct,0.0,0.0,dummy_mean,pca
3,bulk_density,0.0,0.0,dummy_mean,pca
3,cation_exchange_capacity,0.0,0.0,dummy_mean,pca
3,soil_ph_sd,0.0,0.0,dummy_mean,pca
3,soil_organic_carbon_sd,0.0,0.0,dummy_mean,pca
3,clay_pct_sd,0.0,0.0,dummy_mean,pca
3,sand_pct_sd,0.0,0.0,dummy_mean,pca
3,silt_pct_sd,0.0,0.0,dummy_mean,pca
3,bulk_density_sd,0.0,0.0,dummy_mean,pca
3,cation_exchange_capacity_sd,0.0,0.0,dummy_mean,pca
3,season,0.0,0.0,dummy_mean,pca
3,crop,0.0,0.0,dummy_mean,pca
4,rain_total_mm,0.0,0.0,dummy_mean,pca
4,rainy_days_1mm,0.0,0.0,dummy_mean,pca
4,heavy_rain_days_20mm,0.0,0.0,dummy_mean,pca
4,maximum_5day_rainfall_mm,0.0,0.0,dummy_mean,pca
4,longest_dry_spell_days,0.0,0.0,dummy_mean,pca
4,wet_day_rainfall_cv,0.0,0.0,dummy_mean,pca
4,temperature_mean_c,0.0,0.0,dummy_mean,pca
4,temperature_maximum_c,0.0,0.0,dummy_mean,pca
4,growing_degree_days,0.0,0.0,dummy_mean,pca
4,heat_days_32c,0.0,0.0,dummy_mean,pca
4,soil_ph,0.0,0.0,dummy_mean,pca
4,soil_organic_carbon,0.0,0.0,dummy_mean,pca
4,clay_pct,0.0,0.0,dummy_mean,pca
4,sand_pct,0.0,0.0,dummy_mean,pca
4,silt_pct,0.0,0.0,dummy_mean,pca
4,bulk_density,0.0,0.0,dummy_mean,pca
4,cation_exchange_capacity,0.0,0.0,dummy_mean,pca
4,soil_ph_sd,0.0,0.0,dummy_mean,pca
4,soil_organic_carbon_sd,0.0,0.0,dummy_mean,pca
4,clay_pct_sd,0.0,0.0,dummy_mean,pca
4,sand_pct_sd,0.0,0.0,dummy_mean,pca
4,silt_pct_sd,0.0,0.0,dummy_mean,pca
4,bulk_density_sd,0.0,0.0,dummy_mean,pca
4,cation_exchange_capacity_sd,0.0,0.0,dummy_mean,pca
4,season,0.0,0.0,dummy_mean,pca
4,crop,0.0,0.0,dummy_mean,pca
5,rain_total_mm,0.0,0.0,dummy_mean,pca
5,rainy_days_1mm,0.0,0.0,dummy_mean,pca
5,heavy_rain_days_20mm,0.0,0.0,dummy_mean,pca
5,maximum_5day_rainfall_mm,0.0,0.0,dummy_mean,pca
5,longest_dry_spell_days,0.0,0.0,dummy_mean,pca
5,wet_day_rainfall_cv,0.0,0.0,dummy_mean,pca
5,temperature_mean_c,0.0,0.0,dummy_mean,pca
5,temperature_maximum_c,0.0,0.0,dummy_mean,pca
5,growing_degree_days,0.0,0.0,dummy_mean,pca
5,heat_days_32c,0.0,0.0,dummy_mean,pca
5,soil_ph,0.0,0.0,dummy_mean,pca
5,soil_organic_carbon,0.0,0.0,dummy_mean,pca
5,clay_pct,0.0,0.0,dummy_mean,pca
5,sand_pct,0.0,0.0,dummy_mean,pca
5,silt_pct,0.0,0.0,dummy_mean,pca
5,bulk_density,0.0,0.0,dummy_mean,pca
5,cation_exchange_capacity,0.0,0.0,dummy_mean,pca
5,soil_ph_sd,0.0,0.0,dummy_mean,pca
5,soil_organic_carbon_sd,0.0,0.0,dummy_mean,pca
5,clay_pct_sd,0.0,0.0,dummy_mean,pca
5,sand_pct_sd,0.0,0.0,dummy_mean,pca
5,silt_pct_sd,0.0,0.0,dummy_mean,pca
5,bulk_density_sd,0.0,0.0,dummy_mean,pca
5,cation_exchange_capacity_sd,0.0,0.0,dummy_mean,pca
5,season,0.0,0.0,dummy_mean,pca
5,crop,0.0,0.0,dummy_mean,pca
1,rain_total_mm,0.0015043653088155028,0.002774889653061607,ols,pca
1,rainy_days_1mm,-0.0076139678861932404,0.005131491157603949,ols,pca
1,heavy_rain_days_20mm,0.009638151105787963,0.002641054069321634,ols,pca
1,maximum_5day_rainfall_mm,0.04442541188614992,0.009701984132889854,ols,pca
1,longest_dry_spell_days,0.011100581151769973,0.0065485917542432975,ols,pca
1,wet_day_rainfall_cv,0.07558306523454465,0.011599085379540339,ols,pca
1,temperature_mean_c,-0.011717174836943744,0.005931471952794099,ols,pca
1,temperature_maximum_c,-0.018121181222628645,0.008409791485762035,ols,pca
1,growing_degree_days,-0.02921034784854899,0.02104840875787223,ols,pca
1,heat_days_32c,0.03208519221822037,0.01578034768010795,ols,pca
1,soil_ph,0.0,0.0,ols,pca
1,soil_organic_carbon,0.0,0.0,ols,pca
1,clay_pct,0.0,0.0,ols,pca
1,sand_pct,0.0,0.0,ols,pca
1,silt_pct,0.0,0.0,ols,pca
1,bulk_density,0.0,0.0,ols,pca
1,cation_exchange_capacity,0.0,0.0,ols,pca
1,soil_ph_sd,0.0,0.0,ols,pca
1,soil_organic_carbon_sd,0.0,0.0,ols,pca
1,clay_pct_sd,0.0,0.0,ols,pca
1,sand_pct_sd,0.0,0.0,ols,pca
1,silt_pct_sd,0.0,0.0,ols,pca
1,bulk_density_sd,0.0,0.0,ols,pca
1,cation_exchange_capacity_sd,0.0,0.0,ols,pca
1,season,0.1867456861120247,0.1588751280204013,ols,pca
1,crop,1.2005472326540194,0.3084850047740063,ols,pca
2,rain_total_mm,0.08942496966214045,0.05209134321097988,ols,pca
2,rainy_days_1mm,0.006958386402484962,0.0018808731214519495,ols,pca
2,heavy_rain_days_20mm,-0.0026570676000922332,0.006289872669532223,ols,pca
2,maximum_5day_rainfall_mm,0.07410470965535873,0.04054607036023152,ols,pca
2,longest_dry_spell_days,-0.016912411193411893,0.03893073338925592,ols,pca
2,wet_day_rainfall_cv,-0.03786053960891946,0.02879905164742146,ols,pca
2,temperature_mean_c,0.08425015230727677,0.07490927809066018,ols,pca
2,temperature_maximum_c,0.042159423710015534,0.015022985815127978,ols,pca
2,growing_degree_days,0.009534813491583893,0.04766143558675539,ols,pca
2,heat_days_32c,0.041249917741383514,0.020419464689858034,ols,pca
2,soil_ph,0.0,0.0,ols,pca
2,soil_organic_carbon,0.0,0.0,ols,pca
2,clay_pct,0.0,0.0,ols,pca
2,sand_pct,0.0,0.0,ols,pca
2,silt_pct,0.0,0.0,ols,pca
2,bulk_density,0.0,0.0,ols,pca
2,cation_exchange_capacity,0.0,0.0,ols,pca
2,soil_ph_sd,0.0,0.0,ols,pca
2,soil_organic_carbon_sd,0.0,0.0,ols,pca
2,clay_pct_sd,0.0,0.0,ols,pca
2,sand_pct_sd,0.0,0.0,ols,pca
2,silt_pct_sd,0.0,0.0,ols,pca
2,bulk_density_sd,0.0,0.0,ols,pca
2,cation_exchange_capacity_sd,0.0,0.0,ols,pca
2,season,0.17621107264529678,0.08186202446092286,ols,pca
2,crop,0.9533878915409048,0.10333419093679586,ols,pca
3,rain_total_mm,-0.015321720671503591,0.010024492989600522,ols,pca
3,rainy_days_1mm,-0.018085920754543627,0.0027297469973775576,ols,pca
3,heavy_rain_days_20mm,0.0045862668519796035,0.019160179095562693,ols,pca
3,maximum_5day_rainfall_mm,0.03655475440970224,0.054146695393486495,ols,pca
3,longest_dry_spell_days,-0.03028595461778676,0.005240421564373627,ols,pca
3,wet_day_rainfall_cv,0.06661568692048947,0.025239973765329004,ols,pca
3,temperature_mean_c,-0.014844946284254635,0.021787958666967103,ols,pca
3,temperature_maximum_c,-0.023789969015826796,0.019341044801696572,ols,pca
3,growing_degree_days,-0.01846759630092243,0.026486638476068372,ols,pca
3,heat_days_32c,0.0006707465351186049,0.00048771632813423454,ols,pca
3,soil_ph,0.0,0.0,ols,pca
3,soil_organic_carbon,0.0,0.0,ols,pca
3,clay_pct,0.0,0.0,ols,pca
3,sand_pct,0.0,0.0,ols,pca
3,silt_pct,0.0,0.0,ols,pca
3,bulk_density,0.0,0.0,ols,pca
3,cation_exchange_capacity,0.0,0.0,ols,pca
3,soil_ph_sd,0.0,0.0,ols,pca
3,soil_organic_carbon_sd,0.0,0.0,ols,pca
3,clay_pct_sd,0.0,0.0,ols,pca
3,sand_pct_sd,0.0,0.0,ols,pca
3,silt_pct_sd,0.0,0.0,ols,pca
3,bulk_density_sd,0.0,0.0,ols,pca
3,cation_exchange_capacity_sd,0.0,0.0,ols,pca
3,season,0.3451757707106052,0.06815681515869959,ols,pca
3,crop,1.3742059176565913,0.19265661475353696,ols,pca
4,rain_total_mm,-0.006323549124097205,0.006363498097770603,ols,pca
4,rainy_days_1mm,-0.0022204387685452074,0.0023995000163798802,ols,pca
4,heavy_rain_days_20mm,-0.002840370688717364,0.007881788544144633,ols,pca
4,maximum_5day_rainfall_mm,0.021695178616973544,0.02351126968412027,ols,pca
4,longest_dry_spell_days,-0.008137812424164004,0.018857683874687208,ols,pca
4,wet_day_rainfall_cv,-0.004963992555966179,0.037402719326171494,ols,pca
4,temperature_mean_c,0.019934854486574772,0.009230070051801174,ols,pca
4,temperature_maximum_c,0.0006395499193306619,0.0018639666069443996,ols,pca
4,growing_degree_days,0.020248820704468783,0.006407324413715528,ols,pca
4,heat_days_32c,0.0,0.0,ols,pca
4,soil_ph,0.0,0.0,ols,pca
4,soil_organic_carbon,0.0,0.0,ols,pca
4,clay_pct,0.0,0.0,ols,pca
4,sand_pct,0.0,0.0,ols,pca
4,silt_pct,0.0,0.0,ols,pca
4,bulk_density,0.0,0.0,ols,pca
4,cation_exchange_capacity,0.0,0.0,ols,pca
4,soil_ph_sd,0.0,0.0,ols,pca
4,soil_organic_carbon_sd,0.0,0.0,ols,pca
4,clay_pct_sd,0.0,0.0,ols,pca
4,sand_pct_sd,0.0,0.0,ols,pca
4,silt_pct_sd,0.0,0.0,ols,pca
4,bulk_density_sd,0.0,0.0,ols,pca
4,cation_exchange_capacity_sd,0.0,0.0,ols,pca
4,season,0.15439272925308192,0.0738398605733488,ols,pca
4,crop,0.23577905094906004,0.29228876757276817,ols,pca
5,rain_total_mm,0.0006369804823877611,0.0015445939439126682,ols,pca
5,rainy_days_1mm,0.0026699870367500544,0.0039394136132152304,ols,pca
5,heavy_rain_days_20mm,-0.004229952993733743,0.0023929976690998957,ols,pca
5,maximum_5day_rainfall_mm,-0.0062119487482806155,0.008117598344841678,ols,pca
5,longest_dry_spell_days,0.003172623079343051,0.004576034677913638,ols,pca
5,wet_day_rainfall_cv,-0.0018280869399732503,0.004814361902730456,ols,pca
5,temperature_mean_c,0.01191447293978265,0.005964858930917938,ols,pca
5,temperature_maximum_c,-0.0035726552321538206,0.004360776441851935,ols,pca
5,growing_degree_days,-0.0006663091553719358,0.006898582728144797,ols,pca
5,heat_days_32c,-0.0006676603650149548,0.0009105143693633205,ols,pca
5,soil_ph,0.0,0.0,ols,pca
5,soil_organic_carbon,0.0,0.0,ols,pca
5,clay_pct,0.0,0.0,ols,pca
5,sand_pct,0.0,0.0,ols,pca
5,silt_pct,0.0,0.0,ols,pca
5,bulk_density,0.0,0.0,ols,pca
5,cation_exchange_capacity,0.0,0.0,ols,pca
5,soil_ph_sd,0.0,0.0,ols,pca
5,soil_organic_carbon_sd,0.0,0.0,ols,pca
5,clay_pct_sd,0.0,0.0,ols,pca
5,sand_pct_sd,0.0,0.0,ols,pca
5,silt_pct_sd,0.0,0.0,ols,pca
5,bulk_density_sd,0.0,0.0,ols,pca
5,cation_exchange_capacity_sd,0.0,0.0,ols,pca
5,season,0.27227615040038006,0.0659360049337431,ols,pca
5,crop,0.8311073408642043,0.1442584843744015,ols,pca
1,rain_total_mm,0.0015441285039285101,0.002872214639546226,ridge,pca
1,rainy_days_1mm,-0.007462570870677121,0.005093821537429971,ridge,pca
1,heavy_rain_days_20mm,0.009605533736126581,0.0027165159292898908,ridge,pca
1,maximum_5day_rainfall_mm,0.04333128560256481,0.00913460448568521,ridge,pca
1,longest_dry_spell_days,0.009931366304199551,0.006470948499624924,ridge,pca
1,wet_day_rainfall_cv,0.07293166730615672,0.011014264178863746,ridge,pca
1,temperature_mean_c,-0.01197532322095709,0.006132580264811277,ridge,pca
1,temperature_maximum_c,-0.018807784840918586,0.009018734210375587,ridge,pca
1,growing_degree_days,-0.02801216598050904,0.02095775221662986,ridge,pca
1,heat_days_32c,0.02570407802877104,0.013128290235254851,ridge,pca
1,soil_ph,0.0,0.0,ridge,pca
1,soil_organic_carbon,0.0,0.0,ridge,pca
1,clay_pct,0.0,0.0,ridge,pca
1,sand_pct,0.0,0.0,ridge,pca
1,silt_pct,0.0,0.0,ridge,pca
1,bulk_density,0.0,0.0,ridge,pca
1,cation_exchange_capacity,0.0,0.0,ridge,pca
1,soil_ph_sd,0.0,0.0,ridge,pca
1,soil_organic_carbon_sd,0.0,0.0,ridge,pca
1,clay_pct_sd,0.0,0.0,ridge,pca
1,sand_pct_sd,0.0,0.0,ridge,pca
1,silt_pct_sd,0.0,0.0,ridge,pca
1,bulk_density_sd,0.0,0.0,ridge,pca
1,cation_exchange_capacity_sd,0.0,0.0,ridge,pca
1,season,0.18327000017788384,0.14984656213102124,ridge,pca
1,crop,1.1387297053745604,0.2973465012297815,ridge,pca
2,rain_total_mm,0.08676022032224973,0.05765684925722709,ridge,pca
2,rainy_days_1mm,0.0067740127132582375,0.0017199068502352023,ridge,pca
2,heavy_rain_days_20mm,-0.002260389999163692,0.006039283479124891,ridge,pca
2,maximum_5day_rainfall_mm,0.0722401148600488,0.04428974459647029,ridge,pca
2,longest_dry_spell_days,-0.0141884815738754,0.0377882276396342,ridge,pca
2,wet_day_rainfall_cv,-0.03803524286714657,0.03021235926582441,ridge,pca
2,temperature_mean_c,0.08296910456716651,0.08176223646646677,ridge,pca
2,temperature_maximum_c,0.038799867958568865,0.01565661114469183,ridge,pca
2,growing_degree_days,0.01224076536877794,0.05230950975931292,ridge,pca
2,heat_days_32c,0.03865654096389663,0.02091092314275451,ridge,pca
2,soil_ph,0.0,0.0,ridge,pca
2,soil_organic_carbon,0.0,0.0,ridge,pca
2,clay_pct,0.0,0.0,ridge,pca
2,sand_pct,0.0,0.0,ridge,pca
2,silt_pct,0.0,0.0,ridge,pca
2,bulk_density,0.0,0.0,ridge,pca
2,cation_exchange_capacity,0.0,0.0,ridge,pca
2,soil_ph_sd,0.0,0.0,ridge,pca
2,soil_organic_carbon_sd,0.0,0.0,ridge,pca
2,clay_pct_sd,0.0,0.0,ridge,pca
2,sand_pct_sd,0.0,0.0,ridge,pca
2,silt_pct_sd,0.0,0.0,ridge,pca
2,bulk_density_sd,0.0,0.0,ridge,pca
2,cation_exchange_capacity_sd,0.0,0.0,ridge,pca
2,season,0.17340809268124593,0.07482548391644428,ridge,pca
2,crop,0.8985851160155119,0.09890687755219674,ridge,pca
3,rain_total_mm,-0.014949725531974512,0.011330248519764547,ridge,pca
3,rainy_days_1mm,-0.01733156607309403,0.0033316781429532437,ridge,pca
3,heavy_rain_days_20mm,0.004805198646490805,0.018764835953484195,ridge,pca
3,maximum_5day_rainfall_mm,0.03767900878080024,0.053842772711886436,ridge,pca
3,longest_dry_spell_days,-0.028377841130191282,0.004485074148433741,ridge,pca
3,wet_day_rainfall_cv,0.06504842697251009,0.022915484592368033,ridge,pca
3,temperature_mean_c,-0.015252121556850674,0.022201152223179442,ridge,pca
3,temperature_maximum_c,-0.026325458266065648,0.02006696936804807,ridge,pca
3,growing_degree_days,-0.01924533835039983,0.026205596263356255,ridge,pca
3,heat_days_32c,-0.0022262938159328003,0.0015481632222570745,ridge,pca
3,soil_ph,0.0,0.0,ridge,pca
3,soil_organic_carbon,0.0,0.0,ridge,pca
3,clay_pct,0.0,0.0,ridge,pca
3,sand_pct,0.0,0.0,ridge,pca
3,silt_pct,0.0,0.0,ridge,pca
3,bulk_density,0.0,0.0,ridge,pca
3,cation_exchange_capacity,0.0,0.0,ridge,pca
3,soil_ph_sd,0.0,0.0,ridge,pca
3,soil_organic_carbon_sd,0.0,0.0,ridge,pca
3,clay_pct_sd,0.0,0.0,ridge,pca
3,sand_pct_sd,0.0,0.0,ridge,pca
3,silt_pct_sd,0.0,0.0,ridge,pca
3,bulk_density_sd,0.0,0.0,ridge,pca
3,cation_exchange_capacity_sd,0.0,0.0,ridge,pca
3,season,0.3263789672648837,0.061738996028499915,ridge,pca
3,crop,1.3371748587270322,0.1808560626557925,ridge,pca
4,rain_total_mm,-0.005880737911953382,0.005751697423247607,ridge,pca
4,rainy_days_1mm,-0.00217762302735256,0.002324751800962979,ridge,pca
4,heavy_rain_days_20mm,-0.002838986142660893,0.007983742672503921,ridge,pca
4,maximum_5day_rainfall_mm,0.02191692564113712,0.02333688747105501,ridge,pca
4,longest_dry_spell_days,-0.00783623000461695,0.017779790485089743,ridge,pca
4,wet_day_rainfall_cv,-0.005319656678038065,0.036352415546490165,ridge,pca
4,temperature_mean_c,0.02033270434729424,0.009318773640816385,ridge,pca
4,temperature_maximum_c,0.0007537199259095573,0.001997201496803642,ridge,pca
4,growing_degree_days,0.02110125941588681,0.00663451965432735,ridge,pca
4,heat_days_32c,0.0,0.0,ridge,pca
4,soil_ph,0.0,0.0,ridge,pca
4,soil_organic_carbon,0.0,0.0,ridge,pca
4,clay_pct,0.0,0.0,ridge,pca
4,sand_pct,0.0,0.0,ridge,pca
4,silt_pct,0.0,0.0,ridge,pca
4,bulk_density,0.0,0.0,ridge,pca
4,cation_exchange_capacity,0.0,0.0,ridge,pca
4,soil_ph_sd,0.0,0.0,ridge,pca
4,soil_organic_carbon_sd,0.0,0.0,ridge,pca
4,clay_pct_sd,0.0,0.0,ridge,pca
4,sand_pct_sd,0.0,0.0,ridge,pca
4,silt_pct_sd,0.0,0.0,ridge,pca
4,bulk_density_sd,0.0,0.0,ridge,pca
4,cation_exchange_capacity_sd,0.0,0.0,ridge,pca
4,season,0.1501170656270494,0.0719409067708349,ridge,pca
4,crop,0.21602772512709673,0.2779992289868045,ridge,pca
5,rain_total_mm,0.0008126779356341096,0.001655941248800687,ridge,pca
5,rainy_days_1mm,0.0027545490752625135,0.004031610279558404,ridge,pca
5,heavy_rain_days_20mm,-0.00419419101004217,0.002396566788697131,ridge,pca
5,maximum_5day_rainfall_mm,-0.00575887290778967,0.008012827044927692,ridge,pca
5,longest_dry_spell_days,0.00256407679565922,0.004360874754970596,ridge,pca
5,wet_day_rainfall_cv,-0.002061943693637014,0.004725130555017121,ridge,pca
5,temperature_mean_c,0.011826502935389316,0.005931079338776384,ridge,pca
5,temperature_maximum_c,-0.0034420911394576147,0.00471609343365545,ridge,pca
5,growing_degree_days,-0.0003668111268515073,0.0071788195587367066,ridge,pca
5,heat_days_32c,-0.000942111008570956,0.0015208157017862324,ridge,pca
5,soil_ph,0.0,0.0,ridge,pca
5,soil_organic_carbon,0.0,0.0,ridge,pca
5,clay_pct,0.0,0.0,ridge,pca
5,sand_pct,0.0,0.0,ridge,pca
5,silt_pct,0.0,0.0,ridge,pca
5,bulk_density,0.0,0.0,ridge,pca
5,cation_exchange_capacity,0.0,0.0,ridge,pca
5,soil_ph_sd,0.0,0.0,ridge,pca
5,soil_organic_carbon_sd,0.0,0.0,ridge,pca
5,clay_pct_sd,0.0,0.0,ridge,pca
5,sand_pct_sd,0.0,0.0,ridge,pca
5,silt_pct_sd,0.0,0.0,ridge,pca
5,bulk_density_sd,0.0,0.0,ridge,pca
5,cation_exchange_capacity_sd,0.0,0.0,ridge,pca
5,season,0.26604645671720184,0.06743828594978225,ridge,pca
5,crop,0.8014829766065951,0.15137357100155285,ridge,pca
1,rain_total_mm,0.0,0.0,dummy_mean,hybrid
1,rainy_days_1mm,0.0,0.0,dummy_mean,hybrid
1,heavy_rain_days_20mm,0.0,0.0,dummy_mean,hybrid
1,maximum_5day_rainfall_mm,0.0,0.0,dummy_mean,hybrid
1,longest_dry_spell_days,0.0,0.0,dummy_mean,hybrid
1,wet_day_rainfall_cv,0.0,0.0,dummy_mean,hybrid
1,temperature_mean_c,0.0,0.0,dummy_mean,hybrid
1,temperature_maximum_c,0.0,0.0,dummy_mean,hybrid
1,growing_degree_days,0.0,0.0,dummy_mean,hybrid
1,heat_days_32c,0.0,0.0,dummy_mean,hybrid
1,soil_ph,0.0,0.0,dummy_mean,hybrid
1,soil_organic_carbon,0.0,0.0,dummy_mean,hybrid
1,clay_pct,0.0,0.0,dummy_mean,hybrid
1,sand_pct,0.0,0.0,dummy_mean,hybrid
1,silt_pct,0.0,0.0,dummy_mean,hybrid
1,bulk_density,0.0,0.0,dummy_mean,hybrid
1,cation_exchange_capacity,0.0,0.0,dummy_mean,hybrid
1,soil_ph_sd,0.0,0.0,dummy_mean,hybrid
1,soil_organic_carbon_sd,0.0,0.0,dummy_mean,hybrid
1,clay_pct_sd,0.0,0.0,dummy_mean,hybrid
1,sand_pct_sd,0.0,0.0,dummy_mean,hybrid
1,silt_pct_sd,0.0,0.0,dummy_mean,hybrid
1,bulk_density_sd,0.0,0.0,dummy_mean,hybrid
1,cation_exchange_capacity_sd,0.0,0.0,dummy_mean,hybrid
1,season,0.0,0.0,dummy_mean,hybrid
1,crop,0.0,0.0,dummy_mean,hybrid
2,rain_total_mm,0.0,0.0,dummy_mean,hybrid
2,rainy_days_1mm,0.0,0.0,dummy_mean,hybrid
2,heavy_rain_days_20mm,0.0,0.0,dummy_mean,hybrid
2,maximum_5day_rainfall_mm,0.0,0.0,dummy_mean,hybrid
2,longest_dry_spell_days,0.0,0.0,dummy_mean,hybrid
2,wet_day_rainfall_cv,0.0,0.0,dummy_mean,hybrid
2,temperature_mean_c,0.0,0.0,dummy_mean,hybrid
2,temperature_maximum_c,0.0,0.0,dummy_mean,hybrid
2,growing_degree_days,0.0,0.0,dummy_mean,hybrid
2,heat_days_32c,0.0,0.0,dummy_mean,hybrid
2,soil_ph,0.0,0.0,dummy_mean,hybrid
2,soil_organic_carbon,0.0,0.0,dummy_mean,hybrid
2,clay_pct,0.0,0.0,dummy_mean,hybrid
2,sand_pct,0.0,0.0,dummy_mean,hybrid
2,silt_pct,0.0,0.0,dummy_mean,hybrid
2,bulk_density,0.0,0.0,dummy_mean,hybrid
2,cation_exchange_capacity,0.0,0.0,dummy_mean,hybrid
2,soil_ph_sd,0.0,0.0,dummy_mean,hybrid
2,soil_organic_carbon_sd,0.0,0.0,dummy_mean,hybrid
2,clay_pct_sd,0.0,0.0,dummy_mean,hybrid
2,sand_pct_sd,0.0,0.0,dummy_mean,hybrid
2,silt_pct_sd,0.0,0.0,dummy_mean,hybrid
2,bulk_density_sd,0.0,0.0,dummy_mean,hybrid
2,cation_exchange_capacity_sd,0.0,0.0,dummy_mean,hybrid
2,season,0.0,0.0,dummy_mean,hybrid
2,crop,0.0,0.0,dummy_mean,hybrid
3,rain_total_mm,0.0,0.0,dummy_mean,hybrid
3,rainy_days_1mm,0.0,0.0,dummy_mean,hybrid
3,heavy_rain_days_20mm,0.0,0.0,dummy_mean,hybrid
3,maximum_5day_rainfall_mm,0.0,0.0,dummy_mean,hybrid
3,longest_dry_spell_days,0.0,0.0,dummy_mean,hybrid
3,wet_day_rainfall_cv,0.0,0.0,dummy_mean,hybrid
3,temperature_mean_c,0.0,0.0,dummy_mean,hybrid
3,temperature_maximum_c,0.0,0.0,dummy_mean,hybrid
3,growing_degree_days,0.0,0.0,dummy_mean,hybrid
3,heat_days_32c,0.0,0.0,dummy_mean,hybrid
3,soil_ph,0.0,0.0,dummy_mean,hybrid
3,soil_organic_carbon,0.0,0.0,dummy_mean,hybrid
3,clay_pct,0.0,0.0,dummy_mean,hybrid
3,sand_pct,0.0,0.0,dummy_mean,hybrid
3,silt_pct,0.0,0.0,dummy_mean,hybrid
3,bulk_density,0.0,0.0,dummy_mean,hybrid
3,cation_exchange_capacity,0.0,0.0,dummy_mean,hybrid
3,soil_ph_sd,0.0,0.0,dummy_mean,hybrid
3,soil_organic_carbon_sd,0.0,0.0,dummy_mean,hybrid
3,clay_pct_sd,0.0,0.0,dummy_mean,hybrid
3,sand_pct_sd,0.0,0.0,dummy_mean,hybrid
3,silt_pct_sd,0.0,0.0,dummy_mean,hybrid
3,bulk_density_sd,0.0,0.0,dummy_mean,hybrid
3,cation_exchange_capacity_sd,0.0,0.0,dummy_mean,hybrid
3,season,0.0,0.0,dummy_mean,hybrid
3,crop,0.0,0.0,dummy_mean,hybrid
4,rain_total_mm,0.0,0.0,dummy_mean,hybrid
4,rainy_days_1mm,0.0,0.0,dummy_mean,hybrid
4,heavy_rain_days_20mm,0.0,0.0,dummy_mean,hybrid
4,maximum_5day_rainfall_mm,0.0,0.0,dummy_mean,hybrid
4,longest_dry_spell_days,0.0,0.0,dummy_mean,hybrid
4,wet_day_rainfall_cv,0.0,0.0,dummy_mean,hybrid
4,temperature_mean_c,0.0,0.0,dummy_mean,hybrid
4,temperature_maximum_c,0.0,0.0,dummy_mean,hybrid
4,growing_degree_days,0.0,0.0,dummy_mean,hybrid
4,heat_days_32c,0.0,0.0,dummy_mean,hybrid
4,soil_ph,0.0,0.0,dummy_mean,hybrid
4,soil_organic_carbon,0.0,0.0,dummy_mean,hybrid
4,clay_pct,0.0,0.0,dummy_mean,hybrid
4,sand_pct,0.0,0.0,dummy_mean,hybrid
4,silt_pct,0.0,0.0,dummy_mean,hybrid
4,bulk_density,0.0,0.0,dummy_mean,hybrid
4,cation_exchange_capacity,0.0,0.0,dummy_mean,hybrid
4,soil_ph_sd,0.0,0.0,dummy_mean,hybrid
4,soil_organic_carbon_sd,0.0,0.0,dummy_mean,hybrid
4,clay_pct_sd,0.0,0.0,dummy_mean,hybrid
4,sand_pct_sd,0.0,0.0,dummy_mean,hybrid
4,silt_pct_sd,0.0,0.0,dummy_mean,hybrid
4,bulk_density_sd,0.0,0.0,dummy_mean,hybrid
