crop,sub_region,season_group,area_planted_ha,area_harvested_ha,production_mt,yield_over_harvested,yield_over_planted,cv_area_planted_pct,cv_area_harvested_pct,cv_production_pct,harvest_loss_ratio,year,daily_year,daily_season_total_mm,daily_longest_dry_spell_days,daily_dry_spell_count_7d,daily_dry_spell_count_10d,daily_rain_days_1mm,daily_rain_days_10mm,daily_rain_days_20mm,daily_mean_wet_day_rainfall,daily_maximum_5day_rainfall,daily_season_onset_day,daily_season_cessation_day,daily_season_length_days,daily_false_onset_flag,temp_year,temp_season_gdd,temp_heat_days,temp_extreme_heat_days,temp_warm_night_days,temp_heatwave_count,rain_MAM,rain_SON,rain_DJF,rain_JJA,rain_annual_rainfall,rain_rain_cv,rain_max_monthly,rain_min_monthly,rain_rainy_months,rain_rainfall_anomaly,rain_rainfall_zscore,rain_MAM_anomaly,rain_MAM_zscore,rain_SON_anomaly,rain_SON_zscore,soil_lat,soil_lon,soil_clay,soil_sand,soil_silt,soil_soc,soil_bdod,soil_cec,soil_phh2o,target_cv,target_reliability_weight,high_uncertainty_flag,yield_consistency_ok,yield_source,rainfall_source,temperature_source,soil_source,soil_moisture_source,yield_granularity,is_proxy,is_imputed,data_quality_score,data_quality_note
maize,Acholi,first_season_2020,47942.14032561288,41732.53402677024,67894.06728161349,1.6268858066002263,1.4161667964861675,16.589763354664175,17.47189964546245,20.00325538597934,0.1295229261077688,2020,2020.0,572.7000713534653,9.625,1.0,0.5,70.125,17.875,1.875,8.171791002696578,57.323903918266296,66.375,91.5,26.125,0.0,2020.0,1725.021875,32.125,4.25,36.625,4.25,429.8889408111572,490.3651552200317,69.14666032791138,518.1679534912109,1507.5687098503113,0.5593996689194904,228.0890274047852,16.66800856590271,9.0,185.7858531475067,1.6576316046658746,46.66194772720337,0.7774568923056622,104.91718101501463,1.6678938868094362,2.948992569163029,32.58856664393185,35.916666666666664,39.8,24.279166666666665,23.097916666666663,1.290625,21.222916666666663,6.214583333333334,20.00325538597934,4.99918628595283,0,True,AAS2020_subregion,CHIRPS_v2.0_monthly+CHIRPS_v2.0_daily_climateserv,NASA_POWER_daily,,,subregion,False,False,A,"Yields from official AAS subregion estimates. Climate features from district centroids (CHIRPS monthly + CHIRPS daily via ClimateSERV + NASA POWER), aggregated to subregion by district mean."
maize,Acholi,second_season_2020,10696.561668655642,6348.980979146792,12646.657888078616,1.9919193221111424,1.1823105666877405,18.42136967448647,19.386080764407403,21.47042551825298,0.4064465595751816,2020,2020.0,689.2091083079576,7.25,0.75,0.0,73.75,24.375,4.625,9.378765549747122,71.7936801314354,215.25,326.25,112.0,0.0,2020.0,1576.105,1.25,0.0,3.5,0.0,429.8889408111572,490.3651552200317,69.14666032791138,518.1679534912109,1507.5687098503113,0.5593996689194904,228.0890274047852,16.66800856590271,9.0,185.7858531475067,1.6576316046658746,46.66194772720337,0.7774568923056622,104.91718101501463,1.6678938868094362,2.948992569163029,32.58856664393185,35.916666666666664,39.8,24.279166666666665,23.097916666666663,1.290625,21.222916666666663,6.214583333333334,21.47042551825298,4.657569544440816,0,True,AAS2020_subregion,CHIRPS_v2.0_monthly+CHIRPS_v2.0_daily_climateserv,NASA_POWER_daily,,,subregion,False,False,A,"Yields from official AAS subregion estimates. Climate features from district centroids (CHIRPS monthly + CHIRPS daily via ClimateSERV + NASA POWER), aggregated to subregion by district mean."
maize,Acholi,total_2020,58638.70199426852,48081.51500591704,80540.7251696921,1.6750870924050658,1.3735079807456232,13.30403559187106,15.445166147719688,16.958306618026867,0.1800378696885781,2020,2020.0,1261.909179661423,9.75,1.75,0.5,143.875,42.25,6.5,8.578404892374339,71.7936801314354,66.375,326.25,260.875,0.0,2020.0,3301.126875,33.375,4.25,40.125,4.25,429.8889408111572,490.3651552200317,69.14666032791138,518.1679534912109,1507.5687098503113,0.5593996689194904,228.0890274047852,16.66800856590271,9.0,185.7858531475067,1.6576316046658746,46.66194772720337,0.7774568923056622,104.91718101501463,1.6678938868094362,2.948992569163029,32.58856664393185,35.916666666666664,39.8,24.279166666666665,23.097916666666663,1.290625,21.222916666666663,6.214583333333334,16.958306618026867,5.896815186352328,0,True,AAS2020_subregion,CHIRPS_v2.0_monthly+CHIRPS_v2.0_daily_climateserv,NASA_POWER_daily,,,subregion,False,False,A,"Yields from official AAS subregion estimates. Climate features from district centroids (CHIRPS monthly + CHIRPS daily via ClimateSERV + NASA POWER), aggregated to subregion by district mean."
maize,Ankole,first_season_2020,8773.79237101778,8025.209403876534,18387.17996876993,2.291177593433027,2.095693537210635,19.024986164773527,20.499349643686564,20.05132831229202,0.0853203421605939,2020,2020.0,349.7021957648918,13.5,3.6,1.1,43.6,10.6,3.3,8.008444253579558,73.6520622253418,79.7,170.1,91.4,0.0,2020.0,1337.8425,0.0,0.0,0.0,0.0,310.6848606109619,444.8346336364746,271.2373676300049,111.68549699783324,1138.4423588752747,0.6943823472467304,239.6933395385742,12.007702255249024,8.7,83.51945714950561,0.8827483995985753,-3.015725326538086,0.0359051322627761,55.38612518310547,0.9817632327328776,-0.4857880185004249,30.39304382746005,36.69166666666666,34.480000000000004,28.84,29.723333333333336,1.2521666666666669,22.166666666666664,5.866666666666666,20.05132831229202,4.98720077007054,0,True,AAS2020_subregion,CHIRPS_v2.0_monthly+CHIRPS_v2.0_daily_climateserv,NASA_POWER_daily,,,subregion,False,False,A,"Yields from official AAS subregion estimates. Climate features from district centroids (CHIRPS monthly + CHIRPS daily via ClimateSERV + NASA POWER), aggregated to subregion by district mean."
maize,Ankole,second_season_2020,11986.055961617616,7469.261789492012,35452.1339451982,4.746403988018382,2.9577814469350803,13.196671304950222,15.758581518624698,16.529419799404966,0.376837400608634,2020,2020.0,503.3400412417949,7.9,0.8,0.3,57.2,17.0,3.5,8.7841959363282,80.87566123008727,263.4,324.6,62.2,0.2,2020.0,1343.2685,0.0,0.0,0.0,0.0,310.6848606109619,444.8346336364746,271.2373676300049,111.68549699783324,1138.4423588752747,0.6943823472467304,239.6933395385742,12.007702255249024,8.7,83.51945714950561,0.8827483995985753,-3.015725326538086,0.0359051322627761,55.38612518310547,0.9817632327328776,-0.4857880185004249,30.39304382746005,36.69166666666666,34.480000000000004,28.84,29.723333333333336,1.2521666666666669,22.166666666666664,5.866666666666666,16.529419799404966,6.049819123330623,0,True,AAS2020_subregion,CHIRPS_v2.0_monthly+CHIRPS_v2.0_daily_climateserv,NASA_POWER_daily,,,subregion,False,False,A,"Yields from official AAS subregion estimates. Climate features from district centroids (CHIRPS monthly + CHIRPS daily via ClimateSERV + NASA POWER), aggregated to subregion by district mean."
maize,Ankole,total_2020,20759.8483326354,15494.471193368548,53839.31391396813,3.474743554785576,2.5934348387955395,14.60853377532311,17.349762463883344,16.65697322495451,0.2536327363716547,2020,2020.0,853.0422370066866,13.5,4.4,1.4,100.8,27.6,6.8,8.286924300112421,88.41481127738953,79.7,324.6,245.9,0.2,2020.0,2681.111,0.0,0.0,0.0,0.0,310.6848606109619,444.8346336364746,271.2373676300049,111.68549699783324,1138.4423588752747,0.6943823472467304,239.6933395385742,12.007702255249024,8.7,83.51945714950561,0.8827483995985753,-3.015725326538086,0.0359051322627761,55.38612518310547,0.9817632327328776,-0.4857880185004249,30.39304382746005,36.69166666666666,34.480000000000004,28.84,29.723333333333336,1.2521666666666669,22.166666666666664,5.866666666666666,16.65697322495451,6.003491669794235,0,True,AAS2020_subregion,CHIRPS_v2.0_monthly+CHIRPS_v2.0_daily_climateserv,NASA_POWER_daily,,,subregion,False,False,A,"Yields from official AAS subregion estimates. Climate features from district centroids (CHIRPS monthly + CHIRPS daily via ClimateSERV + NASA POWER), aggregated to subregion by district mean."
maize,Bukedi,first_season_2020,46005.41547499803,44579.344761353,68965.01039394768,1.5470171390615697,1.499062875139715,9.875934481201492,9.809122856761505,11.446508316265888,0.0309978879425627,2020,2020.0,809.6237435787916,7.333333333333333,0.6666666666666666,0.1666666666666666,77.66666666666667,30.0,6.666666666666667,10.415271057329736,88.75836904843648,65.0,158.83333333333334,94.83333333333331,0.0,2020.0,1534.1625,6.666666666666667,0.0,13.666666666666666,0.6666666666666666,667.2053387959799,794.5850397745768,203.4081185658773,452.7071622212728,2117.9056593577066,0.560799035660458,393.3497365315755,49.560106913248696,11.0,745.7673250834147,5.829329549863792,168.30182266235352,2.438865671778767,402.9198913574219,5.631585246250869,0.8889265350005031,33.93278031056312,39.98888888888889,37.0,23.030555555555555,22.21388888888889,1.3194444444444444,19.625,5.861111111111111,11.446508316265888,8.73628859011062,0,True,AAS2020_subregion,CHIRPS_v2.0_monthly+CHIRPS_v2.0_daily_climateserv,NASA_POWER_daily,,,subregion,False,False,A,"Yields from official AAS subregion estimates. Climate features from district centroids (CHIRPS monthly + CHIRPS daily via ClimateSERV + NASA POWER), aggregated to subregion by district mean."
maize,Bukedi,second_season_2020,38307.0939749609,19856.169874066632,51510.81005911016,2.594196684748674,1.344680703077601,10.48923636761742,12.632343295255431,12.560235646556675,0.481658152219914,2020,2020.0,992.2721540729204,4.666666666666667,0.0,0.0,78.33333333333333,39.16666666666666,11.166666666666666,12.62093760744031,138.83227117856345,219.66666666666663,334.0,115.33333333333331,0.0,2020.0,1501.6674999999998,0.0,0.0,1.0,0.0,667.2053387959799,794.5850397745768,203.4081185658773,452.7071622212728,2117.9056593577066,0.560799035660458,393.3497365315755,49.560106913248696,11.0,745.7673250834147,5.829329549863792,168.30182266235352,2.438865671778767,402.9198913574219,5.631585246250869,0.8889265350005031,33.93278031056312,39.98888888888889,37.0,23.030555555555555,22.21388888888889,1.3194444444444444,19.625,5.861111111111111,12.560235646556675,7.961634065951182,0,True,AAS2020_subregion,CHIRPS_v2.0_monthly+CHIRPS_v2.0_daily_climateserv,NASA_POWER_daily,,,subregion,False,False,A,"Yields from official AAS subregion estimates. Climate features from district centroids (CHIRPS monthly + CHIRPS daily via ClimateSERV + NASA POWER), aggregated to subregion by district mean."
maize,Bukedi,total_2020,84312.50944995893,64435.51463541963,120475.82045305784,1.8697114647833253,1.4289198748681833,9.070555188461109,9.033549190034975,10.570414759153104,0.2357538038449285,2020,2020.0,1801.895897651712,7.333333333333333,0.6666666666666666,0.1666666666666666,156.0,69.16666666666667,17.833333333333332,11.152388814397248,138.83227117856345,65.0,334.0,270.0,0.0,2020.0,3035.83,6.666666666666667,0.0,14.666666666666666,0.6666666666666666,667.2053387959799,794.5850397745768,203.4081185658773,452.7071622212728,2117.9056593577066,0.560799035660458,393.3497365315755,49.560106913248696,11.0,745.7673250834147,5.829329549863792,168.30182266235352,2.438865671778767,402.9198913574219,5.631585246250869,0.8889265350005031,33.93278031056312,39.98888888888889,37.0,23.030555555555555,22.21388888888889,1.3194444444444444,19.625,5.861111111111111,10.570414759153104,9.46036671961318,0,True,AAS2020_subregion,CHIRPS_v2.0_monthly+CHIRPS_v2.0_daily_climateserv,NASA_POWER_daily,,,subregion,False,False,A,"Yields from official AAS subregion estimates. Climate features from district centroids (CHIRPS monthly + CHIRPS daily via ClimateSERV + NASA POWER), aggregated to subregion by district mean."
maize,Bunyoro,first_season_2020,175979.4170716595,170452.2552073215,399310.89354733896,2.3426553850030096,2.269077260238554,15.251338188788091,15.331678571489354,15.499039803341756,0.0314080018919901,2020,2020.0,495.56492937462673,8.285714285714286,0.8571428571428571,0.2857142857142857,61.285714285714285,17.142857142857142,2.142857142857143,8.112740533440107,60.977203028542654,71.28571428571429,150.28571428571428,80.0,0.0,2020.0,1656.509285714286,18.428571428571427,0.0,42.0,2.2857142857142856,401.13837759835377,464.5933271135603,116.57960183279856,357.61904580252514,1339.9303523472377,0.475642250642621,186.5789315359933,29.1850095476423,9.571428571428571,110.54870523725238,1.1906279809710258,-7.240126473563058,-0.1239286595333511,47.28554316929409,0.886999619780174,1.4080781187891254,31.39340891821776,35.91904761904762,40.12142857142857,23.942857142857143,27.39047619047619,1.275952380952381,19.571428571428573,5.892857142857143,15.499039803341756,6.452012593608473,0,True,AAS2020_subregion,CHIRPS_v2.0_monthly+CHIRPS_v2.0_daily_climateserv,NASA_POWER_daily,,,subregion,False,False,A,"Yields from official AAS subregion estimates. Climate features from district centroids (CHIRPS monthly + CHIRPS daily via ClimateSERV + NASA POWER), aggregated to subregion by district mean."
