crop,table_id,entity_type,sub_region,season_group,area_planted_ha,production_mt,yield_mt_per_ha_production_over_planted,cv_area_planted_pct,cv_production_pct,year
banana_sweet,Table 6-23,sub_region,Elgon,second_season_2020,7776.4555152835555,18483.755036020146,2.3768868734210415,18.524934153565017,20.010381052485464,2020
banana_sweet,Table 6-23,sub_region,Elgon,total_2020,7776.4555152835555,40857.869144981654,5.25404781968869,18.548804817100894,19.17950752513366,2020
banana_sweet,Table 6-23,sub_region,Karamoja,first_season_2020,207.03273092858058,,0.0,100.00000000000004,,2020
banana_sweet,Table 6-23,sub_region,Karamoja,total_2020,0.0,0.0,,100.00000000000004,,2020
banana_sweet,Table 6-23,sub_region,Kigezi,first_season_2020,932.4107733223852,3272.114570780822,3.5093058385860942,39.07185173577676,40.93625843354243,2020
banana_sweet,Table 6-23,sub_region,Kigezi,second_season_2020,1073.2005254853789,3650.3174933777595,3.4013377804924407,35.77557093625806,38.57669734275107,2020
banana_sweet,Table 6-23,sub_region,Kigezi,total_2020,1073.2005254853789,6922.432064158582,6.450268984939005,36.40697856364027,38.85609885098732,2020
banana_sweet,Table 6-23,sub_region,Lango,first_season_2020,2905.1475131765396,5732.8499233794255,1.9733421099540058,30.64047392084783,33.90630940927667,2020
banana_sweet,Table 6-23,sub_region,Lango,second_season_2020,1585.0822421648375,5890.621815766551,3.7162878108591966,33.88495665818714,31.91505202493804,2020
banana_sweet,Table 6-23,sub_region,Lango,total_2020,1585.0822421648375,11623.471739145976,7.333040160282874,29.082457382062017,31.31479735374752,2020
banana_sweet,Table 6-23,sub_region,North Buganda,first_season_2020,18073.764246922852,54504.53505362986,3.015671462180853,23.817132523681188,23.192171084516644,2020
banana_sweet,Table 6-23,sub_region,North Buganda,second_season_2020,15899.125311981448,48434.968419534,3.0463920164862035,21.66039637823188,30.490095874351557,2020
banana_sweet,Table 6-23,sub_region,North Buganda,total_2020,15899.125311981448,102939.50347316386,6.474538784570086,22.258083206185916,26.144840183562142,2020
banana_sweet,Table 6-23,sub_region,South Buganda,first_season_2020,2295.5698803267833,19605.760305680356,8.54069417520385,39.8110836127512,49.60837931995057,2020
banana_sweet,Table 6-23,sub_region,South Buganda,second_season_2020,2438.5126523183226,14153.489440214467,5.804148453672602,36.02573720497077,38.66412646836601,2020
banana_sweet,Table 6-23,sub_region,South Buganda,total_2020,2438.5126523183226,33759.24974589482,13.844197082102284,37.17105547566847,41.296065973379164,2020
banana_sweet,Table 6-23,sub_region,Teso,first_season_2020,857.4736852326635,2095.9411251921683,2.4443212209170757,29.0725247086765,41.575079844552334,2020
banana_sweet,Table 6-23,sub_region,Teso,second_season_2020,1700.993477418175,2766.696923488347,1.6265182437311472,21.5194213394586,32.06930006027331,2020
banana_sweet,Table 6-23,sub_region,Teso,total_2020,1700.993477418175,4862.638048680516,2.8587047000680985,20.651121202074656,31.701637701247137,2020
banana_sweet,Table 6-23,sub_region,Tooro,first_season_2020,1528.3720041883755,4154.542656212153,2.7182797413371724,39.748002765162354,27.74360669727407,2020
banana_sweet,Table 6-23,sub_region,Tooro,second_season_2020,4608.2892990383725,5766.064700764057,1.251237569214086,35.50617646347642,33.53747733680708,2020
banana_sweet,Table 6-23,sub_region,Tooro,total_2020,4608.2892990383725,9920.60735697621,2.152774427388137,32.28126909241057,29.51951932618317,2020
banana_sweet,Table 6-23,sub_region,Uganda,first_season_2020,42640.687617258205,145915.29270204695,3.4219732573681534,11.419524090958003,11.719999810489226,2020
banana_sweet,Table 6-23,sub_region,Uganda,second_season_2020,44909.38856250714,126775.17368593698,2.8229102587198427,10.637648400639005,13.53186080718739,2020
banana_sweet,Table 6-23,sub_region,Uganda,total_2020,44909.38856250714,272690.466387984,6.072014674803237,10.443008500024545,12.228015214218212,2020
banana_sweet,Table 6-23,sub_region,West Nile,first_season_2020,1358.6265366747034,3622.3101211721864,2.666155873885656,27.87877523655982,38.06317180766397,2020
banana_sweet,Table 6-23,sub_region,West Nile,second_season_2020,1014.7451250395802,3009.3386933068286,2.965610397181705,31.21682873787671,31.098570879474863,2020
banana_sweet,Table 6-23,sub_region,West Nile,total_2020,1014.7451250395802,6631.648814479015,6.535285216788153,27.698409966005155,31.630119486764208,2020
