crop,table_id,entity_type,sub_region,season_group,area_planted_ha,production_mt,yield_mt_per_ha_production_over_planted,cv_area_planted_pct,cv_production_pct,year
banana_beer,Table 6-25,sub_region,Acholi,first_season_2020,1062.7403700452692,5867.579888301724,5.521179070342256,45.76365080187975,46.85987604491357,2020
banana_beer,Table 6-25,sub_region,Acholi,second_season_2020,895.562819754965,5366.16955360658,5.991952139186415,30.89806996936753,43.42166598934231,2020
banana_beer,Table 6-25,sub_region,Acholi,total_2020,895.562819754965,11233.749441908305,12.543787207447908,37.17237209608401,44.088912123625846,2020
banana_beer,Table 6-25,sub_region,Ankole,first_season_2020,2155.5776628322656,23650.27243536846,10.971663347213292,25.433551104176928,24.927739743980975,2020
banana_beer,Table 6-25,sub_region,Ankole,second_season_2020,1051.6825725576884,21852.450403926887,20.77856092145922,27.23002474088203,22.4616515919699,2020
banana_beer,Table 6-25,sub_region,Ankole,total_2020,1051.6825725576884,45502.72283929535,43.2665939577499,25.347945927333377,22.86104195306336,2020
banana_beer,Table 6-25,sub_region,Bukedi,first_season_2020,665.37516780254,1275.1788143623376,1.9164809209422824,34.082205293607274,33.32510514025497,2020
banana_beer,Table 6-25,sub_region,Bukedi,second_season_2020,435.60135357671174,1065.25818964315,2.4454887040555358,32.951059742646976,36.13337012874177,2020
banana_beer,Table 6-25,sub_region,Bukedi,total_2020,435.60135357671174,2340.4370040054873,5.3728873539721995,33.26776739729784,33.047123274154885,2020
banana_beer,Table 6-25,sub_region,Bunyoro,first_season_2020,790.2864867014229,5986.234957078435,7.574765680309661,64.79622393303059,60.069629385359036,2020
banana_beer,Table 6-25,sub_region,Bunyoro,second_season_2020,456.32688037522746,2767.0105065837206,6.0636588059604755,57.30342700108494,66.25457926695928,2020
banana_beer,Table 6-25,sub_region,Bunyoro,total_2020,456.32688037522746,8753.245463662155,19.181963281375307,52.01356672286482,51.212215127620276,2020
banana_beer,Table 6-25,sub_region,Busoga,first_season_2020,1277.1542288011706,5790.01095449467,4.533525257892771,39.99694683239511,39.50625793249396,2020
banana_beer,Table 6-25,sub_region,Busoga,second_season_2020,1015.1696689722215,2942.386472534854,2.8984184244923177,46.16231897424276,38.877163531836636,2020
banana_beer,Table 6-25,sub_region,Busoga,total_2020,1015.1696689722215,8732.397427029524,8.601909310263752,41.26776861317532,37.19891707669208,2020
banana_beer,Table 6-25,sub_region,Elgon,first_season_2020,19.101885795423293,93.29218743053616,4.883925515505305,81.39202768803653,88.43444622366596,2020
banana_beer,Table 6-25,sub_region,Elgon,second_season_2020,32.33261156443734,90.42556935153604,2.79672952403867,88.71216821920333,99.99999999999997,2020
banana_beer,Table 6-25,sub_region,Elgon,total_2020,32.33261156443734,183.7177567820722,5.682119318321427,85.84108643331135,70.19410285620656,2020
banana_beer,Table 6-25,sub_region,Karamoja,total_2020,0.0,0.0,,,,2020
banana_beer,Table 6-25,sub_region,Kigezi,first_season_2020,2597.1561184461502,22030.77076053573,8.482651698934639,33.70313063522653,33.229182264624356,2020
banana_beer,Table 6-25,sub_region,Kigezi,second_season_2020,1275.7933594624985,26871.493281166277,21.062574970987026,35.91461239557566,42.26680263628959,2020
banana_beer,Table 6-25,sub_region,Kigezi,total_2020,1275.7933594624985,48902.264041702,38.33086579342669,31.853874555282136,37.624487228137596,2020
banana_beer,Table 6-25,sub_region,Lango,total_2020,0.0,0.0,,,,2020
banana_beer,Table 6-25,sub_region,North Buganda,first_season_2020,3316.595276286649,18428.577583733193,5.556474652031204,43.91449127478012,51.79076180843937,2020
banana_beer,Table 6-25,sub_region,North Buganda,second_season_2020,10302.760209808164,23596.744804815902,2.290332330781798,64.5620037888382,63.017707121196985,2020
banana_beer,Table 6-25,sub_region,North Buganda,total_2020,10302.760209808164,42025.322388549095,4.079035281102752,52.60313711998684,45.34663966519781,2020
banana_beer,Table 6-25,sub_region,South Buganda,first_season_2020,1520.4965978040923,12968.35056699767,8.529023074255225,94.49652189270367,78.92429652001903,2020
banana_beer,Table 6-25,sub_region,South Buganda,second_season_2020,1139.5280275576904,3603.67523374542,3.1624279057611666,94.56372972250863,73.63243590235999,2020
banana_beer,Table 6-25,sub_region,South Buganda,total_2020,1139.5280275576904,16572.02580074309,14.542885650878915,94.52530596027373,73.84901742144737,2020
banana_beer,Table 6-25,sub_region,Teso,total_2020,0.0,0.0,,,,2020
banana_beer,Table 6-25,sub_region,Tooro,first_season_2020,865.3937608652038,7388.670656718499,8.53792919575876,43.383869955662036,47.698471006927115,2020
banana_beer,Table 6-25,sub_region,Tooro,second_season_2020,609.5867204282654,11187.924523835032,18.35329436962628,44.48195393083731,44.481953789190136,2020
banana_beer,Table 6-25,sub_region,Tooro,total_2020,609.5867204282654,18576.59518055353,30.474081140584126,42.73413682207506,41.48728016020299,2020
banana_beer,Table 6-25,sub_region,Uganda,first_season_2020,14312.060676355111,104084.41902490403,7.272497048371337,17.40642782835082,17.261311349933813,2020
banana_beer,Table 6-25,sub_region,Uganda,second_season_2020,17305.219910851025,99780.08000127014,5.765894944721521,39.260908988160786,20.450089432350143,2020
banana_beer,Table 6-25,sub_region,Uganda,total_2020,17305.219910851025,203864.49902617413,11.780520564106984,24.947832471364954,16.086673583344705,2020
banana_beer,Table 6-25,sub_region,West Nile,first_season_2020,42.18312097492412,605.4802198827521,14.35361362291523,87.3219701009993,83.785620106668,2020
banana_beer,Table 6-25,sub_region,West Nile,second_season_2020,90.8756867931529,436.5414620607754,4.803721187322757,72.37534246410584,70.59652480247266,2020
banana_beer,Table 6-25,sub_region,West Nile,total_2020,90.8756867931529,1042.0216819435275,11.466451794915507,69.96165015279342,76.48316033996542,2020
