crop,table_id,entity_type,sub_region,season_group,area_planted_ha,production_mt,yield_mt_per_ha_production_over_planted,cv_area_planted_pct,cv_production_pct,year
coffee_robusta,Table 6-29,sub_region,Acholi,first_season_2020,5.566760822004785,3.00189334956104,0.5392531573648522,99.99999999999999,100.00000000000009,2020
coffee_robusta,Table 6-29,sub_region,Acholi,second_season_2020,5.566760822004785,6.00378669912208,1.0785063147297045,99.9999999999999,,2020
coffee_robusta,Table 6-29,sub_region,Acholi,total_2020,5.566760822004785,9.00568004868312,1.6177594720945565,100.00000000000007,,2020
coffee_robusta,Table 6-29,sub_region,Ankole,first_season_2020,48101.474081831344,23724.418919064916,0.4932160473648767,13.728902842703434,15.284656580323228,2020
coffee_robusta,Table 6-29,sub_region,Ankole,second_season_2020,47370.40137093004,11526.054952934383,0.24331765447120776,51.227495606484695,43.33037369559084,2020
coffee_robusta,Table 6-29,sub_region,Ankole,total_2020,47370.40137093004,35250.4738719993,0.7441455603462879,47.433046395509145,73.32468732402336,2020
coffee_robusta,Table 6-29,sub_region,Bukedi,first_season_2020,266.62094857930117,19.61444442358204,0.07356677908505793,60.04708419873198,63.70199399986386,2020
coffee_robusta,Table 6-29,sub_region,Bukedi,second_season_2020,266.62094857930117,40.270671634749014,0.15104091351160764,73.75981486137056,70.19219930327213,2020
coffee_robusta,Table 6-29,sub_region,Bukedi,total_2020,266.62094857930117,59.88511605833105,0.22460769259666555,73.75981486137056,65.32216139817973,2020
coffee_robusta,Table 6-29,sub_region,Bunyoro,first_season_2020,20633.869269072628,2209.5796458970926,0.10708508506492057,19.928256066956234,42.43806185120435,2020
coffee_robusta,Table 6-29,sub_region,Bunyoro,second_season_2020,19011.476401998516,7238.72165904233,0.3807553661787879,33.56734499969314,100.00000000000004,2020
coffee_robusta,Table 6-29,sub_region,Bunyoro,total_2020,19011.476401998516,9448.301304939423,0.49697883032094253,33.14839134965419,36.76862234909069,2020
