crop,table_id,entity_type,sub_region,season_group,area_planted_ha,area_harvested_ha,production_mt,yield_mt_per_ha_production_over_harvested,yield_mt_per_ha_production_over_planted,cv_area_planted_pct,cv_area_harvested_pct,cv_production_pct,year
millet,Table 6-3,sub_region,Acholi,first_season_2020,44337.8584152843,38493.4036103746,10016.416938537744,0.2602112569707439,0.2259111580158064,18.91381759063734,19.162182913175712,20.245770999015463,2020
millet,Table 6-3,sub_region,Acholi,second_season_2020,10845.818462987523,4685.372043999466,1772.6847026295095,0.3783444913194841,0.16344406912940498,39.28169245727766,44.58241851756428,42.39707266072143,2020
millet,Table 6-3,sub_region,Acholi,total_2020,55183.67687827183,43178.77565437406,11789.101641167254,0.27303001214146294,0.2136338553005903,17.719127680228503,19.196829886700733,19.265765618601588,2020
millet,Table 6-3,sub_region,Ankole,first_season_2020,448.87390970135004,200.90585174688246,257.31547763940165,1.2807764204080458,0.5732466781386375,41.35140819523545,60.09392341741842,57.99340818055172,2020
millet,Table 6-3,sub_region,Ankole,second_season_2020,32133.924774832703,21740.059864565723,15637.799905318023,0.7193080425140035,0.4866445669147004,11.936822268520208,13.698477547222804,12.055019469735957,2020
millet,Table 6-3,sub_region,Ankole,total_2020,32582.798684534053,21940.965716312607,15895.115382957425,0.7244492147006898,0.48783763288272397,11.783767187717284,13.545265539170073,11.816516828125348,2020
millet,Table 6-3,sub_region,Bukedi,first_season_2020,14470.562243034403,13921.586518256121,5947.430433670578,0.42720924270171323,0.4110020283789217,19.320378665012996,19.588613130693556,25.636112255577455,2020
millet,Table 6-3,sub_region,Bukedi,second_season_2020,4211.544836636266,455.26323373813756,928.2138161426719,2.0388508171880413,0.22039746747277428,66.34094855862375,74.68240675646058,60.59124353091213,2020
millet,Table 6-3,sub_region,Bukedi,total_2020,18682.10707967067,14376.84975199426,6875.64424981325,0.47824414725204367,0.36803366025533213,22.70360967771864,20.183707676054116,25.8539376494563,2020
millet,Table 6-3,sub_region,Bunyoro,first_season_2020,738.8454391609631,738.8454391609631,203.45616285168643,0.2753703982834791,0.2753703982834791,58.47488872330832,58.47488872330832,62.98336641293365,2020
millet,Table 6-3,sub_region,Bunyoro,second_season_2020,1243.9558955584187,899.810853023738,379.04647145318535,0.4212512776206598,0.30471053902038003,35.11364479650715,43.92348506531173,42.00226804558954,2020
millet,Table 6-3,sub_region,Bunyoro,total_2020,1982.8013347193819,1638.6562921847012,582.5026343048718,0.3554757865227878,0.29377760853046386,37.570079619480225,44.485792199526834,38.004659404624775,2020
millet,Table 6-3,sub_region,Busoga,first_season_2020,5803.244401195481,5778.913209413551,3798.41309615567,0.6572884828877947,0.6545326775093581,90.59915375370127,90.9896517630849,96.15203882318217,2020
millet,Table 6-3,sub_region,Busoga,second_season_2020,2005.959011552714,2005.959011552714,475.2395033888599,0.23691386546378154,0.23691386546378154,46.4347773258818,46.4347773258818,59.10994241572111,2020
millet,Table 6-3,sub_region,Busoga,total_2020,7809.203412748195,7784.872220966265,4273.65259954453,0.5489688819855904,0.5472584556534886,70.61878214196346,70.84848195525815,86.02081497241485,2020
millet,Table 6-3,sub_region,Elgon,first_season_2020,1320.1526738209118,1072.3775417867303,735.4678361736965,0.6858292042822015,0.5571081669251445,47.415218626669315,45.30574870564419,45.47133964644631,2020
millet,Table 6-3,sub_region,Elgon,second_season_2020,82.92626661954267,0.0,15.698883567975004,,0.1893113510101678,100.00000000000003,,100.00000000000003,2020
millet,Table 6-3,sub_region,Elgon,total_2020,1403.0789404404545,1072.3775417867303,751.1667197416715,0.7004685294790146,0.5353702475969494,45.588911806194595,45.30574870564419,44.49946012538864,2020
millet,Table 6-3,sub_region,Karamoja,first_season_2020,3241.162663729523,2047.3075020440724,545.7390557028859,0.2665642826776189,0.16837755840211918,45.045285131914994,60.574155638118434,50.248351575685646,2020
millet,Table 6-3,sub_region,Karamoja,second_season_2020,435.6283993748508,33.746090369302095,11.787403622811489,0.34929686650558406,0.027058391141915956,75.07235552716386,100.0,72.39199428053232,2020
millet,Table 6-3,sub_region,Karamoja,total_2020,3676.7910631043737,2081.0535924133746,557.5264593256974,0.2679058633368207,0.1516339791293359,47.46826905579865,61.083091114731566,50.058418414343684,2020
millet,Table 6-3,sub_region,Kigezi,first_season_2020,1188.0973292528433,1046.8240366756334,793.7349398677359,0.7582314811841495,0.6680723206127318,35.90812171638097,34.7122050967055,44.23432248100586,2020
