crop,table_id,entity_type,sub_region,season_group,area_planted_ha,area_harvested_ha,production_mt,yield_mt_per_ha_production_over_harvested,yield_mt_per_ha_production_over_planted,cv_area_planted_pct,cv_area_harvested_pct,cv_production_pct,year
rice,Table 6-7,sub_region,Acholi,first_season_2020,22967.47873768385,19157.368873369905,35162.37811990852,1.8354492390020587,1.5309637823770317,40.59264994900399,44.375319127134524,60.59384741154692,2020
rice,Table 6-7,sub_region,Acholi,second_season_2020,15680.716306644015,13377.306290529486,10765.274778489696,0.8047415933139703,0.6865295288792632,48.28847420372187,49.597361526825345,40.942791028868946,2020
rice,Table 6-7,sub_region,Acholi,total_2020,38648.19504432786,32534.675163899392,45927.65289839821,1.411652419058412,1.188351819424455,42.62084193797994,45.24085094455358,53.24474905707862,2020
rice,Table 6-7,sub_region,Bukedi,first_season_2020,22513.23985184557,22298.701715542287,30955.424826133527,1.3882164630489437,1.3749875641997342,16.55827665890812,16.65796614463508,17.552100533750455,2020
rice,Table 6-7,sub_region,Bukedi,second_season_2020,17998.404119818333,14823.047931991108,21163.795593977073,1.427762744280234,1.1758706745934921,16.85611896651339,17.74699561238577,18.480236964692693,2020
rice,Table 6-7,sub_region,Bukedi,total_2020,40511.6439716639,37121.7496475334,52119.2204201106,1.4040076482109924,1.2865244485404168,16.01823137439755,16.09516145418411,16.94490678566554,2020
rice,Table 6-7,sub_region,Bunyoro,first_season_2020,1194.7448821163625,997.2204244326088,1426.8666475225411,1.4308437859507233,1.1942856327578486,52.91562124030595,50.642582635000444,56.51495350069492,2020
rice,Table 6-7,sub_region,Bunyoro,second_season_2020,8697.780609920781,7132.42617255562,11572.335652504518,1.6224963809696238,1.3304929350948436,37.19368034388873,37.84712687080745,39.65281753065025,2020
rice,Table 6-7,sub_region,Bunyoro,total_2020,9892.525492037144,8129.646596988228,12999.20230002706,1.5989873784726196,1.3140428407781808,33.58102674775388,33.94357140073139,35.659039638467604,2020
rice,Table 6-7,sub_region,Busoga,first_season_2020,25562.08311612485,24897.551260638353,36842.723076281814,1.4797729580148757,1.4413036257221545,30.102753455600922,30.871942426481585,34.6895173226728,2020
rice,Table 6-7,sub_region,Busoga,second_season_2020,18493.18905761775,10637.551508323784,22216.31844542767,2.088480457936548,1.2013243565623033,25.525954629145343,36.52385549290777,32.02493208143522,2020
rice,Table 6-7,sub_region,Busoga,total_2020,44055.2721737426,35535.10276896214,59059.041521709485,1.6619915778967198,1.3405669425624223,26.29719761375006,29.38609644733917,29.64629636922235,2020
rice,Table 6-7,sub_region,Elgon,first_season_2020,10515.011981256492,9363.642122791658,22509.89296952312,2.4039676735116466,2.140738689565744,48.39264470984782,53.218500950383486,59.66665424008561,2020
rice,Table 6-7,sub_region,Elgon,second_season_2020,4223.723116034996,3741.9620162889937,3660.0766479544736,0.9781169963836971,0.8665522212048684,59.472924822209386,66.55136979887902,55.5828739298964,2020
rice,Table 6-7,sub_region,Elgon,total_2020,14738.735097291486,13105.604139080651,26169.969617477593,1.996853356758981,1.775591286818555,44.24194412743726,45.68170518721532,53.56911555367403,2020
rice,Table 6-7,sub_region,Karamoja,first_season_2020,988.6668341631367,319.2533400548104,494.47710091099225,1.5488549025864504,0.5001453308884843,69.69762443488587,100.00000000000004,100.00000000000007,2020
rice,Table 6-7,sub_region,Karamoja,total_2020,988.6668341631367,319.2533400548104,494.47710091099225,1.5488549025864504,0.5001453308884843,69.69762443488587,100.00000000000004,100.00000000000007,2020
rice,Table 6-7,sub_region,Kigezi,first_season_2020,2891.3639114305306,2632.6284298531923,3836.0852803893986,1.4571312977134858,1.3267390054998154,76.03800828186048,77.13458499364732,72.10755951531367,2020
rice,Table 6-7,sub_region,Kigezi,second_season_2020,4416.796557671982,2721.5910550493677,10795.231055462578,3.966514747112424,2.444131377686221,77.61323667047691,67.86683928537428,80.3267390890549,2020
rice,Table 6-7,sub_region,Kigezi,total_2020,7308.160469102512,5354.21948490256,14631.316335851978,2.7326702570016606,2.0020518703318504,76.8004205293201,72.10292248212878,77.74397974083205,2020
rice,Table 6-7,sub_region,Lango,first_season_2020,8001.641344027296,5446.770928704643,5587.2526953663455,1.0257917523061892,0.6982633256284182,44.06287544297924,48.07043004308742,40.654063388281585,2020
rice,Table 6-7,sub_region,Lango,second_season_2020,7686.930253915823,4658.139825687337,7066.16389630317,1.516949718283846,0.9192439196002297,33.61309351846652,38.5371899140378,39.106394288151066,2020
rice,Table 6-7,sub_region,Lango,total_2020,15688.571597943119,10104.91075439198,12653.416591669516,1.2522046853476523,0.8065371989205485,33.0287495765747,36.579859912594216,29.766132356456893,2020
rice,Table 6-7,sub_region,North Buganda,first_season_2020,7859.749772171961,6694.029744481063,6713.947257885661,1.0029754145357688,0.8542189576641358,41.43762507715817,40.31016784517909,39.691382353614266,2020
rice,Table 6-7,sub_region,North Buganda,second_season_2020,9042.745690695392,7643.931166279774,5858.427055380976,0.7664154644961585,0.647859317929183,39.11937972813407,43.286683474671236,39.06771950412482,2020
rice,Table 6-7,sub_region,North Buganda,total_2020,16902.49546286735,14337.960910760838,12572.374313266637,0.8768592962079355,0.7438176416545448,35.99432769231282,37.61415471401725,35.26953245567401,2020
rice,Table 6-7,sub_region,South Buganda,first_season_2020,532.2230146082504,266.1115073041252,631.4064380238259,2.3727137710817736,1.1863568855408868,100.00000000000009,100.00000000000009,99.99999999999997,2020
rice,Table 6-7,sub_region,South Buganda,total_2020,532.2230146082504,266.1115073041252,631.4064380238259,2.3727137710817736,1.1863568855408868,100.00000000000009,100.00000000000009,99.99999999999997,2020
rice,Table 6-7,sub_region,Teso,first_season_2020,8333.441814006905,6573.652203214531,8627.023637910774,1.3123638688539285,1.0352293602638967,27.09485869933609,31.03937576124262,35.43913175485595,2020
rice,Table 6-7,sub_region,Teso,second_season_2020,6587.33720136707,5533.498753020476,5926.221918106886,1.0709719442643844,0.8996384634563747,29.195171382911937,29.3049785364106,31.596791282788537,2020
rice,Table 6-7,sub_region,Teso,total_2020,14920.779015373973,12107.150956235007,14553.24555601766,1.2020371769233578,0.9753676762468222,23.49087376258089,24.04880532119144,27.989830622106847,2020
rice,Table 6-7,sub_region,Tooro,first_season_2020,1245.5929597294887,878.7925580032994,1202.1128866414413,1.3679142770311534,0.9650928718339173,51.64475002576435,54.02781909404879,56.429320639225544,2020
rice,Table 6-7,sub_region,Tooro,second_season_2020,7479.508192177458,5170.26814793877,13603.516897611722,2.631104714179096,1.8187715753609495,69.32965679552045,57.370192678601676,64.5592608410431,2020
rice,Table 6-7,sub_region,Tooro,total_2020,8725.101151906947,6049.06070594207,14805.629784253164,2.447591535940349,1.6969006463629668,63.657006473571364,54.76866698966695,62.807432296295254,2020
rice,Table 6-7,sub_region,Uganda,first_season_2020,114912.87805495728,101124.26115755289,156230.45176124852,1.5449354089009313,1.3595556425497501,12.945357348450951,13.76182199825645,18.766947204464724,2020
rice,Table 6-7,sub_region,Uganda,second_season_2020,105653.81666890279,79421.65166378758,118806.8612154914,1.495900157282445,1.1244919015827657,12.945357348450951,13.76182199825645,18.766947204464724,2020
rice,Table 6-7,sub_region,Uganda,total_2020,220566.69472386,180545.91282134046,275037.31297673983,1.5233649362580892,1.2469575849657388,11.500859116665206,12.191022968233858,13.958260524249486,2020
rice,Table 6-7,sub_region,West Nile,first_season_2020,2307.6398357925846,1598.5380491624044,2240.860824750535,1.4018188844017145,0.9710617705561,39.460565827196156,49.01947986232598,53.217143088541874,2020
rice,Table 6-7,sub_region,West Nile,second_season_2020,5346.685563039179,3981.928796122867,6179.499274272631,1.5518859303284125,1.1557626124473386,21.146884616381342,24.58636229803873,24.23505713813964,2020
rice,Table 6-7,sub_region,West Nile,total_2020,7654.325398831764,5580.466845285271,8420.360099023166,1.5088988667923393,1.1000786692852538,22.581133412965418,27.27114907575144,29.834751824233706,2020
