spatial_unit,year,season,crop,yield_tons_ha,yield_tons_ha_planted,harvested_fraction,area_planted_ha,area_harvested_ha,production_mt,cv_area_planted_pct,cv_area_harvested_pct,cv_production_pct,rain_total_mm,rain_mean_daily_mm,rainy_days_1mm,rainy_days_10mm,heavy_rain_days_20mm,maximum_1day_rainfall_mm,maximum_5day_rainfall_mm,longest_dry_spell_days,wet_day_rainfall_cv,rainfall_onset_date,rainfall_cessation_date,onset_day_of_year,cessation_day_of_year,season_length_days,temperature_mean_c,temperature_maximum_c,temperature_minimum_c,temperature_range_c,growing_degree_days,heat_days_32c,extreme_heat_days_35c,cold_days_10c,target_source,target_source_type,target_geographic_level,predictor_geographic_level,target_definition,target_year,is_proxy,is_synthetic,is_geographically_assigned,season_definition,yield_consistency_ok,rainfall_source,temperature_source,soil_source,soil_source_version,soil_depth_cm,soil_extraction_date,soil_quality_flag,data_version,processing_version
South Buganda,2018,annual,maize,2.5,1.6074900580468618,0.3104283064134438,183817.0,57062.0,295484.0,,,19.6,1371.821970452441,3.758416357403948,218,41,2,24.340054194132488,67.9126580953598,19,0.7626678866157455,2018-02-22,2018-11-21,53,325,273,22.01733904109589,31.89583333333333,14.640833333333331,7.832257990867586,4386.32875,0,0,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,not_included,none,30,,soil_not_included_for_milestone,aas-chirps-v1,uganda_crop_model-0.2.0
South Buganda,2020,first_season,maize,1.6587198212915781,1.525442590239123,0.9196505465590461,125557.02432467446,115468.58604451432,191530.032408548,22.20082568868207,23.033297881011123,18.255009247480807,676.87982256338,4.940728631849489,84,24,6,34.418052991231285,82.2259621222814,8,0.9180494420325114,2020-03-02,2020-06-29,62,181,120,21.3220498783455,27.471666666666668,16.046666666666667,6.291776155717763,1551.1208333333332,0,0,0,AAS2020_Table_6_1,official_aggregate,sub_region,sub_region,production_mt_divided_by_area_harvested_ha,2020,False,False,False,surveyed_seasonal_block,True,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,not_included,none,30,,soil_not_included_for_milestone,aas-chirps-v1,uganda_crop_model-0.2.0
South Buganda,2020,second_season,maize,2.314641460829224,1.890454985809621,0.816737718476866,102766.93537164223,83933.63233029463,194276.26534969616,19.10868159790685,22.71591307493866,21.704358314262265,561.0112580930193,4.561067138967636,97,17,0,19.778140624364216,54.771332144737244,2,0.7596610038065545,2020-09-25,2020-12-15,269,350,82,21.57031842818428,27.25333333333333,15.494166666666668,7.157249322493225,1423.1491666666668,0,0,0,AAS2020_Table_6_1,official_aggregate,sub_region,sub_region,production_mt_divided_by_area_harvested_ha,2020,False,False,False,surveyed_seasonal_block,True,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,not_included,none,30,,soil_not_included_for_milestone,aas-chirps-v1,uganda_crop_model-0.2.0
Teso,2018,annual,maize,1.2,0.9434355828220858,0.29530061349693254,81500.0,24067.0,76890.0,,,22.1,1466.6364698022953,4.018182109047385,206,48,6,36.43361806869507,73.01919835805893,24,0.7986461944613098,2018-02-19,2018-12-16,50,350,301,24.715746575342465,37.3275,16.57625,10.96628082191781,5371.2474999999995,127,34,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,not_included,none,30,,soil_not_included_for_milestone,aas-chirps-v1,uganda_crop_model-0.2.0
Teso,2020,first_season,maize,1.3718829183654722,1.2086517898312572,0.8810167206333495,43328.557223445394,38173.183394774285,52369.138238923326,16.33521281097101,12.485533058134896,17.74650106778382,805.9775736145675,5.883047982588084,99,32,4,24.54419231414795,67.23028874397278,11,0.6652180335591267,2020-03-06,2020-03-30,66,90,25,23.474466240875913,34.09625,16.7675,8.84734489051095,1846.001875,17,0,0,AAS2020_Table_6_1,official_aggregate,sub_region,sub_region,production_mt_divided_by_area_harvested_ha,2020,False,False,False,surveyed_seasonal_block,True,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,not_included,none,30,,soil_not_included_for_milestone,aas-chirps-v1,uganda_crop_model-0.2.0
Teso,2020,second_season,maize,1.540156423059482,0.6244522579581919,0.4054472965270198,50805.87175391593,20599.10335032369,31725.841334267127,13.912503766713566,14.26600221224707,18.56680274224161,699.9961485862732,5.691025598262383,89,25,3,36.834675550460815,86.9707268178463,7,0.775300121718531,2020-08-15,2020-12-09,228,344,117,23.311189024390238,31.225,15.48625,9.662642276422762,1637.27625,0,0,0,AAS2020_Table_6_1,official_aggregate,sub_region,sub_region,production_mt_divided_by_area_harvested_ha,2020,False,False,False,surveyed_seasonal_block,True,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,not_included,none,30,,soil_not_included_for_milestone,aas-chirps-v1,uganda_crop_model-0.2.0
Tooro,2018,annual,maize,2.1,1.9306070988467758,0.4227467964014275,140389.0,59349.0,271036.0,,,18.5,1300.6903450811901,3.5635351920032607,216,40,1,20.946760813395183,54.75246445337931,31,0.6668246216096457,2018-03-04,2018-12-17,63,351,289,21.147328767123287,32.89,11.665,9.647881278538812,4068.7749999999996,6,0,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,not_included,none,30,,soil_not_included_for_milestone,aas-chirps-v1,uganda_crop_model-0.2.0
Tooro,2020,first_season,maize,3.0038294115831783,2.5133364385980332,0.8367107762199355,64066.41396896392,53605.05896159952,161020.45271850307,26.09312179262629,23.904563954035098,25.692759896606,443.1376402539512,3.2345813157222714,84,7,2,29.801388104756672,69.78730813662212,7,0.9669469823253094,2020-03-23,2020-06-29,83,181,99,20.894872262773724,28.08333333333333,13.875,8.655997566909974,1492.5975,0,0,0,AAS2020_Table_6_1,official_aggregate,sub_region,sub_region,production_mt_divided_by_area_harvested_ha,2020,False,False,False,surveyed_seasonal_block,True,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,not_included,none,30,,soil_not_included_for_milestone,aas-chirps-v1,uganda_crop_model-0.2.0
Tooro,2020,second_season,maize,4.280134298861752,2.3012558595620862,0.537659731886001,85373.47509107928,45901.87972764587,196466.209804524,21.15153463720992,29.60295582909324,22.956032838810632,572.6255900263786,4.655492601840477,97,14,0,17.376190185546875,50.14780724048615,6,0.610020101338572,2020-08-19,2020-12-09,232,344,113,20.81642953929539,27.3,14.433333333333332,8.609661246612461,1330.4208333333336,0,0,0,AAS2020_Table_6_1,official_aggregate,sub_region,sub_region,production_mt_divided_by_area_harvested_ha,2020,False,False,False,surveyed_seasonal_block,True,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,not_included,none,30,,soil_not_included_for_milestone,aas-chirps-v1,uganda_crop_model-0.2.0
West Nile,2018,annual,maize,2.1,1.3070926000808734,0.2193449251920744,61825.0,13561.0,80811.0,,,22.5,1378.101045006079,3.775619301386518,201,43,4,25.69434142112732,62.344817101955414,47,0.7099499717935994,2018-03-16,2018-12-16,75,350,276,24.508309931506854,38.5975,15.33625,10.145352739726029,5295.533125000001,83,23,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,not_included,none,30,,soil_not_included_for_milestone,aas-chirps-v1,uganda_crop_model-0.2.0
West Nile,2020,first_season,maize,1.2660956469166913,1.0690365754504578,0.8443568841373642,39239.518416528,33132.1575052303,41948.48039033027,13.395643531209506,14.64938004915027,15.930838937998889,568.4824554855004,4.149506974346719,97,13,0,18.382431626319885,47.01603955030441,5,0.6748049091887962,2020-03-07,2020-07-15,67,197,131,24.1996852189781,37.00375,17.15625,8.821724452554744,1945.356875,20,5,0,AAS2020_Table_6_1,official_aggregate,sub_region,sub_region,production_mt_divided_by_area_harvested_ha,2020,False,False,False,surveyed_seasonal_block,True,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,not_included,none,30,,soil_not_included_for_milestone,aas-chirps-v1,uganda_crop_model-0.2.0
West Nile,2020,second_season,maize,2.6368413584111803,1.3415404713794767,0.5087679875393859,13264.093799427596,6748.346308868425,17794.31864810569,17.81649627869704,22.056781947081973,19.44418880114001,652.8203215748072,5.3074822892260745,95,19,2,24.934115648269653,60.49506348371506,7,0.7618747981155384,2020-08-15,2020-12-09,228,344,117,22.84138719512195,28.365,16.295,8.259217479674795,1579.4906250000001,0,0,0,AAS2020_Table_6_1,official_aggregate,sub_region,sub_region,production_mt_divided_by_area_harvested_ha,2020,False,False,False,surveyed_seasonal_block,True,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,not_included,none,30,,soil_not_included_for_milestone,aas-chirps-v1,uganda_crop_model-0.2.0
