crop,sub_region,area_planted_ha,production_mt,yield_over_planted,area_harvested_ha,cv_production_pct,yield_over_harvested,year,harvest_loss_ratio,yield_source,rainfall_source,temperature_source,soil_source,soil_moisture_source,yield_granularity,is_proxy,is_imputed,data_quality_score,data_quality_note
irish_potatoes,Acholi,0.0,0.0,,0.0,0.0,,2018,,AAS2018_subregion,,,,,subregion,False,False,A,Official AAS 2018 Annex 4 sub-region estimates. yield_over_harvested only published for second-season (annual crops) or total (perennial crops); CV only for second season.
irish_potatoes,Ankole,11311.0,28439.0,2.5,5222.0,26.7,2.6,2018,0.5383255238263638,AAS2018_subregion,,,,,subregion,False,False,A,Official AAS 2018 Annex 4 sub-region estimates. yield_over_harvested only published for second-season (annual crops) or total (perennial crops); CV only for second season.
irish_potatoes,Bukedi,0.0,0.0,,0.0,0.0,,2018,,AAS2018_subregion,,,,,subregion,False,False,A,Official AAS 2018 Annex 4 sub-region estimates. yield_over_harvested only published for second-season (annual crops) or total (perennial crops); CV only for second season.
irish_potatoes,Bunyoro,5187.0,17028.0,3.3,2986.0,39.4,3.7,2018,0.4243300559090033,AAS2018_subregion,,,,,subregion,False,False,A,Official AAS 2018 Annex 4 sub-region estimates. yield_over_harvested only published for second-season (annual crops) or total (perennial crops); CV only for second season.
irish_potatoes,Busoga,0.0,0.0,,0.0,0.0,,2018,,AAS2018_subregion,,,,,subregion,False,False,A,Official AAS 2018 Annex 4 sub-region estimates. yield_over_harvested only published for second-season (annual crops) or total (perennial crops); CV only for second season.
irish_potatoes,Elgon,12097.0,42379.0,3.5,2667.0,61.6,5.1,2018,0.7795321154005126,AAS2018_subregion,,,,,subregion,False,False,A,Official AAS 2018 Annex 4 sub-region estimates. yield_over_harvested only published for second-season (annual crops) or total (perennial crops); CV only for second season.
irish_potatoes,Karamoja,0.0,0.0,,0.0,0.0,,2018,,AAS2018_subregion,,,,,subregion,False,False,A,Official AAS 2018 Annex 4 sub-region estimates. yield_over_harvested only published for second-season (annual crops) or total (perennial crops); CV only for second season.
irish_potatoes,Kigezi,24439.0,82806.0,3.4,14602.0,24.6,3.8,2018,0.402512377756864,AAS2018_subregion,,,,,subregion,False,False,A,Official AAS 2018 Annex 4 sub-region estimates. yield_over_harvested only published for second-season (annual crops) or total (perennial crops); CV only for second season.
irish_potatoes,Lango,0.0,0.0,,0.0,0.0,,2018,,AAS2018_subregion,,,,,subregion,False,False,A,Official AAS 2018 Annex 4 sub-region estimates. yield_over_harvested only published for second-season (annual crops) or total (perennial crops); CV only for second season.
irish_potatoes,North Buganda,8951.0,33831.0,3.8,5709.0,38.0,3.8,2018,0.3621941682493576,AAS2018_subregion,,,,,subregion,False,False,A,Official AAS 2018 Annex 4 sub-region estimates. yield_over_harvested only published for second-season (annual crops) or total (perennial crops); CV only for second season.
irish_potatoes,South Buganda,19576.0,36443.0,1.9,6739.0,30.4,2.5,2018,0.6557519411524315,AAS2018_subregion,,,,,subregion,False,False,A,Official AAS 2018 Annex 4 sub-region estimates. yield_over_harvested only published for second-season (annual crops) or total (perennial crops); CV only for second season.
irish_potatoes,Teso,0.0,0.0,,0.0,0.0,,2018,,AAS2018_subregion,,,,,subregion,False,False,A,Official AAS 2018 Annex 4 sub-region estimates. yield_over_harvested only published for second-season (annual crops) or total (perennial crops); CV only for second season.
irish_potatoes,Tooro,28093.0,80377.0,2.9,15391.0,23.4,3.4,2018,0.45214110276581354,AAS2018_subregion,,,,,subregion,False,False,A,Official AAS 2018 Annex 4 sub-region estimates. yield_over_harvested only published for second-season (annual crops) or total (perennial crops); CV only for second season.
irish_potatoes,West Nile,1469.0,6029.0,4.1,527.0,69.4,6.6,2018,0.6412525527569775,AAS2018_subregion,,,,,subregion,False,False,A,Official AAS 2018 Annex 4 sub-region estimates. yield_over_harvested only published for second-season (annual crops) or total (perennial crops); CV only for second season.
maize,Acholi,59946.0,55317.0,0.9,9589.0,22.9,1.0,2018,0.840039368765222,AAS2018_subregion,,,,,subregion,False,False,A,Official AAS 2018 Annex 4 sub-region estimates. yield_over_harvested only published for second-season (annual crops) or total (perennial crops); CV only for second season.
maize,Ankole,59105.0,113521.0,1.9,31004.0,44.6,2.3,2018,0.47544200998223496,AAS2018_subregion,,,,,subregion,False,False,A,Official AAS 2018 Annex 4 sub-region estimates. yield_over_harvested only published for second-season (annual crops) or total (perennial crops); CV only for second season.
maize,Bukedi,138519.0,167918.0,1.2,55486.0,11.2,1.0,2018,0.5994340126625228,AAS2018_subregion,,,,,subregion,False,False,A,Official AAS 2018 Annex 4 sub-region estimates. yield_over_harvested only published for second-season (annual crops) or total (perennial crops); CV only for second season.
