spatial_unit,date,rain_mm
South Buganda,2017-07-23,0.2652461330095927
South Buganda,2017-07-24,0.4246680736541748
South Buganda,2017-07-25,1.7526472806930542
South Buganda,2017-07-26,1.3883595665295918
South Buganda,2017-07-27,0.6275307337443033
South Buganda,2017-07-28,2.0158903002738953
South Buganda,2017-07-29,2.216548760732015
South Buganda,2017-07-30,0.0
South Buganda,2017-07-31,0.0
South Buganda,2017-08-01,2.037088910738627
South Buganda,2017-08-02,1.0083154042561848
South Buganda,2017-08-03,0.0
South Buganda,2017-08-04,0.33923089504241943
South Buganda,2017-08-05,1.2470420598983765
South Buganda,2017-08-06,0.8653238813082377
South Buganda,2017-08-07,2.5969293117523193
South Buganda,2017-08-08,7.656257053216298
South Buganda,2017-08-09,2.2509188254674277
South Buganda,2017-08-10,3.4223752617836
South Buganda,2017-08-11,0.0
South Buganda,2017-08-12,3.445858637491862
