district,year,season,season_gdd,heat_days,extreme_heat_days,warm_night_days,heatwave_count,yield_source,rainfall_source,temperature_source,soil_source,soil_moisture_source,yield_granularity,is_proxy,is_imputed,data_quality_score,data_quality_note
Oyam,2021,second,1834.97,75,1,38,6,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Oyam,2022,first,1922.6699999999998,81,26,64,5,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Oyam,2022,second,1642.2450000000001,33,0,3,5,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Oyam,2023,first,1789.5049999999997,47,6,35,4,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Oyam,2023,second,1788.05,55,2,36,6,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pader,2015,first,1849.7050000000002,48,25,38,3,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pader,2015,second,1842.21,74,9,30,6,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pader,2016,first,1977.6299999999999,71,33,74,4,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pader,2016,second,1795.8500000000001,77,0,16,7,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pader,2017,first,1992.94,90,36,61,9,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pader,2017,second,1725.995,55,1,13,8,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pader,2018,first,1690.4350000000002,32,5,17,4,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pader,2018,second,1896.835,92,13,36,7,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pader,2019,first,2027.135,80,43,75,7,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pader,2019,second,1637.0049999999997,27,0,2,3,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pader,2020,first,1714.395,31,4,24,4,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pader,2020,second,1570.43,4,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pader,2021,first,1827.4450000000002,69,11,30,7,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pader,2021,second,1897.31,95,6,33,9,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pader,2022,first,2027.72,98,39,71,5,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pader,2022,second,1703.295,55,0,7,4,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pader,2023,first,1841.67,69,11,33,7,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pader,2023,second,1860.0600000000004,86,4,32,10,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pallisa,2015,first,1726.59,31,24,23,2,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pallisa,2015,second,1672.265,17,0,18,2,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pallisa,2016,first,1731.635,37,17,37,3,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pallisa,2016,second,1698.5,36,0,16,6,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pallisa,2017,first,1766.7950000000003,46,10,36,4,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pallisa,2017,second,1618.4450000000002,11,0,5,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pallisa,2018,first,1526.5749999999998,13,0,3,2,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pallisa,2018,second,1604.915,16,0,8,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pallisa,2019,first,1762.6699999999998,52,14,36,4,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pallisa,2019,second,1549.76,0,0,2,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pallisa,2020,first,1562.37,10,0,14,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pallisa,2020,second,1527.4599999999998,0,0,1,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pallisa,2021,first,1635.915,29,0,7,2,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pallisa,2021,second,1699.995,35,0,14,6,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pallisa,2022,first,1805.19,52,22,36,4,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pallisa,2022,second,1626.085,6,0,5,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pallisa,2023,first,1666.765,27,5,17,3,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Pallisa,2023,second,1662.97,6,0,19,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rakai,2015,first,1389.765,7,0,1,2,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rakai,2015,second,1428.0049999999999,2,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rakai,2016,first,1439.34,10,0,1,2,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rakai,2016,second,1475.0850000000003,8,0,0,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rakai,2017,first,1364.5249999999999,1,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rakai,2017,second,1419.165,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rakai,2018,first,1289.165,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rakai,2018,second,1408.085,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rakai,2019,first,1421.765,7,0,1,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rakai,2019,second,1341.8249999999998,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rakai,2020,first,1282.905,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rakai,2020,second,1304.8050000000003,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rakai,2021,first,1261.115,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rakai,2021,second,1357.3200000000002,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rakai,2022,first,1292.2999999999997,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rakai,2022,second,1312.2399999999998,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rakai,2023,first,1315.3950000000002,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rakai,2023,second,1410.435,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubanda,2015,first,1250.095,3,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubanda,2015,second,1291.1799999999998,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubanda,2016,first,1316.065,6,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubanda,2016,second,1315.5400000000002,3,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubanda,2017,first,1242.9,1,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubanda,2017,second,1288.085,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubanda,2018,first,1148.8149999999998,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubanda,2018,second,1221.5149999999999,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubanda,2019,first,1270.7549999999999,1,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubanda,2019,second,1209.0149999999999,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubanda,2020,first,1202.9550000000002,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubanda,2020,second,1202.845,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubanda,2021,first,1164.99,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubanda,2021,second,1223.995,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubanda,2022,first,1196.28,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubanda,2022,second,1160.8249999999998,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubanda,2023,first,1231.4550000000002,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubanda,2023,second,1322.8200000000002,2,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubirizi,2015,first,1562.86,16,0,1,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubirizi,2015,second,1582.93,34,0,0,4,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubirizi,2016,first,1615.8349999999998,24,0,9,4,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubirizi,2016,second,1600.245,33,0,0,4,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubirizi,2017,first,1529.86,18,0,1,2,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubirizi,2017,second,1550.0200000000002,16,0,0,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubirizi,2018,first,1402.5949999999998,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubirizi,2018,second,1509.2499999999995,7,0,0,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubirizi,2019,first,1571.165,22,0,0,3,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubirizi,2019,second,1488.1200000000001,2,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubirizi,2020,first,1441.84,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubirizi,2020,second,1448.42,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubirizi,2021,first,1424.24,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubirizi,2021,second,1496.215,3,0,0,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubirizi,2022,first,1483.1699999999998,8,0,0,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubirizi,2022,second,1423.01,1,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubirizi,2023,first,1476.1849999999997,2,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rubirizi,2023,second,1595.72,31,0,0,3,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rukungiri,2015,first,1562.86,16,0,1,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rukungiri,2015,second,1582.93,34,0,0,4,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rukungiri,2016,first,1615.8349999999998,24,0,9,4,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rukungiri,2016,second,1600.245,33,0,0,4,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rukungiri,2017,first,1529.86,18,0,1,2,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rukungiri,2017,second,1550.0200000000002,16,0,0,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rukungiri,2018,first,1402.5949999999998,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rukungiri,2018,second,1509.2499999999995,7,0,0,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rukungiri,2019,first,1571.165,22,0,0,3,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rukungiri,2019,second,1488.1200000000001,2,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rukungiri,2020,first,1441.84,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rukungiri,2020,second,1448.42,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rukungiri,2021,first,1424.24,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Rukungiri,2021,second,1496.215,3,0,0,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
