crop,table_id,entity_type,sub_region,season_group,area_planted_ha,area_harvested_ha,production_mt,yield_mt_per_ha_production_over_harvested,yield_mt_per_ha_production_over_planted,cv_area_planted_pct,cv_area_harvested_pct,cv_production_pct,year
groundnuts,Table 6-19,sub_region,Acholi,first_season_2020,41311.86339982357,33491.00876369796,19415.75629115963,0.579730411471064,0.4699801629195586,19.58088345501453,20.719987150965732,24.834737306604694,2020
groundnuts,Table 6-19,sub_region,Acholi,second_season_2020,21212.19136588105,14727.171704613364,11403.00442943078,0.774283389787513,0.5375684309435399,25.123176234170412,27.01519384363122,33.11498337346168,2020
groundnuts,Table 6-19,sub_region,Acholi,total_2020,62524.05476570462,48218.18046831132,30818.76072059041,0.6391522952809118,0.4929104619986188,14.083909204656258,15.415261636337293,19.258853319513833,2020
groundnuts,Table 6-19,sub_region,Ankole,first_season_2020,13519.71785013503,13224.414029447358,6469.507084787104,0.48920935705591045,0.4785238239807267,15.052386327660933,15.241080323814913,16.96439242537923,2020
groundnuts,Table 6-19,sub_region,Ankole,second_season_2020,7750.623680207723,4021.440590668345,2236.5029958253317,0.5561447310735069,0.2885578100684398,12.72968248344638,16.27230586950763,13.467900643040753,2020
groundnuts,Table 6-19,sub_region,Ankole,total_2020,21270.341530342754,17245.854620115704,8706.010080612436,0.5048175502104532,0.40930278755482424,12.1855936838348,13.361911898242282,14.17821019108223,2020
groundnuts,Table 6-19,sub_region,Bukedi,first_season_2020,19476.054131639823,18383.56111198294,8770.121708536559,0.47706326620362677,0.4503028000055236,15.421584841346657,15.606830571289972,15.586054995785059,2020
groundnuts,Table 6-19,sub_region,Bukedi,second_season_2020,4614.401009321355,2347.0148967595123,1323.9753734335281,0.5641103408681047,0.28692247829328704,39.86418013686493,35.33050470358466,30.589222337864374,2020
groundnuts,Table 6-19,sub_region,Bukedi,total_2020,24090.455140961178,20730.576008742453,10094.097081970087,0.48691831224145565,0.4190081516893809,14.90683859345308,14.3980096403439,14.952826455671833,2020
groundnuts,Table 6-19,sub_region,Bunyoro,first_season_2020,9376.64663776973,8518.16191839341,5664.8387902647655,0.6650306538588546,0.6041433583991993,27.873547974193833,24.961164251632304,25.279177494684173,2020
groundnuts,Table 6-19,sub_region,Bunyoro,second_season_2020,22918.298866320918,15307.529299226713,11807.097566995859,0.7713261452057005,0.5151821099753053,17.95393782061801,18.96100823136756,18.35311742596945,2020
groundnuts,Table 6-19,sub_region,Bunyoro,total_2020,32294.945504090647,23825.691217620122,17471.936357260623,0.7333233775958355,0.5410114828974564,17.312764362281346,18.129235761783868,16.540020491282963,2020
groundnuts,Table 6-19,sub_region,Busoga,first_season_2020,43792.34683684985,41665.29351724266,13843.222688580287,0.3322482939632105,0.31611054644213904,66.57547648732447,70.06930189679127,59.12900162023883,2020
groundnuts,Table 6-19,sub_region,Busoga,second_season_2020,44093.97937781148,32904.6122934112,13367.661491377536,0.4062549460293829,0.30316296419606603,69.62985120538107,78.85538760956432,67.95797643404539,2020
groundnuts,Table 6-19,sub_region,Busoga,total_2020,87886.32621466133,74569.90581065386,27210.884179957822,0.3649043656974847,0.3096145367766944,67.90196862762826,73.76183864184752,63.239557668916724,2020
groundnuts,Table 6-19,sub_region,Elgon,first_season_2020,2173.4602864942685,2119.6791928806774,1049.3657899532895,0.4950587775158489,0.48280881710789736,39.882484914431096,40.75432751158324,35.960193033692114,2020
groundnuts,Table 6-19,sub_region,Elgon,second_season_2020,2442.4599580160752,1341.823211527416,1010.514989448897,0.7530910039174339,0.4137283750066892,44.50920796221065,49.00766464501643,51.02746770953722,2020
groundnuts,Table 6-19,sub_region,Elgon,total_2020,4615.920244510344,3461.5024044080938,2059.880779402187,0.5950828682883496,0.4462557128997143,31.938944630404603,32.89727019881295,33.680707807706824,2020
