district,year,MAM,SON,DJF,JJA,annual_rainfall,rain_cv,max_monthly,min_monthly,rainy_months,clim_annual_mean,clim_annual_std,clim_MAM_mean,clim_MAM_std,clim_SON_mean,clim_SON_std,clim_DJF_mean,clim_DJF_std,clim_JJA_mean,clim_JJA_std,rainfall_anomaly,rainfall_zscore,MAM_anomaly,MAM_zscore,SON_anomaly,SON_zscore,DJF_anomaly,DJF_zscore,JJA_anomaly,JJA_zscore
Abim,2015,382.6832046508789,449.50331115722656,51.96367287635803,453.1859893798828,1337.3361780643463,0.6646814250573936,209.4166259765625,2.855774164199829,8,1186.687587738037,126.35298945159208,368.7107162475586,65.03119564241977,301.3356704711914,77.50703602385802,65.6849479675293,28.11792467644479,450.9562530517578,70.27135415912814,150.6485903263092,1.1922835461208077,13.972488403320312,0.21485824249871355,148.16764068603516,1.9116669696984228,-13.721275091171265,-0.48799032108745843,2.229736328125,0.03173037370356924
Abim,2016,432.9683151245117,284.33295822143555,25.211801528930664,349.86109161376953,1092.3741664886475,0.8487066256843743,270.5254821777344,5.186023712158203,7,1186.687587738037,126.35298945159208,368.7107162475586,65.03119564241977,301.3356704711914,77.50703602385802,65.6849479675293,28.11792467644479,450.9562530517578,70.27135415912814,-94.31342124938965,-0.7464280952808219,64.25759887695312,0.9881042204771946,-17.00271224975586,-0.21936991945508183,-40.47314643859863,-1.4394073141715247,-101.09516143798828,-1.4386397223690925
Abim,2017,278.5801773071289,370.3307571411133,79.11396217346191,544.4600601196289,1272.484956741333,0.7658193359139143,300.3687744140625,5.243939399719238,10,1186.687587738037,126.35298945159208,368.7107162475586,65.03119564241977,301.3356704711914,77.50703602385802,65.6849479675293,28.11792467644479,450.9562530517578,70.27135415912814,85.7973690032959,0.6790291972962483,-90.13053894042969,-1.3859585088366058,68.99508666992188,0.8901783658542172,13.429014205932617,0.47759620812920434,93.5038070678711,1.3306105764823246
Abim,2018,702.7955169677734,230.6949634552002,66.04259729385376,498.4140396118164,1497.9471173286438,0.7788806589101882,292.1646728515625,3.3934617042541504,8,1186.687587738037,126.35298945159208,368.7107162475586,65.03119564241977,301.3356704711914,77.50703602385802,65.6849479675293,28.11792467644479,450.9562530517578,70.27135415912814,311.2595295906067,2.463412468051303,334.08480072021484,5.137300605039033,-70.64070701599121,-0.9114102491836582,0.3576493263244629,0.01271962032902365,47.457786560058594,0.675350391748412
Abim,2019,266.0244674682617,356.7815628051758,123.38298416137695,523.8088684082031,1269.9978828430176,0.6042865807107423,219.43524169921875,3.7858715057373047,9,1186.687587738037,126.35298945159208,368.7107162475586,65.03119564241977,301.3356704711914,77.50703602385802,65.6849479675293,28.11792467644479,450.9562530517578,70.27135415912814,83.31029510498047,0.6593456590664839,-102.68624877929688,-1.5790306139214632,55.445892333984375,0.7153659226101378,57.698036193847656,2.0520019474333036,72.85261535644531,1.0367327658361607
Abim,2020,518.4067077636719,500.38084411621094,63.43588352203369,502.658203125,1584.8816385269165,0.5848383242996246,240.40151977539062,13.265419960021973,9,1186.687587738037,126.35298945159208,368.7107162475586,65.03119564241977,301.3356704711914,77.50703602385802,65.6849479675293,28.11792467644479,450.9562530517578,70.27135415912814,398.1940507888794,3.1514414697836184,149.69599151611328,2.3019104913775683,199.04517364501953,2.5680916708484367,-2.2490644454956055,-0.07998685789850318,51.70195007324219,0.7357471716876853
Abim,2021,404.4788513183594,301.37953186035156,60.46742630004883,277.8078384399414,1044.1336479187012,0.7020084425848232,193.73695373535156,6.903873443603516,8,1186.687587738037,126.35298945159208,368.7107162475586,65.03119564241977,301.3356704711914,77.50703602385802,65.6849479675293,28.11792467644479,450.9562530517578,70.27135415912814,-142.55393981933594,-1.1282197630468467,35.76813507080078,0.5500150307473244,0.04386138916015625,0.0005659020317414144,-5.217521667480469,-0.1855585619322517,-173.1484146118164,-2.4639971249127366
Abim,2022,303.0792922973633,348.27085876464844,65.49555969238281,347.19086837768555,1064.03657913208,0.6916619132089186,216.43951416015625,13.263326644897461,8,1186.687587738037,126.35298945159208,368.7107162475586,65.03119564241977,301.3356704711914,77.50703602385802,65.6849479675293,28.11792467644479,450.9562530517578,70.27135415912814,-122.65100860595703,-0.970701280106607,-65.63142395019531,-1.0092298519479166,46.93518829345703,0.605560355565778,-0.18938827514648438,-0.006735499768414291,-103.76538467407227,-1.4766384669220625
Abim,2023,365.3436584472656,344.5272216796875,41.13059091567993,377.8850860595703,1128.8865571022034,0.6667189290278843,194.64170837402344,3.4928994178771973,9,1186.687587738037,126.35298945159208,368.7107162475586,65.03119564241977,301.3356704711914,77.50703602385802,65.6849479675293,28.11792467644479,450.9562530517578,70.27135415912814,-57.80103063583374,-0.4574567715944566,-3.3670578002929688,-0.05177604020702705,43.191551208496094,0.5572597460081041,-24.554357051849365,-0.8732634906166908,-73.0711669921875,-1.0398428757573
Adjumani,2015,428.6762466430664,473.2489471435547,62.037102699279785,452.4036407470703,1416.3659372329712,0.6405796755573451,213.1614990234375,4.682753562927246,9,1378.7280006408691,111.78877387589473,401.65807342529297,59.63522924839627,427.1181640625,60.793902727221806,71.22800827026367,28.364698607877834,478.7237548828125,66.63268463182685,37.63793659210205,0.33668798115530635,27.018173217773438,0.4530572542152174,46.13078308105469,0.7588060810644193,-9.190905570983887,-0.3240262023595506,-26.320114135742188,-0.39500305715088185
