model,feature_space,observations,rmse,mae,r2,skill_vs_training_global_mean,skill_vs_training_crop_mean,target_scale,result_scope,registered_primary_metric,rmse_ci_lower,rmse_ci_upper,mae_ci_lower,mae_ci_upper,global_skill_ci_lower,global_skill_ci_upper,crop_skill_ci_lower,crop_skill_ci_upper,crop
dummy_mean,hybrid,27,1.4295162334224765,1.371209919760973,-12.354465621228302,0.05475204008419288,-10.65407019379161,raw,per_crop,False,,,,,,,,,millet
dummy_mean,hybrid,24,0.8177875165903786,0.7030380280391361,-0.43216926079863294,0.0704977727000804,-0.1767633544503533,raw,per_crop,False,,,,,,,,,rice
dummy_mean,hybrid,20,1.5784333159123307,1.5522337842235332,-46.69874026282716,0.04478534175069293,-45.798848184908636,raw,per_crop,False,,,,,,,,,simsim
dummy_mean,hybrid,28,1.1985324710773533,1.078034060196439,-0.4746810524117382,0.02272561581169097,-0.3974098602562737,raw,per_crop,False,,,,,,,,,sorghum
dummy_mean,hybrid,25,8.623580363479146,2.981308314158493,-0.014914973191988423,-0.003464764494683248,0.07176061503172548,raw,per_crop,False,,,,,,,,,soya_beans
dummy_mean,hybrid,26,5.7355017601136975,4.1656662109448455,-1.0920352968907454,-0.009590518726616981,-1.0104344147289823,raw,per_crop,False,,,,,,,,,sweet_potatoes
dummy_mean,pca,27,0.24979568299561464,0.20738124452471904,-0.0007495349453452427,0.9590334236530907,-0.015030707491979323,crop_centered,per_crop,False,,,,,,,,,beans
dummy_mean,pca,28,0.19378334182312898,0.14683206316441444,-0.0037050082321161693,0.9822209000547433,-0.046830278389547786,crop_centered,per_crop,False,,,,,,,,,groundnuts
dummy_mean,pca,16,2.3952429335009744,1.9887443137786835,-0.0005617586310753264,0.496918563293096,0.03727583737466866,crop_centered,per_crop,False,,,,,,,,,irish_potatoes
dummy_mean,pca,28,1.3965708148793272,1.0444223671677197,-0.005370129603754048,0.043900993578897984,-0.05404854357815081,crop_centered,per_crop,False,,,,,,,,,maize
dummy_mean,pca,27,0.4102651238549711,0.2914695795643267,-0.0023500800832430002,0.9221431614068484,0.040094133488413064,crop_centered,per_crop,False,,,,,,,,,millet
dummy_mean,pca,24,0.7657534518333718,0.5355502747719179,-1.24220060546687e-05,0.1850191435220211,-0.031777631418625996,crop_centered,per_crop,False,,,,,,,,,rice
dummy_mean,pca,20,0.23411528544210347,0.15546603817072613,-0.0011135437403761994,0.9789860332870195,-0.0295376326886585,crop_centered,per_crop,False,,,,,,,,,simsim
dummy_mean,pca,28,1.0490566434882884,0.8709098413003977,-6.702697878901986e-05,0.2512880185731865,-0.07058726010385219,crop_centered,per_crop,False,,,,,,,,,sorghum
dummy_mean,pca,25,9.004690215903395,3.429598348431308,-0.0002218004586256317,-0.09411872485989004,-0.012097413064271256,crop_centered,per_crop,False,,,,,,,,,soya_beans
dummy_mean,pca,26,3.970868143198239,2.930618087108699,-0.007123028522045161,0.5160802347450599,0.036352925279851345,crop_centered,per_crop,False,,,,,,,,,sweet_potatoes
dummy_mean,pca,27,1.206570472407598,1.1636650899464134,-23.126430349184822,0.04420402047318195,-22.68180003868665,raw,per_crop,False,,,,,,,,,beans
dummy_mean,pca,28,1.4260983046667515,1.399426147148443,-56.86551740113438,0.03711190695872679,-55.694681598057684,raw,per_crop,False,,,,,,,,,groundnuts
dummy_mean,pca,16,3.4097909411505127,2.6126738202348117,-1.3908226314746552,-0.01951744786366505,-0.9510043695933335,raw,per_crop,False,,,,,,,,,irish_potatoes
dummy_mean,pca,28,1.4084853658549437,0.8911648786850849,-0.15661422627796617,0.027517889645851,-0.07211004842643831,raw,per_crop,False,,,,,,,,,maize
dummy_mean,pca,27,1.4295162334224765,1.371209919760973,-12.354465621228302,0.05475204008419288,-10.65407019379161,raw,per_crop,False,,,,,,,,,millet
dummy_mean,pca,24,0.8177875165903786,0.7030380280391361,-0.43216926079863294,0.0704977727000804,-0.1767633544503533,raw,per_crop,False,,,,,,,,,rice
dummy_mean,pca,20,1.5784333159123307,1.5522337842235332,-46.69874026282716,0.04478534175069293,-45.798848184908636,raw,per_crop,False,,,,,,,,,simsim
dummy_mean,pca,28,1.1985324710773533,1.078034060196439,-0.4746810524117382,0.02272561581169097,-0.3974098602562737,raw,per_crop,False,,,,,,,,,sorghum
dummy_mean,pca,25,8.623580363479146,2.981308314158493,-0.014914973191988423,-0.003464764494683248,0.07176061503172548,raw,per_crop,False,,,,,,,,,soya_beans
dummy_mean,pca,26,5.7355017601136975,4.1656662109448455,-1.0920352968907454,-0.009590518726616981,-1.0104344147289823,raw,per_crop,False,,,,,,,,,sweet_potatoes
dummy_mean,raw,27,0.24979568299561464,0.20738124452471904,-0.0007495349453452427,0.9590334236530907,-0.015030707491979323,crop_centered,per_crop,False,,,,,,,,,beans
dummy_mean,raw,28,0.19378334182312898,0.14683206316441444,-0.0037050082321161693,0.9822209000547433,-0.046830278389547786,crop_centered,per_crop,False,,,,,,,,,groundnuts
dummy_mean,raw,16,2.3952429335009744,1.9887443137786835,-0.0005617586310753264,0.496918563293096,0.03727583737466866,crop_centered,per_crop,False,,,,,,,,,irish_potatoes
dummy_mean,raw,28,1.3965708148793272,1.0444223671677197,-0.005370129603754048,0.043900993578897984,-0.05404854357815081,crop_centered,per_crop,False,,,,,,,,,maize
dummy_mean,raw,27,0.4102651238549711,0.2914695795643267,-0.0023500800832430002,0.9221431614068484,0.040094133488413064,crop_centered,per_crop,False,,,,,,,,,millet
dummy_mean,raw,24,0.7657534518333718,0.5355502747719179,-1.24220060546687e-05,0.1850191435220211,-0.031777631418625996,crop_centered,per_crop,False,,,,,,,,,rice
dummy_mean,raw,20,0.23411528544210347,0.15546603817072613,-0.0011135437403761994,0.9789860332870195,-0.0295376326886585,crop_centered,per_crop,False,,,,,,,,,simsim
dummy_mean,raw,28,1.0490566434882884,0.8709098413003977,-6.702697878901986e-05,0.2512880185731865,-0.07058726010385219,crop_centered,per_crop,False,,,,,,,,,sorghum
dummy_mean,raw,25,9.004690215903395,3.429598348431308,-0.0002218004586256317,-0.09411872485989004,-0.012097413064271256,crop_centered,per_crop,False,,,,,,,,,soya_beans
dummy_mean,raw,26,3.970868143198239,2.930618087108699,-0.007123028522045161,0.5160802347450599,0.036352925279851345,crop_centered,per_crop,False,,,,,,,,,sweet_potatoes
dummy_mean,raw,27,1.206570472407598,1.1636650899464134,-23.126430349184822,0.04420402047318195,-22.68180003868665,raw,per_crop,False,,,,,,,,,beans
dummy_mean,raw,28,1.4260983046667515,1.399426147148443,-56.86551740113438,0.03711190695872679,-55.694681598057684,raw,per_crop,False,,,,,,,,,groundnuts
dummy_mean,raw,16,3.4097909411505127,2.6126738202348117,-1.3908226314746552,-0.01951744786366505,-0.9510043695933335,raw,per_crop,False,,,,,,,,,irish_potatoes
dummy_mean,raw,28,1.4084853658549437,0.8911648786850849,-0.15661422627796617,0.027517889645851,-0.07211004842643831,raw,per_crop,False,,,,,,,,,maize
dummy_mean,raw,27,1.4295162334224765,1.371209919760973,-12.354465621228302,0.05475204008419288,-10.65407019379161,raw,per_crop,False,,,,,,,,,millet
dummy_mean,raw,24,0.8177875165903786,0.7030380280391361,-0.43216926079863294,0.0704977727000804,-0.1767633544503533,raw,per_crop,False,,,,,,,,,rice
dummy_mean,raw,20,1.5784333159123307,1.5522337842235332,-46.69874026282716,0.04478534175069293,-45.798848184908636,raw,per_crop,False,,,,,,,,,simsim
dummy_mean,raw,28,1.1985324710773533,1.078034060196439,-0.4746810524117382,0.02272561581169097,-0.3974098602562737,raw,per_crop,False,,,,,,,,,sorghum
dummy_mean,raw,25,8.623580363479146,2.981308314158493,-0.014914973191988423,-0.003464764494683248,0.07176061503172548,raw,per_crop,False,,,,,,,,,soya_beans
dummy_mean,raw,26,5.7355017601136975,4.1656662109448455,-1.0920352968907454,-0.009590518726616981,-1.0104344147289823,raw,per_crop,False,,,,,,,,,sweet_potatoes
ols,hybrid,27,1.90470847805137,1.450084221207644,-57.18520511054468,-1.3818633576001456,-58.01553570259474,crop_centered,per_crop,False,,,,,,,,,beans
ols,hybrid,28,1.998097971485463,1.5153164476175671,-105.71040464720102,-0.8902116995142357,-110.29533248085306,crop_centered,per_crop,False,,,,,,,,,groundnuts
ols,hybrid,16,2.641049303018966,2.2166151782530497,-0.2164598584873012,0.38836521781389033,-0.1704577838671193,crop_centered,per_crop,False,,,,,,,,,irish_potatoes
ols,hybrid,28,2.2547017524729203,1.595675543299942,-1.6204643668055603,-1.4920407954154755,-1.7473430610261578,crop_centered,per_crop,False,,,,,,,,,maize
ols,hybrid,27,2.0737820694586806,1.5574556789941643,-24.610405817986006,-0.9892702875929886,-23.52594086328165,crop_centered,per_crop,False,,,,,,,,,millet
ols,hybrid,24,1.9543925746768138,1.5320585530930282,-5.514049828442476,-4.30875996287588,-5.720967415035363,crop_centered,per_crop,False,,,,,,,,,rice
ols,hybrid,20,1.8163328448742335,1.3051277183952001,-59.25799402371171,-0.26485101367646724,-60.96886747326642,crop_centered,per_crop,False,,,,,,,,,simsim
ols,hybrid,28,2.0882026712442516,1.6203121302735328,-2.962566152783435,-1.9666219120813349,-3.2419885128146086,crop_centered,per_crop,False,,,,,,,,,sorghum
ols,hybrid,25,9.177790658747174,3.844516255423181,-0.03904667680609064,-0.13658832928428244,-0.05138325636002028,crop_centered,per_crop,False,,,,,,,,,soya_beans
ols,hybrid,26,3.7957399729899475,3.1718123508315497,0.07975280744538804,0.5578238280867613,0.11947846488422353,crop_centered,per_crop,False,,,,,,,,,sweet_potatoes
ols,hybrid,27,1.904708478051372,1.4500842212076461,-59.1235636363159,-1.3818633576001504,-58.01553570259486,raw,per_crop,False,,,,,,,,,beans
ols,hybrid,28,1.9980979714854648,1.5153164476175698,-112.59375900536827,-0.8902116995142393,-110.29533248085326,raw,per_crop,False,,,,,,,,,groundnuts
ols,hybrid,16,2.641049303018969,2.2166151782530514,-0.43431608994216364,0.3883652178138889,-0.17045778386712196,raw,per_crop,False,,,,,,,,,irish_potatoes
ols,hybrid,28,2.254701752472921,1.5956755432999434,-1.9638898296987093,-1.4920407954154773,-1.7473430610261595,raw,per_crop,False,,,,,,,,,maize
ols,hybrid,27,2.0737820694586824,1.557455678994168,-27.104415765528604,-0.9892702875929928,-23.525940863281704,raw,per_crop,False,,,,,,,,,millet
ols,hybrid,24,1.9543925746768178,1.532058553093033,-7.179692967358653,-4.308759962875901,-5.72096741503539,raw,per_crop,False,,,,,,,,,rice
ols,hybrid,20,1.8163328448742333,1.3051277183952008,-62.1604628881031,-0.264851013676467,-60.96886747326641,raw,per_crop,False,,,,,,,,,simsim
ols,hybrid,28,2.088202671244252,1.6203121302735344,-3.47655355977575,-1.966621912081337,-3.241988512814612,raw,per_crop,False,,,,,,,,,sorghum
ols,hybrid,25,9.177790658747178,3.844516255423185,-0.14955756750141203,-0.13658832928428333,-0.05138325636002117,raw,per_crop,False,,,,,,,,,soya_beans
ols,hybrid,26,3.795739972989948,3.1718123508315514,0.08373925673026661,0.5578238280867611,0.1194784648842232,raw,per_crop,False,,,,,,,,,sweet_potatoes
ols,pca,27,1.4009294012332698,0.8562831532093452,-30.47661627007348,-0.28852341024645667,-30.9258025773763,crop_centered,per_crop,False,,,,,,,,,beans
ols,pca,28,1.389668037334951,0.9187131637735034,-50.617307461186414,0.08567830116351094,-52.83510084749587,crop_centered,per_crop,False,,,,,,,,,groundnuts
ols,pca,16,1.6947067757001126,1.5857731055691109,0.4991197625091769,0.7481579249643406,0.5180612260519855,crop_centered,per_crop,False,,,,,,,,,irish_potatoes
ols,pca,28,1.424280714613486,1.0184047765360333,-0.045661796654242304,0.005583938297770152,-0.09629106871627213,crop_centered,per_crop,False,,,,,,,,,maize
ols,pca,27,1.1084683683524945,0.8519021589434639,-6.31706375147975,0.4316522113437169,-6.007224881052924,crop_centered,per_crop,False,,,,,,,,,millet
ols,pca,24,1.6592299226656275,1.176144177650199,-3.6950542074366393,-2.826331768470856,-3.844191734951969,crop_centered,per_crop,False,,,,,,,,,rice
ols,pca,20,1.8377105664583413,1.1106033143118255,-60.68478027746391,-0.294800102898521,-62.436163716759964,crop_centered,per_crop,False,,,,,,,,,simsim
ols,pca,28,1.1442967780580002,0.9172084584824246,-0.18989484181352734,0.10917118486034616,-0.2738008794843201,crop_centered,per_crop,False,,,,,,,,,sorghum
ols,pca,25,9.099260373591697,3.820579632268435,-0.02134142687361762,-0.11722097949190569,-0.0334677923638389,crop_centered,per_crop,False,,,,,,,,,soya_beans
ols,pca,26,3.7214872364874134,2.6914012972520016,0.11540462990139455,0.5749544278895877,0.153591252940108,crop_centered,per_crop,False,,,,,,,,,sweet_potatoes
ols,pca,27,1.4009294012332711,0.8562831532093452,-31.52521560720065,-0.2885234102464591,-30.92580257737636,raw,per_crop,False,,,,,,,,,beans
ols,pca,28,1.3896680373349526,0.9187131637735041,-53.94688173695165,0.08567830116350861,-52.83510084749601,raw,per_crop,False,,,,,,,,,groundnuts
ols,pca,16,1.6947067757001109,1.58577310556911,0.4094169415006338,0.7481579249643411,0.5180612260519865,raw,per_crop,False,,,,,,,,,irish_potatoes
ols,pca,28,1.4242807146134835,1.018404776536033,-0.18270120504864673,0.005583938297773372,-0.09629106871626858,raw,per_crop,False,,,,,,,,,maize
ols,pca,27,1.108468368352495,0.8519021589434635,-7.029619027358178,0.43165221134371656,-6.007224881052929,raw,per_crop,False,,,,,,,,,millet
ols,pca,24,1.6592299226656275,1.1761441776501984,-4.89557999913542,-2.826331768470856,-3.844191734951969,raw,per_crop,False,,,,,,,,,rice
ols,pca,20,1.837710566458347,1.1106033143118288,-63.65597367782398,-0.2948001028985292,-62.43616371676036,raw,per_crop,False,,,,,,,,,simsim
ols,pca,28,1.1442967780580036,0.9172084584824274,-0.3442369879774956,0.10917118486034072,-0.27380087948432785,raw,per_crop,False,,,,,,,,,sorghum
ols,pca,25,9.099260373591697,3.8205796322684358,-0.12996922320590598,-0.11722097949190569,-0.0334677923638389,raw,per_crop,False,,,,,,,,,soya_beans
ols,pca,26,3.7214872364874143,2.691401297252004,0.11923663787606409,0.5749544278895874,0.15359125294010745,raw,per_crop,False,,,,,,,,,sweet_potatoes
ols,raw,27,4.814874277342586,3.5046834897790586,-370.8137471993156,-14.22052794389064,-376.119706476383,crop_centered,per_crop,False,,,,,,,,,beans
ols,raw,28,4.917549093619393,3.651141045228487,-645.3542631312031,-10.449177746450887,-673.1255724166249,crop_centered,per_crop,False,,,,,,,,,groundnuts
ols,raw,16,4.556492981289158,3.788731770825574,-2.6208136703703837,-0.8205414384716392,-2.483887704841788,crop_centered,per_crop,False,,,,,,,,,irish_potatoes
ols,raw,28,4.625073624030578,3.493441337936919,-10.026491692352094,-9.486106003093061,-10.560376787483289,crop_centered,per_crop,False,,,,,,,,,maize
ols,raw,27,4.727719269411732,3.463099985439788,-132.10476124766845,-9.338818860152205,-126.46848004606356,crop_centered,per_crop,False,,,,,,,,,millet
ols,raw,24,4.72942529170691,3.435739828220305,-37.14557866427361,-30.08753020116944,-38.35726590712171,crop_centered,per_crop,False,,,,,,,,,rice
ols,raw,20,4.719612814598703,3.2363924683284564,-405.85207988729934,-7.540066326458364,-417.40361645357456,crop_centered,per_crop,False,,,,,,,,,simsim
ols,raw,28,4.687714946013308,3.6400615770377476,-18.96887605952831,-13.94993471243903,-20.3769914727698,crop_centered,per_crop,False,,,,,,,,,sorghum
ols,raw,25,9.99599361004939,5.27288498982115,-0.23256747257901966,-0.3482761031439032,-0.24720172051078482,crop_centered,per_crop,False,,,,,,,,,soya_beans
ols,raw,26,5.875533860108613,4.800153536306866,-1.2049881564825213,-0.05949056952934906,-1.1098022055012953,crop_centered,per_crop,False,,,,,,,,,sweet_potatoes
ols,raw,27,4.814874277342586,3.504683489779057,-383.2002008607479,-14.22052794389064,-376.119706476383,raw,per_crop,False,,,,,,,,,beans
ols,raw,28,4.917549093619393,3.651141045228485,-687.0473430961165,-10.449177746450886,-673.1255724166248,raw,per_crop,False,,,,,,,,,groundnuts
ols,raw,16,4.55649298128916,3.7887317708255734,-3.2692664865677443,-0.820541438471641,-2.4838877048417913,raw,per_crop,False,,,,,,,,,irish_potatoes
ols,raw,28,4.625073624030577,3.4934413379369174,-11.471570687320327,-9.48610600309306,-10.560376787483287,raw,per_crop,False,,,,,,,,,maize
ols,raw,27,4.727719269411732,3.463099985439786,-145.06685958286243,-9.338818860152204,-126.46848004606355,raw,per_crop,False,,,,,,,,,millet
ols,raw,24,4.729425291706909,3.435739828220304,-46.89940662928399,-30.087530201169436,-38.3572659071217,raw,per_crop,False,,,,,,,,,rice
ols,raw,20,4.719612814598702,3.236392468328455,-425.4490730069355,-7.5400663264583585,-417.4036164535742,raw,per_crop,False,,,,,,,,,simsim
ols,raw,28,4.687714946013309,3.640061577037747,-21.559053846005956,-13.949934712439035,-20.376991472769806,raw,per_crop,False,,,,,,,,,sorghum
ols,raw,25,9.995993610049387,5.27288498982115,-0.3636608414115803,-0.348276103143903,-0.24720172051078482,raw,per_crop,False,,,,,,,,,soya_beans
ols,raw,26,5.875533860108613,4.800153536306867,-1.1954362952753441,-0.05949056952934906,-1.1098022055012953,raw,per_crop,False,,,,,,,,,sweet_potatoes
ridge,hybrid,27,0.8526264374708633,0.6447673442749949,-10.659317509825533,0.5227154205520469,-10.825701524326128,crop_centered,per_crop,False,,,,,,,,,beans
ridge,hybrid,28,0.846618268619061,0.674628398585653,-18.15792550319661,0.6606466347467437,-18.98106647211189,crop_centered,per_crop,False,,,,,,,,,groundnuts
ridge,hybrid,16,1.8143991295375137,1.5861561147197611,0.4258697592620758,0.7113278976777146,0.4475812707368333,crop_centered,per_crop,False,,,,,,,,,irish_potatoes
ridge,hybrid,28,1.4998946117122023,0.9901879836270092,-0.1596356112569588,-0.10280425396195869,-0.21578331316497867,crop_centered,per_crop,False,,,,,,,,,maize
ridge,hybrid,27,0.8006572245055024,0.6194742325667617,-2.8175390088771897,0.7034753382645236,-2.6558864642917124,crop_centered,per_crop,False,,,,,,,,,millet
ridge,hybrid,24,1.1254663626798538,0.817035105736052,-1.1601927668955283,-0.7604938824563856,-1.2288108901327446,crop_centered,per_crop,False,,,,,,,,,rice
ridge,hybrid,20,0.9352394840254644,0.6892225514572885,-14.976051964406098,0.6646531991460698,-15.42965158346831,crop_centered,per_crop,False,,,,,,,,,simsim
ridge,hybrid,28,0.9932670720199387,0.7336139441163612,0.10347313440273276,0.3288045822573278,0.04025408821959875,crop_centered,per_crop,False,,,,,,,,,sorghum
ridge,hybrid,25,9.089851924232887,3.5649118451174604,-0.019230426458199057,-0.11491180658481892,-0.03133172808445295,crop_centered,per_crop,False,,,,,,,,,soya_beans
ridge,hybrid,26,3.9913979572942053,2.961605462927233,-0.017563817031667206,0.5110634654114591,0.02636284956900825,crop_centered,per_crop,False,,,,,,,,,sweet_potatoes
ridge,hybrid,27,1.630649681209741,1.210410786401537,-43.06654731192464,-0.7457463927641899,-42.2544370108852,raw,per_crop,False,,,,,,,,,beans
ridge,hybrid,28,1.4647639887308983,1.1050128783369098,-60.04586080271057,-0.015809330605461414,-58.81067475983854,raw,per_crop,False,,,,,,,,,groundnuts
ridge,hybrid,16,2.2247210030927898,1.5339284115374276,-0.01775433938379134,0.5659994627034577,0.1694728261436892,raw,per_crop,False,,,,,,,,,irish_potatoes
