model,feature_space,observations,rmse,mae,r2,skill_vs_training_global_mean,skill_vs_training_crop_mean,target_scale,result_scope,registered_primary_metric,rmse_ci_lower,rmse_ci_upper,mae_ci_lower,mae_ci_upper,global_skill_ci_lower,global_skill_ci_upper,crop_skill_ci_lower,crop_skill_ci_upper,crop
training_crop_season_mean,baseline,28,0.8656898431437644,0.6616536931171425,0.23065145771719353,0.4901510250938801,0.27096422836548906,raw,per_crop,False,,,,,,,,,sorghum
training_crop_season_mean,baseline,25,9.257045335976802,3.6959969329377897,-0.16949726703696988,-0.15630307034836877,-0.06962006921846853,raw,per_crop,False,,,,,,,,,soya_beans
training_crop_season_mean,baseline,26,3.332043959780655,2.4346416404831754,0.293930229995227,0.6592594080913686,0.32147083420289646,raw,per_crop,False,,,,,,,,,sweet_potatoes
training_global_mean,baseline,27,1.2341560974595405,1.2014700662699216,-24.242238789421354,0.0,-23.777045045126368,raw,per_crop,False,,,,,,,,,beans
training_global_mean,baseline,28,1.4533210215403753,1.4341262113092896,-59.09578664366559,0.0,-57.87982415379969,raw,per_crop,False,,,,,,,,,groundnuts
training_global_mean,baseline,16,3.3769950287900476,2.5909640622863597,-1.345053178329095,0.0,-0.9136547134936641,raw,per_crop,False,,,,,,,,,irish_potatoes
training_global_mean,baseline,28,1.4282739939006956,0.9273761890372505,-0.18934241973537347,0.0,-0.10244706510437274,raw,per_crop,False,,,,,,,,,maize
training_global_mean,baseline,27,1.4703347353060052,1.4098895228691362,-13.12800258507596,0.0,-11.329114357284233,raw,per_crop,False,,,,,,,,,millet
training_global_mean,baseline,24,0.8482331855784184,0.7370638644398525,-0.5407916395842258,0.0,-0.2660145612224023,raw,per_crop,False,,,,,,,,,rice
training_global_mean,baseline,20,1.6150119859050744,1.5974321692070352,-48.93510081833144,0.0,-47.993017203777384,raw,per_crop,False,,,,,,,,,simsim
training_global_mean,baseline,28,1.212387770352642,1.1045095629572368,-0.5089734022206653,0.0,-0.42990533965229716,raw,per_crop,False,,,,,,,,,sorghum
training_global_mean,baseline,25,8.608679735164458,3.0147849264954054,-0.011410673401244242,0.0,0.0749656412343388,raw,per_crop,False,,,,,,,,,soya_beans
training_global_mean,baseline,26,5.708194801290923,4.120738055043777,-1.0721621866352327,0.0,-0.9913364650697358,raw,per_crop,False,,,,,,,,,sweet_potatoes
dummy_mean,hybrid,10,1.9670141636919414,1.1600992157982912,-0.0021274333201424466,0.5241471747254074,-0.014618657059215279,crop_centered,macro_average,False,,,,,,,,,
dummy_mean,hybrid,10,2.6834296744675186,1.7918420253338172,-14.260639107542039,0.026902185633945162,-13.736536144786822,raw,macro_average,False,,,,,,,,,
dummy_mean,pca,10,1.9670141636919414,1.1600992157982912,-0.0021274333201424466,0.5241471747254074,-0.014618657059215279,crop_centered,macro_average,False,,,,,,,,,
dummy_mean,pca,10,2.6834296744675186,1.7918420253338172,-14.260639107542039,0.026902185633945162,-13.736536144786822,raw,macro_average,False,,,,,,,,,
dummy_mean,raw,10,1.9670141636919414,1.1600992157982912,-0.0021274333201424466,0.5241471747254074,-0.014618657059215279,crop_centered,macro_average,False,,,,,,,,,
dummy_mean,raw,10,2.6834296744675186,1.7918420253338172,-14.260639107542039,0.026902185633945162,-13.736536144786822,raw,macro_average,False,,,,,,,,,
ridge,hybrid,10,2.194941847209749,1.3281602983128575,-4.743811371428298,0.3124476595052722,-4.885403376705478,crop_centered,macro_average,False,,,,,,,,,
ridge,hybrid,10,2.6461718390356066,1.6176444020507283,-17.524954972210306,-0.3245289486135027,-16.915653745992465,raw,macro_average,False,,,,,,,,,
ridge,pca,10,2.0557678836212956,1.2388410124052165,-2.633573033500698,0.4611820242039436,-2.7224090823580935,crop_centered,macro_average,False,,,,,,,,,
ridge,pca,10,2.401018554399035,1.417340175433834,-16.83535538303699,-0.08195277111873184,-16.310639907877125,raw,macro_average,False,,,,,,,,,
ridge,raw,10,2.161695672813405,1.2926094730648203,-4.473763480543925,0.3499066571505388,-4.606443816562091,crop_centered,macro_average,False,,,,,,,,,
ridge,raw,10,2.6546405052084734,1.6083914152230432,-20.452034910765583,-0.3835339427623586,-19.783286659374017,raw,macro_average,False,,,,,,,,,
training_crop_mean,baseline,10,1.965182247207769,1.1743559777548986,-0.09151156212423954,0.5339059520291519,0.0,raw,macro_average,False,,,,,,,,,
training_crop_season_mean,baseline,10,1.855181000809009,1.0606639695772395,0.037359669567142026,0.591227245571029,0.1196288441073869,raw,macro_average,False,,,,,,,,,
training_global_mean,baseline,10,2.6955588355288183,1.8138354629915263,-14.906886233640018,0.0,-14.360739326329583,raw,macro_average,False,,,,,,,,,
