model,feature_space,observations,rmse,mae,r2,skill_vs_training_global_mean,skill_vs_training_crop_mean,target_scale,result_scope,registered_primary_metric,rmse_ci_lower,rmse_ci_upper,mae_ci_lower,mae_ci_upper,global_skill_ci_lower,global_skill_ci_upper,crop_skill_ci_lower,crop_skill_ci_upper,crop
ridge,raw,28,1.4131305298066157,1.0094759442586578,-0.029353657640703856,0.02109284894500263,-0.07919331569026467,crop_centered,per_crop,False,,,,,,,,,maize
ridge,raw,27,0.7912500331290491,0.5602363640757712,-2.728358905383457,0.7104023401787205,-2.5704826655384525,crop_centered,per_crop,False,,,,,,,,,millet
ridge,raw,24,1.1009649087349724,0.7880196160676176,-1.0671615678719895,-0.6846761780049924,-1.1328245722988242,crop_centered,per_crop,False,,,,,,,,,rice
ridge,raw,20,0.9178157100165064,0.662167149790708,-14.386320388297861,0.677032014503647,-14.823176069692144,crop_centered,per_crop,False,,,,,,,,,simsim
ridge,raw,28,0.9190210974550377,0.6804683446734359,0.23249326647139468,0.4253970266826812,0.17837214027347936,crop_centered,per_crop,False,,,,,,,,,sorghum
ridge,raw,25,9.044668023992866,3.495242893481799,-0.009122814918008926,-0.10385533186625029,-0.021104109082952904,crop_centered,per_crop,False,,,,,,,,,soya_beans
ridge,raw,26,3.976649945173043,2.9419044820668416,-0.010058016539069792,0.5146699813082889,0.03354463618621906,crop_centered,per_crop,False,,,,,,,,,sweet_potatoes
ridge,raw,27,1.7828054588190183,1.330022197667536,-51.67391453324694,-1.0867370351999757,-50.703177518483244,raw,per_crop,False,,,,,,,,,beans
ridge,raw,28,1.5537782466088614,1.0531977273155195,-67.69086531000262,-0.14302298291394422,-66.30099223772463,raw,per_crop,False,,,,,,,,,groundnuts
ridge,raw,16,2.0469608926148393,1.5130623094589049,0.1383895771701562,0.632583844668392,0.2968923425359482,raw,per_crop,False,,,,,,,,,irish_potatoes
ridge,raw,28,1.6718122570231733,1.1212492250805879,-0.6295168726321023,-0.3700990106740385,-0.5104616332199985,raw,per_crop,False,,,,,,,,,maize
ridge,raw,27,1.3205219778364647,0.9853095917180037,-10.395663032737504,0.19339885704896098,-8.944677732159528,raw,per_crop,False,,,,,,,,,millet
ridge,raw,24,1.666259794223813,1.161167576147258,-4.945642944135758,-2.8588234719005605,-3.885326704612895,raw,per_crop,False,,,,,,,,,rice
